election_id,election_year,candidate,name_id,affiliation,affiliation_id,county_vote,district_vote,difference_vote,difference_percentage
ma.uscongress.western.1.ballot2.1801,1801,John Bacon,BJ0484,Republican,A03,2384,8,-2376,1.0
ma.uscongress.western.1.ballot2.1801,1801,John Bacon,BJ0484,Republican,A03,2384,10,-2374,1.0
ma.uscongress.western.1.ballot2.1801,1801,John Bacon,BJ0484,Republican,A03,2384,38,-2346,0.98
ma.uscongress.western.1.ballot2.1801,1801,Ephraim Williams,WE0051,Federalist,A01,1679,7,-1672,1.0
ma.uscongress.western.1.ballot2.1801,1801,Ephraim Williams,WE0051,Federalist,A01,1679,27,-1652,0.98
ma.uscongress.western.1.ballot2.1801,1801,Ephraim Williams,WE0051,Federalist,A01,1679,28,-1651,0.98
ma.uscongress.southern.2.ballot2.1801,1801,Daniel Snow,SD0059,null,null,10,10,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Elisha Haskell,HE0050,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,George Partridge,PG0027,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Joseph Barker,BJ0499,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,"Joseph Holmes, Jr.",HJ0415,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Joseph Smith,SJ0403,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Josiah Smith,SJ0404,null,null,1580,1580,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Kilborn Whitman,WK0000,null,null,2,2,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,L. Bartlett,BL0027,null,null,2,2,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Lemuel Morten,ML0006,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Luke Wadsworth,WL0018,null,null,2,2,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Nahum Mitchell,MN0055,null,null,1370,1370,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Samuel Brown,BS0111,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Samuel Niles,NS0034,null,null,118,118,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,Thacher,null,null,null,1,1,0,0.0
ma.uscongress.southern.2.ballot2.1801,1801,William Shaw,SW0183,null,null,1,1,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,David Rosseter,RD0014,Federalist,A01,2,2,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,Elisha Lee,LE0023,null,null,4,4,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,Ephraim Williams,WE0051,Federalist,A01,1679,1679,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,Ezra Starkweather,SE0024,null,null,1,1,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,Henry Dwight,DH0008,null,null,1,1,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,John Bacon,BJ0484,Republican,A03,2384,2384,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,scattering,null,null,null,9,9,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,scattering,null,null,null,9,9,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,Thomas Ives,IT0000,null,null,1,1,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,William Walker,WW0322,null,null,21,21,0,0.0
ma.uscongress.western.1.ballot2.1801,1801,William Williams,WW0126,Federalist,A01,5,5,0,0.0
