election_id,election_year,candidate,name_id,affiliation,affiliation_id,county_vote,district_vote,difference_vote,difference_percentage
nj.uscongress.1816,1816,John Linn,LJ0197,Republican,A03,2369,NA,-2369,1.0
nj.uscongress.1816,1816,Henry Southard,SH0055,Republican,A03,2300,NA,-2300,1.0
nj.uscongress.1816,1816,Charles Kinsey,KC0008,Republican,A03,2297,NA,-2297,1.0
nj.uscongress.1816,1816,Joseph Bloomfield,BJ0589,Republican,A03,2267,NA,-2267,1.0
nj.uscongress.1816,1816,Benjamin Bennett,BB0035,Republican,A03,2260,NA,-2260,1.0
nj.uscongress.1816,1816,Ephraim Bateman,BE0175,Republican,A03,2216,NA,-2216,1.0
nj.uscongress.1816,1816,John Frelinghuysen,FJ0154,null,null,102,NA,-102,1.0
nj.uscongress.1816,1816,James Parker,PJ0264,null,null,86,NA,-86,1.0
nj.uscongress.1816,1816,Jacob S. Thompson,TJ0271,null,null,85,NA,-85,1.0
nj.uscongress.1816,1816,Charles Ewing,EC0012,null,null,84,NA,-84,1.0
nj.uscongress.1816,1816,Samuel W. Harrison,HS0123,null,null,70,NA,-70,1.0
nj.uscongress.1816,1816,John Cummings,CJ0834,null,null,54,NA,-54,1.0
nj.uscongress.1816,1816,Franklin Davenport,DF0014,Federalist,A01,34,NA,-34,1.0
nj.uscongress.1816,1816,John Johnson,JJ0112,null,null,29,NA,-29,1.0
nj.uscongress.1816,1816,Elias Boudinot,BE0179,Federalist,A01,25,NA,-25,1.0
nj.uscongress.1816,1816,James Giles,GJ0265,null,null,25,NA,-25,1.0
nj.uscongress.1816,1816,William Colfax,CW0122,null,null,23,NA,-23,1.0
nj.uscongress.1816,1816,Charles Kinsey,KC0008,null,null,16,NA,-16,1.0
nj.uscongress.1816,1816,Jerediah Duboice,DJ0269,null,null,9,NA,-9,1.0
nj.uscongress.1816,1816,Isaac Williamson,WI0019,Republican,A03,8,NA,-8,1.0
nj.uscongress.1816,1816,Israel Canfield,CI0009,null,null,8,NA,-8,1.0
nj.uscongress.1816,1816,Jonathan Dayton,DJ0209,Federalist,A01,8,NA,-8,1.0
nj.uscongress.1816,1816,Thomas Newbold,NT0008,null,null,8,NA,-8,1.0
nj.uscongress.1816,1816,Joseph C. Hornblower,HJ0996,Federalist,A01,7,NA,-7,1.0
nj.uscongress.1816,1816,Samuel Southard,SS0165,null,null,7,NA,-7,1.0
nj.uscongress.1816,1816,William MacCullough,MW0179,null,null,7,NA,-7,1.0
nj.uscongress.1816,1816,Isaiah Shinn,SI0050,null,null,6,NA,-6,1.0
nj.uscongress.1816,1816,John Outwater,OJ0033,null,null,6,NA,-6,1.0
nj.uscongress.1816,1816,John Simpson,SJ1173,null,null,6,NA,-6,1.0
nj.uscongress.1816,1816,Gervas Hale,HG0137,null,null,4,NA,-4,1.0
nj.uscongress.1816,1816,Robert Colfax,CR0051,null,null,4,NA,-4,1.0
nj.uscongress.1816,1816,Robert W. Rutherford,RR0029,null,null,3,NA,-3,1.0
nj.uscongress.1816,1816,John Kinsey,KJ0269,null,null,2,NA,-2,1.0
nj.uscongress.1816,1816,Aaron Vansyckel,VA0006,null,null,1,NA,-1,1.0
nj.uscongress.1816,1816,Bernard Smith,SB0049,null,null,1,NA,-1,1.0
nj.uscongress.1816,1816,David Thompson,TD0046,null,null,1,NA,-1,1.0
nj.uscongress.1816,1816,Frederick Frelinghuysen,FF0017,Federalist,A01,1,NA,-1,1.0
nj.uscongress.1816,1816,James E. Wescott,WJ0884,null,null,1,NA,-1,1.0
nj.uscongress.1816,1816,John F. Smith,SJ1223,null,null,1,NA,-1,1.0
nj.uscongress.1816,1816,John Rutherford,RJ0608,null,null,1,NA,-1,1.0
nj.uscongress.1816,1816,Joseph Sharp,SJ0530,null,null,1,NA,-1,1.0
nj.uscongress.1816,1816,Samuel Pennington,PS0048,null,null,1,NA,-1,1.0
