meae_id,type,congress,state,geography,level,election_id,election_office,district,year,election_type
meae.congressional.congress13.sc.county,congressional,13,SC,county,state,sc.uscongress.beaufort.1812,U.S. House of Representatives,2,1812,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.beaufort.1814,U.S. House of Representatives,2,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.georgetown.1814,U.S. House of Representatives,3,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.edgefield.1814,U.S. House of Representatives,6,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.chester.1814,U.S. House of Representatives,8,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.charleston.1814,U.S. House of Representatives,1,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.sumpter.1814,U.S. House of Representatives,9,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.pendleton.1814,U.S. House of Representatives,7,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.orangeburg.1814,U.S. House of Representatives,4,1814,general
meae.congressional.congress14.sc.county,congressional,14,SC,county,state,sc.uscongress.newberry.1814,U.S. House of Representatives,5,1814,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.chester.1816,U.S. House of Representatives,8,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.charleston.1816,U.S. House of Representatives,1,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.beaufort.1816,U.S. House of Representatives,2,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.georgetown.1816,U.S. House of Representatives,3,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.sumpter.1816,U.S. House of Representatives,9,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.pendleton.1816,U.S. House of Representatives,7,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.orangeburg.1816,U.S. House of Representatives,4,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.newberry.1816,U.S. House of Representatives,5,1816,general
meae.congressional.congress15.sc.county,congressional,15,SC,county,state,sc.uscongress.edgefield.1816,U.S. House of Representatives,6,1816,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.charleston.1818,U.S. House of Representatives,1,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.sumpter.1818,U.S. House of Representatives,9,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.pendleton.1818,U.S. House of Representatives,7,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.newberry.1818,U.S. House of Representatives,5,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.georgetown.1818,U.S. House of Representatives,3,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.edgefield.1818,U.S. House of Representatives,6,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.chester.1818,U.S. House of Representatives,8,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.beaufort.1818,U.S. House of Representatives,2,1818,general
meae.congressional.congress16.sc.county,congressional,16,SC,county,state,sc.uscongress.orangeburg.1818,U.S. House of Representatives,4,1818,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.pendleton.1820,U.S. House of Representatives,7,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.orangeburgh.1820,U.S. House of Representatives,4,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.georgetown.1820,U.S. House of Representatives,3,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.fairfield.1820,U.S. House of Representatives,5,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.beaufort.1820,U.S. House of Representatives,2,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.edgefield.1820,U.S. House of Representatives,6,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.chester.1820,U.S. House of Representatives,8,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.charleston.1820,U.S. House of Representatives,1,1820,general
meae.congressional.congress17.sc.county,congressional,17,SC,county,state,sc.uscongress.kershaw.specialelection.1821,U.S. House of Representatives,9,1821,special
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.pendleton.1823,U.S. House of Representatives,NA,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.orange.1823,U.S. House of Representatives,4,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.newberry.1823,U.S. House of Representatives,NA,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.kershaw.1823,U.S. House of Representatives,NA,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.georgetown.1823,U.S. House of Representatives,3,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.edgefield.1823,U.S. House of Representatives,NA,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.chester.1823,U.S. House of Representatives,NA,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.charleston.1823,U.S. House of Representatives,1,1823,general
meae.congressional.congress18.sc.county,congressional,18,SC,county,state,sc.uscongress.beaufort.1823,U.S. House of Representatives,2,1823,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.orangeburgh.1824,U.S. House of Representatives,4,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.newberry.1824,U.S. House of Representatives,9,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.kershaw.1824,U.S. House of Representatives,8,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.georgetown.1824,U.S. House of Representatives,3,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.chester.1824,U.S. House of Representatives,7,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.charleston.1824,U.S. House of Representatives,1,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.beaufort.1824,U.S. House of Representatives,2,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.abbeville.1824,U.S. House of Representatives,5,1824,general
meae.congressional.congress19.sc.county,congressional,19,SC,county,state,sc.uscongress.pendleton.1824,U.S. House of Representatives,6,1824,general
meae.congressional.congress04.tn.county,congressional,4,TN,county,state,tn.uscongress.1796,U.S. House of Representatives,NA,1796,general
meae.congressional.congress07.tn.county,congressional,7,TN,county,state,tn.congress.1801,U.S. House of Representatives,NA,1801,general
meae.congressional.congress10.tn.county,congressional,10,TN,county,state,tn.congress.washington.1807,U.S. House of Representatives,1,1807,general
meae.congressional.congress10.tn.county,congressional,10,TN,county,state,tn.congress.mero.1807,U.S. House of Representatives,3,1807,general
meae.congressional.congress11.tn.county,congressional,11,TN,county,state,tn.congress.washington.1809,U.S. House of Representatives,1,1809,general
meae.congressional.congress12.tn.county,congressional,12,TN,county,state,tn.congress.2.1811,U.S. House of Representatives,2,1811,general
meae.congressional.congress12.tn.county,congressional,12,TN,county,state,tn.congress.1.1811,U.S. House of Representatives,1,1811,general
meae.congressional.congress13.tn.county,congressional,13,TN,county,state,tn.congress.4.1813,U.S. House of Representatives,4,1813,general
meae.congressional.congress13.tn.county,congressional,13,TN,county,state,tn.congress.2.1813,U.S. House of Representatives,2,1813,general
meae.congressional.congress13.tn.county,congressional,13,TN,county,state,tn.congress.1.1813,U.S. House of Representatives,1,1813,general
meae.congressional.congress13.tn.county,congressional,13,TN,county,state,tn.congress.6.1813,U.S. House of Representatives,6,1813,general
meae.congressional.congress01.va.county,congressional,1,VA,county,state,va.uscongress.6.1789,U.S. House of Representatives,6,1789,general
meae.congressional.congress01.va.county,congressional,1,VA,county,state,va.uscongress.2.1789,U.S. House of Representatives,2,1789,general
meae.congressional.congress01.va.county,congressional,1,VA,county,state,va.uscongress.10.1789,U.S. House of Representatives,10,1789,general
meae.congressional.congress01.va.county,congressional,1,VA,county,state,va.uscongress.1.1789,U.S. House of Representatives,1,1789,general
meae.congressional.congress02.va.county,congressional,2,VA,county,state,va.uscongress.3.1790,U.S. House of Representatives,3,1790,general
meae.congressional.congress02.va.county,congressional,2,VA,county,state,va.uscongress.2.1790,U.S. House of Representatives,2,1790,general
meae.congressional.congress02.va.county,congressional,2,VA,county,state,va.uscongress.10.1790,U.S. House of Representatives,10,1790,general
meae.congressional.congress02.va.county,congressional,2,VA,county,state,va.uscongress.1.1790,U.S. House of Representatives,1,1790,general
meae.congressional.congress03.va.county,congressional,3,VA,county,state,va.uscongress.2.1793,U.S. House of Representatives,2,1793,general
meae.congressional.congress03.va.county,congressional,3,VA,county,state,va.uscongress.17.1793,U.S. House of Representatives,17,1793,general
meae.congressional.congress03.va.county,congressional,3,VA,county,state,va.uscongress.14.1793,U.S. House of Representatives,14,1793,general
meae.congressional.congress03.va.county,congressional,3,VA,county,state,va.uscongress.13.1793,U.S. House of Representatives,13,1793,general
meae.congressional.congress03.va.county,congressional,3,VA,county,state,va.uscongress.12.1793,U.S. House of Representatives,12,1793,general
meae.congressional.congress03.va.county,congressional,3,VA,county,state,va.uscongress.6.1793,U.S. House of Representatives,6,1793,general
meae.congressional.congress03.va.county,congressional,3,VA,county,state,va.uscongress.4.1793,U.S. House of Representatives,4,1793,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.14.1795,U.S. House of Representatives,14,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.12.1795,U.S. House of Representatives,12,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.11.1795,U.S. House of Representatives,11,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.1.1795,U.S. House of Representatives,1,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.4.1795,U.S. House of Representatives,4,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.19.1795,U.S. House of Representatives,19,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.18.1795,U.S. House of Representatives,18,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.17.1795,U.S. House of Representatives,17,1795,general
meae.congressional.congress04.va.county,congressional,4,VA,county,state,va.uscongress.15.1795,U.S. House of Representatives,15,1795,general
meae.congressional.congress05.va.county,congressional,5,VA,county,state,va.uscongress.4.1797,U.S. House of Representatives,4,1797,general
meae.congressional.congress05.va.county,congressional,5,VA,county,state,va.uscongress.14.1797,U.S. House of Representatives,14,1797,general
meae.congressional.congress05.va.county,congressional,5,VA,county,state,va.uscongress.6.1797,U.S. House of Representatives,6,1797,general
meae.congressional.congress05.va.county,congressional,5,VA,county,state,va.uscongress.11.1797,U.S. House of Representatives,11,1797,general
meae.congressional.congress05.va.county,congressional,5,VA,county,state,va.uscongress.12.1797,U.S. House of Representatives,12,1797,general
meae.congressional.congress06.va.county,congressional,6,VA,county,state,va.uscongress.6.1799,U.S. House of Representatives,6,1799,general
meae.congressional.congress06.va.county,congressional,6,VA,county,state,va.uscongress.15.1799,U.S. House of Representatives,15,1799,general
meae.congressional.congress07.va.county,congressional,7,VA,county,state,va.uscongress.9.1801,U.S. House of Representatives,9,1801,general
meae.congressional.congress07.va.county,congressional,7,VA,county,state,va.uscongress.8.1801,U.S. House of Representatives,8,1801,general
meae.congressional.congress07.va.county,congressional,7,VA,county,state,va.uscongress.6.1801,U.S. House of Representatives,6,1801,general
meae.congressional.congress07.va.county,congressional,7,VA,county,state,va.uscongress.5.1801,U.S. House of Representatives,5,1801,general
meae.congressional.congress07.va.county,congressional,7,VA,county,state,va.uscongress.14.1801,U.S. House of Representatives,14,1801,general
meae.congressional.congress07.va.county,congressional,7,VA,county,state,va.uscongress.4.1801,U.S. House of Representatives,4,1801,general
meae.congressional.congress08.va.county,congressional,8,VA,county,state,va.uscongress.9.1803,U.S. House of Representatives,9,1803,general
meae.congressional.congress08.va.county,congressional,8,VA,county,state,va.uscongress.21.1803,U.S. House of Representatives,21,1803,general
meae.congressional.congress08.va.county,congressional,8,VA,county,state,va.uscongress.13.1803,U.S. House of Representatives,13,1803,general
meae.congressional.congress08.va.county,congressional,8,VA,county,state,va.uscongress.1.1803,U.S. House of Representatives,1,1803,general
meae.congressional.congress08.va.county,congressional,8,VA,county,state,va.uscongress.6.1803,U.S. House of Representatives,6,1803,general
meae.congressional.congress09.va.county,congressional,9,VA,county,state,va.uscongress.3.1805,U.S. House of Representatives,3,1805,general
meae.congressional.congress09.va.county,congressional,9,VA,county,state,va.uscongress.22.1805,U.S. House of Representatives,22,1805,general
meae.congressional.congress09.va.county,congressional,9,VA,county,state,va.uscongress.13.1805,U.S. House of Representatives,13,1805,general
meae.congressional.congress09.va.county,congressional,9,VA,county,state,va.uscongress.9.1805,U.S. House of Representatives,9,1805,general
meae.congressional.congress09.va.county,congressional,9,VA,county,state,va.uscongress.6.1805,U.S. House of Representatives,6,1805,general
meae.congressional.congress10.va.county,congressional,10,VA,county,state,va.uscongress.6.1807,U.S. House of Representatives,6,1807,general
meae.congressional.congress10.va.county,congressional,10,VA,county,state,va.uscongress.4.1807,U.S. House of Representatives,4,1807,general
meae.congressional.congress10.va.county,congressional,10,VA,county,state,va.uscongress.21.1807,U.S. House of Representatives,21,1807,general
meae.congressional.congress10.va.county,congressional,10,VA,county,state,va.uscongress.18.1807,U.S. House of Representatives,18,1807,general
meae.congressional.congress10.va.county,congressional,10,VA,county,state,va.uscongress.17.1807,U.S. House of Representatives,17,1807,general
meae.congressional.congress10.va.county,congressional,10,VA,county,state,va.uscongress.13.1807,U.S. House of Representatives,13,1807,general
meae.congressional.congress10.va.county,congressional,10,VA,county,state,va.uscongress.12.1807,U.S. House of Representatives,12,1807,general
meae.congressional.congress11.va.county,congressional,11,VA,county,state,va.uscongress.9.1809,U.S. House of Representatives,9,1809,general
meae.congressional.congress11.va.county,congressional,11,VA,county,state,va.uscongress.21.1809,U.S. House of Representatives,21,1809,general
meae.congressional.congress11.va.county,congressional,11,VA,county,state,va.uscongress.14.1809,U.S. House of Representatives,14,1809,general
meae.congressional.congress11.va.county,congressional,11,VA,county,state,va.uscongress.13.1809,U.S. House of Representatives,13,1809,general
meae.congressional.congress11.va.county,congressional,11,VA,county,state,va.uscongress.10.1809,U.S. House of Representatives,10,1809,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.18.1811,U.S. House of Representatives,18,1811,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.14.1811,U.S. House of Representatives,14,1811,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.13.1811,U.S. House of Representatives,13,1811,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.10.1811,U.S. House of Representatives,10,1811,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.6.1811,U.S. House of Representatives,6,1811,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.22.1811,U.S. House of Representatives,22,1811,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.17.1811,U.S. House of Representatives,17,1811,general
meae.congressional.congress12.va.county,congressional,12,VA,county,state,va.uscongress.21.1811,U.S. House of Representatives,21,1811,general
meae.congressional.congress13.va.county,congressional,13,VA,county,state,va.uscongress.17.1813,U.S. House of Representatives,17,1813,general
meae.congressional.congress13.va.county,congressional,13,VA,county,state,va.uscongress.14.1813,U.S. House of Representatives,14,1813,general
meae.congressional.congress13.va.county,congressional,13,VA,county,state,va.uscongress.19.1813,U.S. House of Representatives,19,1813,general
meae.congressional.congress14.va.county,congressional,14,VA,county,state,va.uscongress.7.1815,U.S. House of Representatives,7,1815,general
meae.congressional.congress14.va.county,congressional,14,VA,county,state,va.uscongress.6.1815,U.S. House of Representatives,6,1815,general
meae.congressional.congress14.va.county,congressional,14,VA,county,state,va.uscongress.23.1815,U.S. House of Representatives,23,1815,general
meae.congressional.congress14.va.county,congressional,14,VA,county,state,va.uscongress.21.1815,U.S. House of Representatives,21,1815,general
meae.congressional.congress14.va.county,congressional,14,VA,county,state,va.uscongress.14.1815,U.S. House of Representatives,14,1815,general
meae.congressional.congress14.va.county,congressional,14,VA,county,state,va.uscongress.19.1815,U.S. House of Representatives,19,1815,general
meae.congressional.congress15.va.county,congressional,15,VA,county,state,va.uscongress.11.1817,U.S. House of Representatives,11,1817,general
meae.congressional.congress15.va.county,congressional,15,VA,county,state,va.uscongress.14.1817,U.S. House of Representatives,14,1817,general
meae.congressional.congress15.va.county,congressional,15,VA,county,state,va.uscongress.4.1817,U.S. House of Representatives,4,1817,general
meae.congressional.congress15.va.county,congressional,15,VA,county,state,va.uscongress.18.1817,U.S. House of Representatives,18,1817,general
meae.congressional.congress15.va.county,congressional,15,VA,county,state,va.uscongress.19.1817,U.S. House of Representatives,19,1817,general
meae.congressional.congress16.va.county,congressional,16,VA,county,state,va.uscongress.5.1819,U.S. House of Representatives,5,1819,general
meae.congressional.congress16.va.county,congressional,16,VA,county,state,va.uscongress.4.1819,U.S. House of Representatives,4,1819,general
meae.congressional.congress16.va.county,congressional,16,VA,county,state,va.uscongress.23.1819,U.S. House of Representatives,23,1819,general
meae.congressional.congress16.va.county,congressional,16,VA,county,state,va.uscongress.22.1819,U.S. House of Representatives,22,1819,general
meae.congressional.congress16.va.county,congressional,16,VA,county,state,va.uscongress.14.1819,U.S. House of Representatives,14,1819,general
meae.congressional.congress18.va.county,congressional,18,VA,county,state,va.congress.11.1823,U.S. House of Representatives,11,1823,general
meae.congressional.congress19.va.county,congressional,19,VA,county,state,va.congress.4.1825,U.S. House of Representatives,4,1825,general
meae.congressional.congress19.va.county,congressional,19,VA,county,state,va.congress.14.1825,U.S. House of Representatives,14,1825,general
meae.congressional.congress19.va.county,congressional,19,VA,county,state,va.congress.1.1825,U.S. House of Representatives,1,1825,general
meae.congressional.congress02.vt.county,congressional,2,VT,county,state,vt.uscongress.eastern.1791,U.S. House of Representatives,2,1791,general
meae.congressional.congress02.vt.county,congressional,2,VT,county,state,vt.uscongress.western.secondballot.1791,U.S. House of Representatives,1,1791,general
meae.congressional.congress03.vt.county,congressional,3,VT,county,state,vt.uscongress.eastern.1793,U.S. House of Representatives,2,1793,general
meae.congressional.congress05.vt.county,congressional,5,VT,county,state,vt.uscongress.western.thirdballot.1797,U.S. House of Representatives,1,1797,general
meae.congressional.congress06.vt.county,congressional,6,VT,county,state,vt.uscongress.eastern.1798,U.S. House of Representatives,2,1798,general
meae.congressional.congress07.vt.county,congressional,7,VT,county,state,vt.uscongress.western.1800,U.S. House of Representatives,1,1800,general
meae.congressional.congress09.vt.county,congressional,9,VT,county,state,vt.uscongress.southwest.1804,U.S. House of Representatives,1,1804,general
meae.congressional.congress10.vt.county,congressional,10,VT,county,state,vt.uscongress.southwest.1806,U.S. House of Representatives,1,1806,general
meae.congressional.congress10.vt.county,congressional,10,VT,county,state,vt.uscongress.southeast.1806,U.S. House of Representatives,2,1806,general
meae.congressional.congress10.vt.county,congressional,10,VT,county,state,vt.uscongress.northeast.1806,U.S. House of Representatives,3,1806,general
meae.congressional.congress11.vt.county,congressional,11,VT,county,state,vt.uscongress.southwest.1808,U.S. House of Representatives,1,1808,general
meae.congressional.congress11.vt.county,congressional,11,VT,county,state,vt.uscongress.northwest.1808,U.S. House of Representatives,4,1808,general
meae.congressional.congress12.vt.county,congressional,12,VT,county,state,vt.uscongress.southwest.1810,U.S. House of Representatives,1,1810,general
meae.congressional.congress19.vt.county,congressional,19,VT,county,state,vt.uscongress1.2.1824,U.S. House of Representatives,1,1824,general
