congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url
"Tazewell, Henry",Senator,Anti-Administration,VA,1753,1799,4,Henry Tazewell,T000107,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000107
"Thacher, George",Representative,Federalist,MA,1754,1824,4,George Thacher,T000141,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000141
"Thomas, Richard",Representative,Federalist,PA,1744,1832,4,Richard Thomas,T000183,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000183
"Thomson, Mark",Representative,Federalist,NJ,1739,1803,4,Mark Thomson,T000232,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000232
"Tichenor, Isaac",Senator,Federalist,VT,1754,1838,4,Isaac Tichenor,T000264,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000264
"Tracy, Uriah",Representative,Federalist,CT,1755,1807,4,Uriah Tracy,T000348,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000348
"Tracy, Uriah",Senator,Federalist,CT,,,4,Uriah Tracy,T000348,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000348
"Trumbull, Jonathan, Jr.",Senator,Federalist,CT,1740,1809,4,Jonathan Trumbull,T000389,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000389
"Van Alen, John Evert",Representative,Federalist,NY,1749,1807,4,John Evert Van Alen,V000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000012
"Van Cortlandt, Philip",Representative,Republican,NY,1749,1831,4,Philip Van Cortlandt,V000022,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000022
"Varnum, Joseph Bradley",Representative,Democratic Republican,MA,1750/1751,1821,4,Joseph Bradley Varnum,V000074,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000074
"Venable, Abraham Bedford",Representative,Democratic Republican,VA,1758,1811,4,Abraham Bedford Venable,V000083,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000083
"Vining, John",Senator,Pro-Administration,DE,1758,1802,4,John Vining,V000104,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000104
"Wadsworth, Peleg",Representative,Federalist,MA,1748,1829,4,Peleg Wadsworth,W000014,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000014
"Walton, George",Senator,Federalist,GA,1749/1750,1804,4,George Walton,W000114,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000114
"Williams, John",Representative,Federalist,NY,1752,1806,4,John Williams,W000513,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000513
"Winn, Richard",Representative,Republican,SC,1750,1818,4,Richard Winn,W000637,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000637
"Allen, John",Representative,Federalist,CT,1763,1812,5,John Allen,A000129,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000129
"Anderson, Joseph Inslee",Senator,Democratic Republican,TN,1757,1837,5,Joseph Inslee Anderson,A000197,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000197
"Baer, George, Jr.",Representative,Federalist,MD,1763,1834,5,George Baer,B000026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000026
"Baldwin, Abraham",Representative,Democratic Republican,GA,1754,1807,5,Abraham Baldwin,B000084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000084
"Bard, David",Representative,Republican,PA,1744,1815,5,David Bard,B000137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000137
"Bartlett, Bailey",Representative,Federalist,MA,1750,1830,5,Bailey Bartlett,B000198,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000198
"Bayard, James Asheton, Sr.",Representative,Federalist,DE,1767,1815,5,James Asheton Bayard,B000249,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000249
"Benton, Lemuel",Representative,Republican,SC,1754,1818,5,Lemuel Benton,B000396,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000396
"Bingham, William",Senator,Federalist,PA,1752,1804,5,William Bingham,B000474,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000474
"Bloodworth, Timothy",Senator,Democratic Republican,NC,1736,1814,5,Timothy Bloodworth,B000563,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000563
"Blount, Thomas",Representative,Republican,NC,1759,1812,5,Thomas Blount,B000569,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000569
"Blount, William",Senator,Democratic Republican,TN,1749,1800,5,William Blount,B000570,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000570
"Brace, Jonathan",Representative,Federalist,CT,1754,1837,5,Jonathan Brace,B000731,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000731
"Bradbury, Theophilus",Representative,Federalist,MA,1739,1803,5,Theophilus Bradbury,B000735,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000735
"Bradford, William",Senator,Pro-Administration,RI,1729,1808,5,William Bradford,B000739,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000739
"Brent, Richard",Representative,Republican,VA,1757,1814,5,Richard Brent,B000802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000802
"Brooks, David",Representative,Federalist,NY,1756,1838,5,David Brooks,B000875,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000875
"Brown, John",Senator,Republican,KY,1757,1837,5,John Brown,B000929,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000929
"Brown, Robert",Representative,Republican,PA,1744,1823,5,Robert Brown,B000942,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000942
"Bryan, Nathan",Representative,Republican,NC,1748,1798,5,Nathan Bryan,B000991,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000991
"Bullock, Stephen",Representative,Federalist,MA,1735,1816,5,Stephen Bullock,B001053,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001053
"Burges, Dempsey",Representative,Republican,NC,1751,1800,5,Dempsey Burges,B001081,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001081
"Cabell, Samuel Jordan",Representative,Republican,VA,1756,1818,5,Samuel Jordan Cabell,C000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000005
"Champlin, Christopher Grant",Representative,Federalist,RI,1768,1840,5,Christopher Grant Champlin,C000289,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000289
"Chapman, John",Representative,Federalist,PA,1740,1800,5,John Chapman,C000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000313
"Chipman, Nathaniel",Senator,Federalist,VT,1752,1843,5,Nathaniel Chipman,C000369,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000369
"Claiborne, Thomas",Representative,Republican,VA,1749,1812,5,Thomas Claiborne,C000406,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000406
"Claiborne, William Charles Cole",Representative,Democratic Republican,TN,1775,1817,5,William Charles Cole Claiborne,C000408,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000408
"Clay, Matthew",Representative,Republican,VA,1754,1815,5,Matthew Clay,C000487,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000487
"Clayton, Joshua",Senator,Federalist,DE,1744,1798,5,Joshua Clayton,C000497,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000497
"Clopton, John",Representative,Republican,VA,1756,1816,5,John Clopton,C000531,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000531
"Cochran, James",Representative,Federalist,NY,1769,1848,5,James Cochran,C000563,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000563
"Cocke, William",Senator,Democratic Republican,TN,1748,1828,5,William Cocke,C000572,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000572
"Coit, Joshua",Representative,Federalist,CT,1758,1798,5,Joshua Coit,C000600,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000600
"Craik, William",Representative,Federalist,MD,1761,1814,5,William Craik,C000863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000863
"Dana, Samuel Whittlesey",Representative,Federalist,CT,1760,1830,5,Samuel Whittlesey Dana,D000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000024
"Davenport, Franklin",Senator,Federalist,NJ,1755,1832,5,Franklin Davenport,D000069,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000069
"Davenport, James",Representative,Federalist,CT,1758,1797,5,James Davenport,D000073,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000073
"Davis, Thomas Terry",Representative,Republican,KY,,1807,5,Thomas Terry Davis,D000138,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000138
"Dawson, John",Representative,Republican,VA,1762,1814,5,John Dawson,D000151,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000151
"Dayton, Jonathan",Representative,Federalist,NJ,,,5,Jonathan Dayton,D000165,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000165
"Dennis, John",Representative,Federalist,MD,1771,1806,5,John Dennis,D000243,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000243
"Dent, George",Representative,Federalist,MD,1756,1813,5,George Dent,D000254,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000254
"Edmond, William",Representative,Federalist,CT,1755,1838,5,William Edmond,E000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000052
"Ege, George",Representative,Federalist,PA,1748,1829,5,George Ege,E000089,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000089
"Eggleston, Joseph",Representative,Republican,VA,1754,1811,5,Joseph Eggleston,E000091,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000091
"Elmendorf, Lucas Conrad",Representative,Republican,NY,1758,1843,5,Lucas Conrad Elmendorf,E000153,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000153
"Evans, Thomas",Representative,Federalist,VA,c 1755,1815,5,Thomas Evans,E000257,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000257
"Findley, William",Representative,Republican,PA,1741/1742,1821,5,William Findley,F000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000124
"Foster, Abiel",Representative,Federalist,NH,1735,1806,5,Abiel Foster,F000297,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000297
"Foster, Dwight",Representative,Federalist,MA,1757,1823,5,Dwight Foster,F000301,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000301
"Foster, Theodore",Senator,Federalist,RI,1752,1828,5,Theodore Foster,F000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000313
"Fowler, John",Representative,Republican,KY,1755,1840,5,John Fowler,F000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000322
"Freeman, Jonathan",Representative,Federalist,NH,1745,1808,5,Jonathan Freeman,F000364,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000364
"Freeman, Nathaniel, Jr.",Representative,Republican,MA,1766,1800,5,Nathaniel Freeman,F000365,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000365
"Gallatin, Albert",Representative,Republican,PA,1761,1849,5,Albert Gallatin,G000020,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000020
"Giles, William Branch",Representative,Republican,VA,1762,1830,5,William Branch Giles,G000183,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000183
"Gillespie, James",Representative,Republican,NC,c1747,1805,5,James Gillespie,G000196,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000196
"Glen, Henry",Representative,Federalist,NY,1739,1814,5,Henry Glen,G000235,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000235
"Goodhue, Benjamin",Senator,Federalist,MA,1748,1814,5,Benjamin Goodhue,G000286,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000286
"Goodrich, Chauncey",Representative,Federalist,CT,1759,1815,5,Chauncey Goodrich,G000293,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000293
"Gordon, William",Representative,Federalist,NH,1763,1802,5,William Gordon,G000318,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000318
"Greene, Ray",Senator,Federalist,RI,1765,1849,5,Ray Greene,G000427,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000427
"Gregg, Andrew",Representative,Democratic Republican,PA,1755,1835,5,Andrew Gregg,G000442,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000442
"Griswold, Roger",Representative,Federalist,CT,1762,1812,5,Roger Griswold,G000488,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000488
"Grove, William Barry",Representative,Federalist,NC,1764,1818,5,William Barry Grove,G000502,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000502
"Gunn, James",Senator,Federalist,GA,1753,1801,5,James Gunn,G000526,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000526
"Hanna, John Andre",Representative,Republican,PA,1762,1805,5,John Andre Hanna,H000161,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000161
"Harper, Robert Goodloe",Representative,,SC,1765,1825,5,Robert Goodloe Harper,H000225,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000225
"Harrison, Carter Bassett",Representative,Republican,VA,c1756,1808,5,Carter Bassett Harrison,H000266,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000266
"Hartley, Thomas",Representative,Federalist,PA,1748,1800,5,Thomas Hartley,H000299,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000299
"Havens, Jonathan Nicoll",Representative,Republican,NY,1757,1799,5,Jonathan Nicoll Havens,H000359,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000359
"Henry, John",Senator,Pro-Administration,MD,1750,1798,5,John Henry,H000508,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000508
"Hiester, Joseph",Representative,Republican,PA,1752,1832,5,Joseph Hiester,H000574,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000574
"Hillhouse, James",Senator,Federalist,CT,1754,1832,5,James Hillhouse,H000618,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000618
"Hindman, William",Representative,Federalist,MD,1743,1822,5,William Hindman,H000629,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000629
"Hobart, John Sloss",Senator,Federalist,NY,1738,1805,5,John Sloss Hobart,H000661,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000661
"Holmes, David",Representative,Democratic Republican,VA,1769,1832,5,David Holmes,H000735,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000735
"Hosmer, Hezekiah Lord",Representative,Federalist,NY,1765,1814,5,Hezekiah Lord Hosmer,H000803,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000803
"Howard, John Eager",Senator,Federalist,MD,1752,1827,5,John Eager Howard,H000841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000841
"Hunter, John",Senator,Democratic Republican,SC,1732/1760,1802,5,John Hunter,H000982,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000982
"Imlay, James Henderson",Representative,Federalist,NJ,1764,1823,5,James Henderson Imlay,I000011,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000011
"Jackson, Andrew",Senator,Democratic Republican,TN,1767,1845,5,Andrew Jackson,J000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000005
"Jones, Walter",Representative,Republican,VA,1745,1815,5,Walter Jones,J000254,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000254
"Kittera, John Wilkes",Representative,Federalist,PA,1752,1801,5,John Wilkes Kittera,K000253,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000253
"Langdon, John",Senator,Democratic Republican,NH,1741,1819,5,John Langdon,L000067,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000067
"Latimer, Henry",Senator,Federalist,DE,1752,1819,5,Henry Latimer,L000115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000115
"Laurance, John",Senator,Federalist,NY,1750,1810,5,John Laurance,L000120,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000120
"Livermore, Samuel",Senator,Federalist,NH,1732,1803,5,Samuel Livermore,L000364,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000364
"Livingston, Edward",Representative,,NY,1764,1836,5,Edward Livingston,L000366,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000366
"Lloyd, James",Senator,Federalist,MD,1756,1830,5,James Lloyd,L000377,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000377
"Locke, Matthew",Representative,Republican,NC,1730,1801,5,Matthew Locke,L000389,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000389
"Lyman, Samuel",Representative,Federalist,MA,1749,1802,5,Samuel Lyman,L000528,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000528
"Lyon, Matthew",Representative,Republican,VT,1749,1822,5,Matthew Lyon,L000545,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000545
"Machir, James",Representative,Federalist,VA,,1827,5,James Machir,M000013,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000013
"Macon, Nathaniel",Representative,Democratic Republican,NC,1757,1837,5,Nathaniel Macon,M000034,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000034
"Marshall, Humphrey",Senator,Federalist,KY,1760,1841,5,Humphrey Marshall,M000155,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000155
"Martin, Alexander",Senator,Anti-Administration,NC,1740,1807,5,Alexander Martin,M000166,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000166
"Mason, Stevens Thomson",Senator,Democratic Republican,VA,1760,1803,5,Stevens Thomson Mason,M000226,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000226
"Matthews, William",Representative,Federalist,MD,1755,1808,5,William Matthews,M000256,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000256
"Mcclenachan, Blair",Representative,Republican,PA,,1812,5,Blair Mcclenachan,M000336,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000336
"Mcdowell, Joseph",Representative,Republican,NC,1756,1801,5,Joseph Mcdowell,M000423,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000423
