congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,name_id
"Latimer, Henry",Representative,Federalist,DE,1752,1819,3,Henry Latimer,L000115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000115,LH0001
"Locke, Matthew",Representative,Anti-Administration,NC,1730,1801,3,Matthew Locke,L000389,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000389,LM0052
"Lyman, William",Representative,Anti-Administration,MA,1755,1811,3,William Lyman,L000530,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000530,LW0055
"Martin, Alexander",Senator,Anti-Administration,NC,1740,1807,3,Alexander Martin,M000166,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000166,MA0147
"Mebane, Alexander",Representative,Anti-Administration,NC,1744,1795,3,Alexander Mebane,M000622,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000622,MA0149
"Malbone, Francis",Representative,Federalist,RI,1759,1809,3,Francis Malbone,M000076,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000076,MF0037
"Mcdowell, Joseph",Representative,Anti-Administration,NC,1758,1799,3,Joseph Mcdowell,M000424,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000424,MJ0540
"Mitchell, Stephen Mix",Senator,Pro-Administration,CT,1743,1835,3,Stephen Mix Mitchell,M000828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000828,MS0000
"Mason, Stevens Thomson",Senator,Democratic Republican,VA,1760,1803,3,Stevens Thomson Mason,M000226,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000226,MS0252
"Montgomery, William",Representative,Anti-Administration,PA,1736,1816,3,William Montgomery,M000873,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000873,MW0284
"New, Anthony",Representative,Anti-Administration,VA,1747,1833,3,Anthony New,N000058,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000058,NA0009
"Nicholas, John",Representative,Anti-Administration,VA,1757,1819,3,John Nicholas,N000084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000084,NJ0072
"Neville, Joseph",Representative,Anti-Administration,VA,1730,1819,3,Joseph Neville,N000055,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000055,NJ0172
"Pickens, Andrew",Representative,Anti-Administration,SC,1739,1817,3,Andrew Pickens,P000320,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000320,PA0107
"Preston, Francis",Representative,Anti-Administration,VA,1765,1835,3,Francis Preston,P000514,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000514,PF0010
"Patten, John",Representative,Anti-Administration,DE,1746,1800,3,John Patten,P000108,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000108,PJ0032
"Ross, James",Senator,Pro-Administration,PA,1762,1847,3,James Ross,R000448,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000448,RJ0324
"Rutherford, Robert",Representative,Anti-Administration,VA,1728,1803,3,Robert Rutherford,R000548,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000548,RR0071
"Sherburne, John Samuel",Representative,Anti-Administration,NH,1757,1830,3,John Samuel Sherburne,S000339,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000339,SJ0474
"Smilie, John",Representative,Anti-Administration,PA,1741,1812,3,John Smilie,S000508,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000508,SJ0970
"Smith, Samuel",Representative,NA,MD,1752,1839,3,Samuel Smith,S000609,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000609,SS0149
"Sprigg, Thomas",Representative,Anti-Administration,MD,1747,1809,3,Thomas Sprigg,S000753,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000753,ST0060
"Swift, Zephaniah",Representative,Pro-Administration,CT,1759,1823,3,Zephaniah Swift,S001119,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001119,SZ0000
"Tazewell, Henry",Senator,Anti-Administration,VA,1753,1799,3,Henry Tazewell,T000107,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000107,TH0065
"Talbot, Silas",Representative,Pro-Administration,NY,1751,1813,3,Silas Talbot,T000019,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000019,TS0063
"Tracy, Uriah",Representative,Federalist,CT,1755,1807,3,Uriah Tracy,T000348,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000348,TU0002
"Van Gaasbeck, Peter",Representative,NA,NY,1754,1797,3,Peter Van Gaasbeck,V000039,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000039,VG1000
"Van Alen, John Evert",Representative,Federalist,NY,1749,1807,3,John Evert Van Alen,V000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000012,VJ0202
"Van Cortlandt, Philip",Representative,Republican,NY,1749,1831,3,Philip Van Cortlandt,V000022,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000022,VP0110
"Williams, Benjamin",Representative,NA,NC,1751,1814,3,Benjamin Williams,W000491,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000491,WB0039
"Walker, Francis",Representative,NA,VA,1764,1806,3,Francis Walker,W000051,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000051,WF0074
"Watts, John",Representative,NA,NY,1749,1836,3,John Watts,W000211,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000211,WJ0410
"Winston, Joseph",Representative,Republican,NC,1746,1815,3,Joseph Winston,W000642,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000642,WJ0494
"Wadsworth, Peleg",Representative,Federalist,MA,1748,1829,3,Peleg Wadsworth,W000014,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000014,WP0012
"Winn, Richard",Representative,Republican,SC,1750,1818,3,Richard Winn,W000637,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000637,WR0206
"Burges, Dempsey",Representative,Republican,NC,1751,1800,4,Dempsey Burges,B001081,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001081,BD0099
"Bard, David",Representative,Republican,PA,1744,1815,4,David Bard,B000137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000137,BD0120
"Buck, Daniel",Representative,Federalist,VT,1753,1816,4,Daniel Buck,B001014,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001014,BD0173
"Bryan, Nathan",Representative,Republican,NC,1748,1798,4,Nathan Bryan,B000991,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000991,BN0074
"Brent, Richard",Representative,Republican,VA,1757,1814,4,Richard Brent,B000802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000802,BR0163
"Bradbury, Theophilus",Representative,Federalist,MA,1739,1803,4,Theophilus Bradbury,B000735,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000735,BT0080
"Bingham, William",Senator,Federalist,PA,1752,1804,4,William Bingham,B000474,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000474,BW0271
"Blount, William",Senator,Democratic Republican,TN,1749,1800,4,William Blount,B000570,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000570,BW0403
"Crabb, Jeremiah",Representative,Federalist,MD,1760,1800,4,Jeremiah Crabb,C000848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000848,CJ0201
"Clopton, John",Representative,Republican,VA,1756,1816,4,John Clopton,C000531,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000531,CJ1097
"Cabell, Samuel Jordan",Representative,Republican,VA,1756,1818,4,Samuel Jordan Cabell,C000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000005,CS0229
"Craik, William",Representative,Federalist,MD,1761,1814,4,William Craik,C000863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000863,CW0040
"Cooper, William",Representative,Federalist,NY,1754,1809,4,William Cooper,C000764,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000764,CW0154
"Cocke, William",Senator,Democratic Republican,TN,1748,1828,4,William Cocke,C000572,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000572,CW0351
"Davenport, James",Representative,Federalist,CT,1758,1797,4,James Davenport,D000073,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000073,DJ0006
"Dana, Samuel Whittlesey",Representative,Federalist,CT,1760,1830,4,Samuel Whittlesey Dana,D000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000024,DS0003
"Ege, George",Representative,Federalist,PA,1748,1829,4,George Ege,E000089,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000089,EG0009
"Franklin, Jesse",Representative,Democratic Republican,NC,1760,1823,4,Jesse Franklin,F000344,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000344,FJ0228
"Freeman, Nathaniel, Jr.",Representative,Federalist,MA,1766,1800,4,Nathaniel Freeman,F000365,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000365,FN0017
"Gallatin, Albert",Representative,Republican,PA,1761,1849,4,Albert Gallatin,G000020,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000020,GA0061
"Goodrich, Chauncey",Representative,Federalist,CT,1759,1815,4,Chauncey Goodrich,G000293,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000293,GC0000
"Griswold, Roger",Representative,Federalist,CT,1762,1812,4,Roger Griswold,G000488,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000488,GR0000
"Howard, John Eager",Senator,Federalist,MD,1752,1827,4,John Eager Howard,H000841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000841,HJ0159
"Havens, Jonathan Nicoll",Representative,Republican,NY,1757,1799,4,Jonathan Nicoll Havens,H000359,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000359,HJ0499
"Holland, James",Representative,Republican,NC,1754,1823,4,James Holland,H000718,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000718,HJ1278
"Henderson, Thomas",Representative,Federalist,NJ,1743,1824,4,Thomas Henderson,H000488,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000488,HT0100
"Hampton, Wade",Representative,Republican,SC,1752,1835,4,Wade Hampton,H000140,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000140,HW0384
"Jackson, Andrew",Representative,Democratic Republican,TN,1767,1845,4,Andrew Jackson,J000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000005,JA0014
"Jackson, George",Representative,Republican,VA,1757,1831,4,George Jackson,J000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000012,JG0015
"Livingston, Edward",Representative,NA,NY,1764,1836,4,Edward Livingston,L000366,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000366,LE0044
"Lyman, Samuel",Representative,Federalist,MA,1749,1802,4,Samuel Lyman,L000528,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000528,LS0018
"Marshall, Humphrey",Senator,Federalist,KY,1760,1841,4,Humphrey Marshall,M000155,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000155,MH0035
"Maclay, Samuel",Representative,Democratic Republican,PA,1741,1811,4,Samuel Maclay,M000029,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000029,MS0148
"Earle, Samuel",Representative,Republican,SC,1760,1833,4,Samuel Earle,E000010,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000010,NA
"Potter, Elisha Reynolds",Representative,Federalist,RI,1764,1835,4,Elisha Reynolds Potter,P000463,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000463,PE0102
"Paine, Elijah",Senator,Federalist,VT,1757,1842,4,Elijah Paine,P000026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000026,PE0117
"Reed, John",Representative,Federalist,MA,1751,1831,4,John Reed,R000120,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000120,RJ0226
"Richards, John",Representative,Republican,PA,1753,1822,4,John Richards,R000215,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000215,RJ0233
"Read, Jacob",Senator,Federalist,SC,1752,1816,4,Jacob Read,R000092,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000092,RJ0602
"Smith, Isaac",Representative,Federalist,NJ,1740,1807,4,Isaac Smith,S000555,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000555,SI0045
"Swanwick, John",Representative,Republican,PA,1760,1798,4,John Swanwick,S001095,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001095,SJ0964
"Smith, Nathaniel",Representative,Federalist,CT,1762,1822,4,Nathaniel Smith,S000595,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000595,SN0099
"Sprigg, Richard, Jr.",Representative,Republican,MD,1769,1806,4,Richard Sprigg,S000752,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000752,SR0049
"Stockton, Richard",Senator,Federalist,NJ,1764,1828,4,Richard Stockton,S000941,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000941,SR0121
"Sewall, Samuel",Representative,Federalist,MA,1757,1814,4,Samuel Sewall,S000259,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000259,SS0068
"Sitgreaves, Samuel",Representative,Federalist,PA,1764,1827,4,Samuel Sitgreaves,S000460,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000460,SS0245
"Skinner, Thomson Joseph",Representative,Republican,MA,1752,1809,4,Thomson Joseph Skinner,S000471,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000471,ST0122
"Strudwick, William Francis",Representative,Federalist,NC,1765,1812,4,William Francis Strudwick,S001029,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001029,SW0148
"Tatom, Absalom",Representative,Republican,NC,1742,1802,4,Absalom Tatom,T000050,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000050,TA0018
"Tichenor, Isaac",Senator,Federalist,VT,1754,1838,4,Isaac Tichenor,T000264,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000264,TI0032
"Tattnall, Josiah",Senator,Democratic Republican,GA,1762,1803,4,Josiah Tattnall,T000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000052,TJ0074
"Thomson, Mark",Representative,Federalist,NJ,1739,1803,4,Mark Thomson,T000232,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000232,TM0030
"Thomas, Richard",Representative,Federalist,PA,1744,1832,4,Richard Thomas,T000183,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000183,TR0066
"Varnum, Joseph Bradley",Representative,Democratic Republican,MA,1750/1751,1821,4,Joseph Bradley Varnum,V000074,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000074,VJ0024
"Walton, George",Senator,Federalist,GA,1749/1750,1804,4,George Walton,W000114,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000114,WG0006
"Williams, John",Representative,Federalist,NY,1752,1806,4,John Williams,W000513,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000513,WJ0959
"Allen, John",Representative,Federalist,CT,1763,1812,5,John Allen,A000129,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000129,AJ0028
"Anderson, Joseph Inslee",Senator,Democratic Republican,TN,1757,1837,5,Joseph Inslee Anderson,A000197,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000197,AJ0370
"Bartlett, Bailey",Representative,Federalist,MA,1750,1830,5,Bailey Bartlett,B000198,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000198,BB0019
"Brooks, David",Representative,Federalist,NY,1756,1838,5,David Brooks,B000875,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000875,BD0076
"Baer, George, Jr.",Representative,Federalist,MD,1763,1834,5,George Baer,B000026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000026,BG0023
"Brace, Jonathan",Representative,Federalist,CT,1754,1837,5,Jonathan Brace,B000731,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000731,BJ0019
"Bayard, James Asheton, Sr.",Representative,Federalist,DE,1767,1815,5,James Asheton Bayard,B000249,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000249,BJ0078
"Brown, Robert",Representative,Republican,PA,1744,1823,5,Robert Brown,B000942,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000942,BR0106
"Bullock, Stephen",Representative,Federalist,MA,1735,1816,5,Stephen Bullock,B001053,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001053,BS0112
"Champlin, Christopher Grant",Representative,Federalist,RI,1768,1840,5,Christopher Grant Champlin,C000289,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000289,CC0120
"Clayton, Joshua",Senator,Federalist,DE,1744,1798,5,Joshua Clayton,C000497,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000497,CJ0087
"Cochran, James",Representative,Federalist,NY,1769,1848,5,James Cochran,C000563,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000563,CJ0481
"Chapman, John",Representative,Federalist,PA,1740,1800,5,John Chapman,C000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000313,CJ0685
"Clay, Matthew",Representative,Republican,VA,1754,1815,5,Matthew Clay,C000487,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000487,CM0108
"Chipman, Nathaniel",Senator,Federalist,VT,1752,1843,5,Nathaniel Chipman,C000369,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000369,CN0042
"Claiborne, William Charles Cole",Representative,Democratic Republican,TN,1775,1817,5,William Charles Cole Claiborne,C000408,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000408,CW0037
"Davenport, Franklin",Senator,Federalist,NJ,1755,1832,5,Franklin Davenport,D000069,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000069,DF0023
"Dennis, John",Representative,Federalist,MD,1771,1806,5,John Dennis,D000243,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000243,DJ0122
"Dawson, John",Representative,Republican,VA,1762,1814,5,John Dawson,D000151,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000151,DJ0582
"Davis, Thomas Terry",Representative,Republican,KY,NA,1807,5,Thomas Terry Davis,D000138,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000138,DT0030
"Eggleston, Joseph",Representative,Republican,VA,1754,1811,5,Joseph Eggleston,E000091,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000091,EJ0301
"Elmendorf, Lucas Conrad",Representative,Republican,NY,1758,1843,5,Lucas Conrad Elmendorf,E000153,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000153,EL0004
"Evans, Thomas",Representative,Federalist,VA,1755,1815,5,Thomas Evans,E000257,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000257,ET0794
"Edmond, William",Representative,Federalist,CT,1755,1838,5,William Edmond,E000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000052,EW0001
