congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,name_id
"Chappell, John Joel",Representative,Republican,SC,1782,1871,13,John Joel Chappell,C000320,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000320,CJ1049
"Cannon, Newton",Representative,Republican,TN,1781,1841,13,Newton Cannon,C000123,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000123,CN0037
"Comstock, Oliver Cromwell",Representative,Republican,NY,1780,1860,13,Oliver Cromwell Comstock,C000664,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000664,CO0016
"Cooper, Thomas",Representative,Federalist,DE,1764,1829,13,Thomas Cooper,C000762,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000762,CT0008
"Coxe, William, Jr.",Representative,Federalist,NJ,1762,1831,13,William Coxe,C000843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000843,CW0104
"Creighton, William, Jr.",Representative,Republican,OH,1778,1851,13,William Creighton,C000902,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000902,CW0192
"Daggett, David",Senator,Federalist,CT,1764,1851,13,David Daggett,D000002,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000002,DD0000
"Dewey, Daniel",Representative,Federalist,MA,1766,1815,13,Daniel Dewey,D000293,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000293,DD0043
"Denoyelles, Peter",Representative,Republican,NY,1766,1829,13,Peter Denoyelles,D000252,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000252,DP0026
"Davis, Samuel",Representative,Federalist,MA,1774,1831,13,Samuel Davis,D000134,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000134,DS0018
"Dana, Samuel",Representative,Republican,MA,1767,1835,13,Samuel Dana,D000023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000023,DS0058
"Duval, William Pope",Representative,Republican,KY,1784,1854,13,William Pope Duval,D000577,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000577,DW0027
"Evans, David Reid",Representative,Republican,SC,1769,1843,13,David Reid Evans,E000238,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000238,ED0030
"Fromentin, Eligius",Senator,Democratic Republican,LA,NA,1822,13,Eligius Fromentin,F000389,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000389,FE0010
"Forsyth, John",Representative,Democratic Republican,GA,1780,1841,13,John Forsyth,F000284,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000284,FJ0021
"Forney, Peter",Representative,Republican,NC,1756,1834,13,Peter Forney,F000279,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000279,FP0016
"Farrow, Samuel",Representative,Republican,SC,1759,1824,13,Samuel Farrow,F000036,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000036,FS0123
"Gore, Christopher",Senator,Federalist,MA,1758,1827,13,Christopher Gore,G000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000322,GC0083
"Glasgow, Hugh",Representative,Republican,PA,1769,1818,13,Hugh Glasgow,G000231,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000231,GH0063
"Griffin, Isaac",Representative,Republican,PA,1756,1827,13,Isaac Griffin,G000461,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000461,GI0024
"Geddes, James",Representative,Federalist,NY,1763,1838,13,James Geddes,G000116,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000116,GJ0280
"Gloninger, John",Representative,Federalist,PA,1758,1836,13,John Gloninger,G000241,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000241,GJ0371
"Goldsborough, Robert Henry",Senator,Federalist,MD,1779,1836,13,Robert Henry Goldsborough,G000264,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000264,GR0028
"Gourdin, Theodore",Representative,Republican,SC,1764,1826,13,Theodore Gourdin,G000345,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000345,GT0086
"Gaston, William",Representative,Federalist,NC,1778,1844,13,William Gaston,G000096,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000096,GW0095
"Hanson, Alexander Contee",Representative,Federalist,MD,1786,1819,13,Alexander Contee Hanson,H000176,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000176,HA0038
"Howell, Nathaniel Woodhull",Representative,Federalist,NY,1770,1851,13,Nathaniel Woodhull Howell,H000867,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000867,HA0071
"Hawkins, Joseph H.",Representative,Republican,KY,NA,1823,13,Joseph H. Hawkins,H000372,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000372,HJ0109
"Hulbert, John Whitefield",Representative,Federalist,MA,1770,1831,13,John Whitefield Hulbert,H000935,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000935,HJ0303
"Hubbard, Levi",Representative,Republican,MA,1762,1836,13,Levi Hubbard,H000887,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000887,HL0012
"Humphreys, Parry Wayne",Representative,Republican,TN,1778,1839,13,Parry Wayne Humphreys,H000962,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000962,HP0075
"Hopkins, Samuel",Representative,Republican,KY,1753,1819,13,Samuel Hopkins,H000778,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000778,HS0042
"Henderson, Samuel",Representative,Federalist,PA,1764,1841,13,Samuel Henderson,H000487,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000487,HS0045
"Hopkins, Samuel Miles",Representative,Federalist,NY,1772,1837,13,Samuel Miles Hopkins,H000780,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000780,HS0156
"Harris, Thomas K.",Representative,Republican,TN,NA,1816,13,Thomas K. Harris,H000254,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000254,HT0213
"Ingersoll, Charles Jared",Representative,Republican,PA,1782,1862,13,Charles Jared Ingersoll,I000015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000015,IC0003
"Irwin, Jared",Representative,Republican,PA,1768,1818,13,Jared Irwin,I000042,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000042,IJ0023
"Ingham, Samuel Delucenna",Representative,Republican,PA,1779,1860,13,Samuel Delucenna Ingham,I000022,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000022,IS0001
"Irving, William",Representative,Republican,NY,1766,1821,13,William Irving,I000038,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000038,IW0014
"Johnson, James",Representative,Republican,VA,NA,1825,13,James Johnson,J000142,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000142,JJ0068
"King, Cyrus",Representative,Federalist,MA,1772,1817,13,Cyrus King,K000197,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000197,KC0006
"Kerr, Joseph",Senator,Democratic Republican,OH,1765,1837,13,Joseph Kerr,K000141,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000141,KJ0130
"Kilbourne, James",Representative,Republican,OH,1770,1850,13,James Kilbourne,K000169,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000169,KJ0144
"Kershaw, John",Representative,Republican,SC,1765,1829,13,John Kershaw,K000149,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000149,KJ0375
"Kerr, John",Representative,Republican,VA,1782,1842,13,John Kerr,K000136,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000136,KJ0414
"Kent, Moss",Representative,Federalist,NY,1766,1838,13,Moss Kent,K000126,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000126,KM0021
"Locke, Francis",Senator,Unknown,NC,1776,1823,13,Francis Locke,L000387,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000387,LF0010
"Lovett, John",Representative,Federalist,NY,1761,1818,13,John Lovett,L000466,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000466,LJ0221
"Lefferts, John",Representative,Republican,NY,1785,1829,13,John Lefferts,L000213,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000213,LJ0236
"Mcarthur, Duncan",Representative,Republican,OH,1772,1839,13,Duncan Mcarthur,M000299,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000299,MD0142
"Moffitt, Hosea",Representative,Federalist,NY,1757,1825,13,Hosea Moffitt,M000840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000840,MH0061
"Mason, Jeremiah",Senator,Federalist,NH,1768,1848,13,Jeremiah Mason,M000217,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000217,MJ0387
"Markell, Jacob",Representative,Federalist,NY,1770,1852,13,Jacob Markell,M000132,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000132,MJ0491
"Mclean, John",Representative,Republican,OH,1785,1861,13,John Mclean,M000549,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000549,MJ0677
"Miller, Morris Smith",Representative,Federalist,NY,1779,1824,13,Morris Smith Miller,M000747,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000747,MM0033
"Montgomery, Thomas",Representative,Republican,KY,1779,1828,13,Thomas Montgomery,M000872,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000872,MT0031
"Murfree, William Hardy",Representative,Republican,NC,1781,1827,13,William Hardy Murfree,M001084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001084,MW0233
"Bulloch, William Bellinger",Senator,Democratic Republican,GA,1777,1852,13,William Bellinger Bulloch,B001051,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001051,NA
"Hasbrouck, Abraham Joseph",Representative,Republican,NY,1773,1845,13,Abraham Joseph Hasbrouck,H000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000313,HA0085
"Walker, George",Senator,Democratic Republican,KY,1763,1819,13,George Walker,W000053,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000053,NA
"Oakley, Thomas Jackson",Representative,Federalist,NY,1783,1857,13,Thomas Jackson Oakley,O000003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000003,OT0003
"Parker, James",Representative,Republican,MA,1768,1837,13,James Parker,P000060,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000060,PJ0264
"Post, Jotham, Jr.",Representative,Federalist,NY,1771,1817,13,Jotham Post,P000455,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000455,PJ0293
"Rich, Charles",Representative,Republican,VT,1771,1824,13,Charles Rich,R000207,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000207,RC0098
"Reed, John",Representative,Federalist,MA,1781,1860,13,John Reed,R000121,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000121,RJ0226
"Ruggles, Nathaniel",Representative,Federalist,MA,1761,1819,13,Nathaniel Ruggles,R000503,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000503,RN0012
"Slaymaker, Amos",Representative,Federalist,PA,1755,1837,13,Amos Slaymaker,S000483,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000483,SA0189
"Smith, Isaac",Representative,Republican,PA,1761,1834,13,Isaac Smith,S000556,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000556,SI0045
"Skinner, Richard",Representative,Republican,VT,1778,1833,13,Richard Skinner,S000469,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000469,SR0287
"Sharp, Solomon P.",Representative,Republican,KY,1780,1825,13,Solomon P. Sharp,S000295,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000295,SS0045
"Smith, Samuel",Representative,Federalist,NH,1765,1842,13,Samuel Smith,S000608,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000608,SS0149
"Sherwood, Samuel",Representative,Federalist,NY,1779,1862,13,Samuel Sherwood,S000356,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000356,SS0183
"Smith, William Stephens",Representative,Federalist,NY,1755,1816,13,William Stephens Smith,S000638,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000638,SW0140
"Shipherd, Zebulon Rudd",Representative,Federalist,NY,1768,1841,13,Zebulon Rudd Shipherd,S000366,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000366,SZ0028
"Tannehill, Adamson",Representative,Republican,PA,1750,1820,13,Adamson Tannehill,T000036,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000036,TA0049
"Talbot, Isham",Senator,Democratic Republican,KY,1773,1837,13,Isham Talbot,T000017,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000017,TI0001
"Thompson, Joel",Representative,Federalist,NY,1760,1843,13,Joel Thompson,T000205,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000205,TJ0323
"Taylor, John W.",Representative,Republican,NY,1784,1854,13,John W. Taylor,T000091,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000091,TJ0328
"Telfair, Thomas",Representative,Republican,GA,1780,1818,13,Thomas Telfair,T000115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000115,TT0002
"Udree, Daniel",Representative,Republican,PA,1751,1828,13,Daniel Udree,U000003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000003,UD0000
"Vose, Roger",Representative,Federalist,NH,1763,1841,13,Roger Vose,V000120,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000120,VR0000
"Ward, Artemas, Jr.",Representative,Federalist,MA,1762,1847,13,Artemas Ward,W000128,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000128,WA0043
"Wood, Abiel",Representative,Republican,MA,1772,1834,13,Abiel Wood,W000687,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000687,WA0060
"Webster, Daniel",Representative,Federalist,NH,1782,1852,13,Daniel Webster,W000238,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000238,WD0028
"Winter, Elisha I.",Representative,Federalist,NY,1781,1849,13,Elisha I. Winter,W000644,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000644,WE0098
"White, Francis",Representative,Federalist,VA,NA,1826,13,Francis White,W000367,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000367,WF0088
"Williams, Isaac, Jr.",Representative,Republican,NY,1777,1860,13,Isaac Williams,W000505,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000505,WI0029
"Wilson, John",Representative,Federalist,MA,1777,1848,13,John Wilson,W000598,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000598,WJ0096
"Wilcox, Jeduthun",Representative,Federalist,NH,1768,1838,13,Jeduthun Wilcox,W000456,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000456,WJ0330
"Whitehill, James",Representative,Republican,PA,1762,1822,13,James Whitehill,W000402,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000402,WJ0705
"Ward, Thomas",Representative,Republican,NJ,1759,1842,13,Thomas Ward,W000141,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000141,WT0111
"Wilson, Thomas",Representative,Republican,PA,1772,1824,13,Thomas Wilson,W000616,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000616,WT0267
"Yancey, Bartlett",Representative,Republican,NC,1785,1828,13,Bartlett Yancey,Y000001,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000001,YB0003
"Adgate, Asa",Representative,Republican,NY,1767,1832,14,Asa Adgate,A000056,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000056,AA0067
"Adams, Benjamin",Representative,Federalist,MA,1764,1837,14,Benjamin Adams,A000030,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000030,AB0010
"Atherton, Charles Humphrey",Representative,Federalist,NH,1773,1853,14,Charles Humphrey Atherton,A000324,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000324,AC0017
"Ashmun, Eli Porter",Senator,Federalist,MA,1770,1819,14,Eli Porter Ashmun,A000317,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000317,AE0016
"Adams, John",Representative,Republican,NY,1778,1854,14,John Adams,A000038,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000038,AJ0209
"Brown, Benjamin",Representative,Federalist,MA,1756,1831,14,Benjamin Brown,B000904,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000904,BB0020
"Bennet, Benjamin",Representative,Republican,NJ,1764,1840,14,Benjamin Bennet,B000368,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000368,BB0035
"Bateman, Ephraim",Representative,Republican,NJ,1780,1829,14,Ephraim Bateman,B000228,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000228,BE0196
"Baker, Ezra",Representative,Republican,NJ,1765,NA,14,Ezra Baker,B000060,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000060,BE0211
"Boss, John Linscom, Jr.",Representative,Federalist,RI,1780,1819,14,John Linscom Boss,B000650,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000650,BJ0012
"Birdsall, James",Representative,Republican,NY,1783,1856,14,James Birdsall,B000482,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000482,BJ0757
"Bryan, Joseph Hunter",Representative,Republican,NC,1782,1839,14,Joseph Hunter Bryan,B000990,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000990,BJ0827
"Brooks, Micah",Representative,Republican,NY,1775,1857,14,Micah Brooks,B000883,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000883,BM0060
"Betts, Samuel Rossiter",Representative,Republican,NY,1787,1868,14,Samuel Rossiter Betts,B000427,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000427,BS0203
"Burnside, Thomas",Representative,Republican,PA,1782,1851,14,Thomas Burnside,B001132,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001132,BT0273
"Birdseye, Victory",Representative,Republican,NY,1782,1853,14,Victory Birdseye,B000484,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000484,BV0010
"Blount, William Grainger",Representative,Republican,TN,1784,1827,14,William Grainger Blount,B000571,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000571,BW0403
"Clarke, Archibald Smith",Representative,Republican,NY,1788,1821,14,Archibald Smith Clarke,C000456,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000456,CA0097
"Cady, Daniel",Representative,Federalist,NY,1773,1859,14,Daniel Cady,C000014,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000014,CD0112
"Chipman, Daniel",Representative,Federalist,VT,1765,1850,14,Daniel Chipman,C000366,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000366,CD0204
"Crocheron, Henry",Representative,Republican,NY,1772,1819,14,Henry Crocheron,C000914,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000914,CH0097
"Carr, James",Representative,Federalist,MA,1777,1818,14,James Carr,C000176,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000176,CJ0285
"Clark, James West",Representative,Republican,NC,1779,1843,14,James West Clark,C000438,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000438,CJ0556
"Conner, Samuel Shepard",Representative,Republican,MA,1783,1820,14,Samuel Shepard Conner,C000692,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000692,CS0086
"Clayton, Thomas",Representative,Federalist,DE,1777,1854,14,Thomas Clayton,C000499,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000499,CT0005
"Cook, Zadock",Representative,Republican,GA,1769,1863,14,Zadock Cook,C000728,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000728,CZ0000
"Dickens, Samuel",Representative,Republican,NC,NA,1840,14,Samuel Dickens,D000306,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000306,DS0131
"Darlington, William",Representative,Republican,PA,1782,1863,14,William Darlington,D000059,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000059,DW0174
"Edwards, Weldon Nathaniel",Representative,Republican,NC,1788,1873,14,Weldon Nathaniel Edwards,E000083,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000083,EW0075
"Forney, Daniel Munroe",Representative,Republican,NC,1784,1847,14,Daniel Munroe Forney,F000278,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000278,FD0022
"Fletcher, Thomas",Representative,Republican,KY,1779,NA,14,Thomas Fletcher,F000204,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000204,FT0013
"Hardin, Benjamin",Representative,Republican,KY,1784,1852,14,Benjamin Hardin,H000184,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000184,HB0033
"Henderson, Bennett H.",Representative,Republican,TN,1784,NA,14,Bennett H. Henderson,H000476,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000476,HB0169
"Hooks, Charles",Representative,Republican,NC,1768,1843,14,Charles Hooks,H000761,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000761,HC0086
"Herbert, John Carlyle",Representative,Federalist,MD,1775,1846,14,John Carlyle Herbert,H000525,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000525,HJ0191
"Hammond, Jabez Delano",Representative,Republican,NY,1778,1855,14,Jabez Delano Hammond,H000127,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000127,HJ0566
"Hopkinson, Joseph",Representative,Federalist,PA,1770,1842,14,Joseph Hopkinson,H000784,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000784,HJ0994
"Hahn, John",Representative,Republican,PA,1776,1823,14,John Hahn,H000018,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000018,HJ1003
"Hardin, Martin D.",Senator,Federalist,KY,1780,1823,14,Martin D. Hardin,H000186,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000186,HM0017
"Hendricks, William",Representative,NA,IN,1782,1850,14,William Hendricks,H000494,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000494,HW0072
"Harrison, William Henry",Representative,NA,OH,1773,1841,14,William Henry Harrison,H000279,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000279,HW0286
"Jewett, Luther",Representative,Federalist,VT,1772,1860,14,Luther Jewett,J000107,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000107,JL0015
"Lyon, Asa",Representative,Federalist,VT,1763,1841,14,Asa Lyon,L000539,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000539,LA0151
"Langdon, Chauncey",Representative,Federalist,VT,1763,1830,14,Chauncey Langdon,L000066,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000066,LC0074
"Lumpkin, Wilson",Representative,NA,GA,1783,1870,14,Wilson Lumpkin,L000512,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000512,LW0012
"Love, William Carter",Representative,Republican,NC,1784,1835,14,William Carter Love,L000460,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000460,LW0125
"Mclean, Alney",Representative,Republican,KY,1779,1841,14,Alney Mclean,M000544,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000544,MA0033
"Mason, Armistead Thomson",Senator,Democratic Republican,VA,1787,1819,14,Armistead Thomson Mason,M000213,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000213,MA0374
"Marsh, Charles",Representative,Federalist,VT,1765,1849,14,Charles Marsh,M000146,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000146,MC0079
"Mills, Elijah Hunt",Representative,Federalist,MA,1776,1829,14,Elijah Hunt Mills,M000774,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000774,ME0050
"Middleton, Henry",Representative,Republican,SC,1770,1846,14,Henry Middleton,M000699,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000699,MH0114
"Mason, James Brown",Representative,Federalist,RI,1775,1819,14,James Brown Mason,M000215,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000215,MJ1283
"Miller, Stephen Decatur",Representative,Nullifier,SC,1787,1838,14,Stephen Decatur Miller,M000755,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000755,MS0233
"Maclay, William",Representative,Republican,PA,1765,1825,14,William Maclay,M000030,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000030,MW0293
"Maclay, William Plunkett",Representative,Republican,PA,1774,1842,14,William Plunkett Maclay,M000033,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000033,MW0408
"Mayrant, William",Representative,Republican,SC,NA,NA,14,William Mayrant,M000288,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000288,MW0515
"Noble, James",Senator,Democratic Republican,IN,1785,1831,14,James Noble,N000118,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000118,NJ0009
"Noyes, John",Representative,Federalist,VT,1764,1841,14,John Noyes,N000164,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000164,NJ0168
"Nelson, Thomas Maduit",Representative,Republican,VA,1782,1853,14,Thomas Maduit Nelson,N000043,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000043,NT0043
"Parris, Albion Keith",Representative,Republican,MA,1788,1857,14,Albion Keith Parris,P000079,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000079,PA0033
"Peter, George",Representative,Federalist,MD,1779,1861,14,George Peter,P000250,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000250,PG0031
"Powell, Samuel",Representative,Republican,TN,1776,1841,14,Samuel Powell,P000484,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000484,PS0136
"Ruggles, Benjamin",Senator,Democratic Republican,OH,1783,1857,14,Benjamin Ruggles,R000500,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000500,RB0058
"Reynolds, James B.",Representative,Republican,TN,1779,1851,14,James B. Reynolds,R000173,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000173,RJ0680
"Rice, Thomas",Representative,Federalist,MA,1768,1854,14,Thomas Rice,R000204,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000204,RT0039
"Roane, William Henry",Representative,Republican,VA,1787,1845,14,William Henry Roane,R000293,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000293,RW0261
"Stearns, Asahel",Representative,Federalist,MA,1774,1839,14,Asahel Stearns,S000821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000821,SA0066
"Schenck, Abraham Henry",Representative,Republican,NY,1775,1831,14,Abraham Henry Schenck,S000115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000115,SA0137
"Smith, Ballard",Representative,Republican,VA,NA,NA,14,Ballard Smith,S000516,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000516,SB0133
"Savage, John",Representative,Republican,NY,1779,1863,14,John Savage,S000082,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000082,SJ0737
"Sergeant, John",Representative,Federalist,PA,1779,1852,14,John Sergeant,S000246,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000246,SJ1073
"Stokes, Montfort",Senator,Democratic Republican,NC,1762,1842,14,Montfort Stokes,S000949,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000949,SM0089
"Sanford, Nathan",Senator,Democratic Republican,NY,1777,1838,14,Nathan Sanford,S000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000052,SN0094
"Strong, Solomon",Representative,Federalist,MA,1780,1850,14,Solomon Strong,S001017,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001017,SS0070
"Smith, Thomas",Representative,Federalist,PA,NA,1846,14,Thomas Smith,S000617,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000617,ST0242
"Smith, William",Senator,Democratic Republican,SC,1762,1840,14,William Smith,S000628,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000628,SW0028
"Throop, Enos Thompson",Representative,Republican,NY,1784,1874,14,Enos Thompson Throop,T000247,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000247,TE0059
"Townsend, George",Representative,Republican,NY,1769,1844,14,George Townsend,T000333,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000333,TG0049
