town,state,lat,lon,id,administrative_area_level_3,administrative_area_level_2
South Hold,New York,41.0648222,-72.4261962,NA,Southold,Suffolk County
South Salem,New York,41.2728649,-73.5523849,NA,Lewisboro,Westchester County
South-East,New York,41.38299120166604,-73.60015869140625,NA,NA,NA
Southeast,New York,41.3917065,-73.6300729,NA,Southeast,Putnam County
Southeastown,New York,41.38299120166604,-73.6138916015625,NA,Pound Ridge,Westchester County
Southfield,New York,41.2446759,-74.1758519,NA,Tuxedo,Orange County
Southhold,New York,41.0648222,-72.4261962,NA,Southold,Suffolk County
Southold,New York,41.0648222,-72.4261962,NA,Southold,Suffolk County
Spafford,New York,42.804512,-76.2649296,NA,Spafford,Onondaga County
Sparta,New York,42.6054111,-77.6765184,NA,Sparta,Livingston County
Springfield,New York,42.836184,-74.8534838,NA,Springfield,Otsego County
Springport,New York,42.8477265,-76.675922,NA,Springport,Cayuga County
Stamford,New York,42.4073024,-74.614318,NA,NA,Delaware County
Standford,New York,41.9037411,-73.6771662,NA,Stanford,Dutchess County
Stanford,New York,41.9037411,-73.6771662,NA,Stanford,Dutchess County
Stephen,New York,42.551056983385934,-73.395538330078125,NA,NA,Queens County
Stephen Town,New York,42.5486929,-73.3739973,NA,Stephentown,Rensselaer County
Stephen-Town,New York,42.5486929,-73.3739973,NA,Stephentown,Rensselaer County
Stephenstown,New York,42.5486929,-73.3739973,NA,Stephentown,Rensselaer County
Stephentown,New York,42.5486929,-73.3739973,NA,Stephentown,Rensselaer County
Sterling,New York,43.3259005,-76.6449491,NA,Sterling,Cayuga County
Steuben,New York,43.3200694,-75.2829465,NA,Steuben,Oneida County
Stevenstown,New York,42.5486929,-73.3739973,NA,Stephentown,Rensselaer County
Steventown,New York,42.5486929,-73.3739973,NA,Stephentown,Rensselaer County
Still Water,New York,42.9384101,-73.6531731,NA,Stillwater,Saratoga County
Stillwater,New York,42.9384101,-73.6531731,NA,Stillwater,Saratoga County
Stockholm,New York,44.7563928,-74.8397652,NA,Stockholm,St. Lawrence County
Stratford,New York,43.1797921,-74.6968146,NA,Salisbury,Herkimer County
Suffrage,New York,42.57937729240967,-74.958343505859375,NA,NA,NA
Sullivan,New York,43.0545116,-75.8468569,NA,Sullivan,Madison County
Sweden,New York,43.1726909,-77.9510209,NA,Sweden,Monroe County
Tennessee,New York,42.03552434403621,-78.21441650390625,NA,NA,Cocke County
Thompson,New York,41.6543833,-74.663464,NA,Thompson,Sullivan County
Thurman,New York,43.5334001,-73.915959,NA,Thurman,Warren County
Ticonderoga,New York,43.8486707,-73.4234531,NA,Ticonderoga,Essex County
Tielly,New York,42.79741601927622,-76.11328125,NA,NA,Queens County
Tioga,New York,42.056903,-76.34791,NA,Tioga,Tioga County
Tolland,New York,42.0813879,-73.0118668,NA,NA,Hampden County
Tompkins,New York,42.4575747,-76.5488232,NA,NA,Tompkins County
Trenton,New York,43.228708,-75.2245693,NA,Trenton,Oneida County
Troupsburg,New York,42.0436813,-77.5460982,NA,Troupsburg,Steuben County
Troupsburgh,New York,42.0436813,-77.5460982,NA,Troupsburg,Steuben County
Truxton,New York,42.7120125,-76.0285349,NA,Truxton,Cortland County
Tully,New York,42.7981229,-76.1093695,NA,Tully,Onondaga County
Turin,New York,43.6272915,-75.4112896,NA,Turin,Lewis County
Turloch,New York,42.74701217318067,-74.5751953125,NA,NA,Durham Regional Municipality
Turnin,New York,43.6272915,-75.4112896,NA,Turin,Lewis County
Ulsysses,New York,42.5236928,-76.6181655,NA,Ulysses,Tompkins County
Ulysses,New York,42.5236928,-76.6181655,NA,Ulysses,Tompkins County
Unadilla,New York,42.3253586,-75.3123969,NA,Unadilla,Otsego County
Unandilla,New York,42.3253586,-75.3123969,NA,Unadilla,Otsego County
Unknown,New York,40.5089712,-74.2126853,NA,NA,Richmond County
UNKNOWN,New York,40.5089712,-74.2126853,NA,NA,Richmond County
Unknown Town,New York,40.5089712,-74.2126853,NA,NA,Richmond County
Unknown Town 1,New York,40.7127837,-74.0059413,NA,NA,NA
Unknown Town 2,New York,40.7127837,-74.0059413,NA,NA,NA
Unknown Town 3,New York,40.7127837,-74.0059413,NA,NA,NA
Unknown Town 4,New York,40.7127837,-74.0059413,NA,NA,NA
Unkown,New York,41.4102096,-73.6730611,NA,Carmel,Putnam County
Venice,New York,42.7106747,-76.5719414,NA,Venice,Cayuga County
Vernon,New York,43.0795135,-75.5393442,NA,Vernon,Oneida County
Verona,New York,43.1381455,-75.5706945,NA,Verona,Oneida County
Virgel,New York,42.5106272,-76.1943742,NA,Virgil,Cortland County
Virgil,New York,42.5106272,-76.1943742,NA,Virgil,Cortland County
Walkill,New York,41.6056492,-74.1840358,NA,Shawangunk,Ulster County
Wall Kill,New York,41.6056492,-74.1840358,NA,Shawangunk,Ulster County
Wallkill,New York,41.6056492,-74.1840358,NA,Shawangunk,Ulster County
Warren,New York,42.8472949,-74.9209865,NA,Warren,Herkimer County
Warrren,New York,42.8472949,-74.9209865,NA,Warren,Herkimer County
Warwarsink,New York,41.7588883,-74.3573343,NA,Wawarsing,Ulster County
Warwasing,New York,41.7588883,-74.3573343,NA,Wawarsing,Ulster County
Washingnton,New York,41.79358445913614,-73.66985321044922,NA,NA,Washington County
Washington,New York,41.789744876718984,-73.66058349609375,NA,NA,Washington County
Water Vliet,New York,42.7300783,-73.7012299,NA,NA,Albany County
Water-Vliet,New York,42.7300783,-73.7012299,NA,NA,Albany County
Waterford,New York,42.7925777,-73.6812293,NA,Waterford,Saratoga County
Watervliet,New York,42.7300783,-73.7012299,NA,NA,Albany County
Watvervliet,New York,42.7300783,-73.7012299,NA,NA,Albany County
Wawarsink,New York,41.7588883,-74.3573343,NA,Wawarsing,Ulster County
Wayne,New York,42.47918714391391,-77.12127685546875,NA,Union,Wayne County
Wells,New York,43.3959017,-74.2895826,NA,Wells,Hamilton County
Wesport,New York,44.1839413,-73.4356831,NA,Westport,Essex County
West Chester,New York,40.82809886666084,-73.84254455566405,NA,NA,NA
West-Chester,New York,40.83043687764923,-73.8446044921875,NA,NA,NA
Westchester,New York,40.83043687764923,-73.839111328125,NA,NA,Westchester County
Westerlo,New York,42.5150785,-74.0454099,NA,Westerlo,Albany County
Westerloo,New York,42.5150785,-74.0454099,NA,Westerlo,Albany County
Western,New York,43.3447295,-75.3878525,NA,Western,Oneida County
Westmoreland,New York,43.1162663,-75.4037358,NA,NA,Oneida County
Westport,New York,44.1839413,-73.4356831,NA,Westport,Essex County
Wheatland,New York,43.0134418,-77.8183052,NA,Wheatland,Monroe County
Wheeler,New York,42.4303485,-77.3324807,NA,Wheeler,Steuben County
Whites Town,New York,43.1381536,-75.329557,NA,Whitestown,Oneida County
Whitestown,New York,43.1381536,-75.329557,NA,Whitestown,Oneida County
Whitetown,New York,43.127405,-75.3240454,NA,Whitestown,Oneida County
Wilksborough,New York,44.35527821160296,-73.40789794921875,NA,NA,Lackawanna County
Wilksburgh,New York,44.35920579433503,-73.4161376953125,NA,NA,NA
Williamson,New York,43.2239229,-77.1861277,NA,Williamson,Wayne County
Williamstown,New York,43.4239588,-75.8899148,NA,Williamstown,Oswego County
Willink,New York,42.773164288664624,-78.62194061279295,NA,NA,Erie County
Willisborough,New York,44.3584693926257,-73.41339111328125,NA,NA,NA
Willsboro,New York,44.3579929,-73.3911945,NA,Willsboro,Essex County
Willsborough,New York,44.3579929,-73.3911945,NA,Willsboro,Essex County
Willsburough,New York,44.3579929,-73.3911945,NA,Willsboro,Essex County
Wilmington,New York,44.3886137,-73.8154356,NA,Wilmington,Essex County
Wilsborough,New York,44.36853274822797,-73.420257568359375,NA,NA,NA
Windham,New York,42.3073065,-74.2520875,NA,Windham,Greene County
Windsor,New York,42.0759128,-75.640462,NA,Windsor,Broome County
Winsborough,New York,44.357242035876375,-73.41339111328125,NA,Manlius,Onondaga County
Wolcott,New York,43.2206218,-76.8149578,NA,Wolcott,Wayne County
Woodstock,New York,42.0409247,-74.1181971,NA,Woodstock,Ulster County
Wookstock,New York,42.0409247,-74.1181971,NA,Woodstock,Ulster County
Wooster,New York,42.589488572714245,-74.7564697265625,NA,NA,New York County
Worcester,New York,42.591717,-74.7504996,NA,Worcester,Otsego County
York,New York,41.2628399501437,-73.80366325378418,NA,York,Livingston County
York Town,New York,41.263356094059326,-73.80340576171875,NA,York,Livingston County
Yorktown,New York,41.2625965,-73.8183804,NA,Yorktown,Westchester County
