id,town,county,state,ccd_id,lat,lon,me_town_id
ri.uscongress.1800,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.uscongress.1800,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.uscongress.1800,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.uscongress.1800,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.uscongress.1800,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.uscongress.1800,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.uscongress.1800,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.uscongress.1800,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.uscongress.1800,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.uscongress.1800,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.uscongress.1800,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.uscongress.1800,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.uscongress.1800,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.uscongress.1800,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.uscongress.1800,Glocester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.uscongress.1800,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.uscongress.1800,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.uscongress.1800,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.uscongress.1800,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.uscongress.1800,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.uscongress.1800,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.uscongress.1800,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.uscongress.1800,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.uscongress.1800,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.uscongress.1800,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.uscongress.1800,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.uscongress.1800,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.presidential.1800,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.presidential.1800,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.presidential.1800,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.presidential.1800,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.presidential.1800,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.presidential.1800,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.presidential.1800,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.presidential.1800,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.presidential.1800,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.presidential.1800,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.presidential.1800,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.presidential.1800,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.presidential.1800,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.presidential.1800,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.presidential.1800,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.presidential.1800,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.presidential.1800,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.presidential.1800,Gloucester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.presidential.1800,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.presidential.1800,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.presidential.1800,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.presidential.1800,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.presidential.1800,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.presidential.1800,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.presidential.1800,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.presidential.1800,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.presidential.1800,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.presidential.1800,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.presidential.1800,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.presidential.1800,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.ltgovernor.1800,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.ltgovernor.1800,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.ltgovernor.1800,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.ltgovernor.1800,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.ltgovernor.1800,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.ltgovernor.1800,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.ltgovernor.1800,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.ltgovernor.1800,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.ltgovernor.1800,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.ltgovernor.1800,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.ltgovernor.1800,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.ltgovernor.1800,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.ltgovernor.1800,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.ltgovernor.1800,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.ltgovernor.1800,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.ltgovernor.1800,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.ltgovernor.1800,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.ltgovernor.1800,Glocester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.ltgovernor.1800,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.ltgovernor.1800,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.ltgovernor.1800,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.ltgovernor.1800,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.ltgovernor.1800,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.ltgovernor.1800,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.ltgovernor.1800,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.ltgovernor.1800,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.ltgovernor.1800,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.ltgovernor.1800,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.ltgovernor.1800,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.ltgovernor.1800,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.statesenator3.1800,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.statesenator3.1800,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.statesenator3.1800,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.statesenator3.1800,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.statesenator3.1800,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.statesenator3.1800,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.statesenator3.1800,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.statesenator3.1800,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.statesenator3.1800,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.statesenator3.1800,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.statesenator3.1800,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.statesenator3.1800,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.statesenator3.1800,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.statesenator3.1800,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.statesenator3.1800,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.statesenator3.1800,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.statesenator3.1800,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.statesenator3.1800,Glocester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.statesenator3.1800,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.statesenator3.1800,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.statesenator3.1800,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.statesenator3.1800,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.statesenator3.1800,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.statesenator3.1800,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.statesenator3.1800,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.statesenator3.1800,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.statesenator3.1800,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.statesenator3.1800,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.statesenator3.1800,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.statesenator3.1800,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.governor.1823,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.governor.1823,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.governor.1823,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.governor.1823,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.governor.1823,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.governor.1823,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.governor.1823,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.governor.1823,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.governor.1823,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.governor.1823,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.governor.1823,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.governor.1823,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.governor.1823,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.governor.1823,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.governor.1823,Burrillville,Providence,Rhode Island,5990,41.970467,-71.685448,ME-RI0003
ri.governor.1823,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.governor.1823,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.governor.1823,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.governor.1823,Glocester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.governor.1823,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.governor.1823,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.governor.1823,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.governor.1823,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.governor.1823,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.governor.1823,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.governor.1823,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.governor.1823,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.governor.1823,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.governor.1823,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.governor.1823,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.governor.1823,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.overseersofthepoor.newporttown2.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.towncouncil.newporttown4.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.overseersofthepoor.newporttown3.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.towncouncil.newporttown3.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.assembly.newporttown.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.towncouncil.newporttown2.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.towncouncil.newporttown1.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.overseersofthepoor.newporttown1.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.constable.newporttown.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.towncouncil.newporttown5.1817,Newport,NA,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.governor.1817,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.governor.1817,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.governor.1817,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.governor.1817,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.governor.1817,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.governor.1817,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.governor.1817,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.governor.1817,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.governor.1817,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.governor.1817,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.governor.1817,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.governor.1817,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
