id,town,county,state,ccd_id,lat,lon,me_town_id
ri.uscongress.secondcongressmen.1796,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.uscongress.secondcongressmen.1796,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.uscongress.secondcongressmen.1796,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.uscongress.secondcongressmen.1796,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.uscongress.secondcongressmen.1796,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.uscongress.secondcongressmen.1796,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.uscongress.secondcongressmen.1796,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.uscongress.secondcongressmen.1796,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.uscongress.secondcongressmen.1796,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.uscongress.secondcongressmen.1796,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.uscongress.secondcongressmen.1796,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.uscongress.secondcongressmen.1796,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.uscongress.secondcongressmen.1796,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.uscongress.secondcongressmen.1796,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.uscongress.secondcongressmen.1796,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.uscongress.secondcongressmen.1796,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.uscongress.secondcongressmen.1796,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.uscongress.secondcongressmen.1796,Glocester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.uscongress.secondcongressmen.1796,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.uscongress.secondcongressmen.1796,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.uscongress.secondcongressmen.1796,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.uscongress.secondcongressmen.1796,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.uscongress.secondcongressmen.1796,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.uscongress.secondcongressmen.1796,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.uscongress.secondcongressmen.1796,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.uscongress.secondcongressmen.1796,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.uscongress.secondcongressmen.1796,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.uscongress.secondcongressmen.1796,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.uscongress.secondcongressmen.1796,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.uscongress.secondcongressmen.1796,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.uscongress.firstcongressmen.1796,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.uscongress.firstcongressmen.1796,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.uscongress.firstcongressmen.1796,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.uscongress.firstcongressmen.1796,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.uscongress.firstcongressmen.1796,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.uscongress.firstcongressmen.1796,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.uscongress.firstcongressmen.1796,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.uscongress.firstcongressmen.1796,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.uscongress.firstcongressmen.1796,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.uscongress.firstcongressmen.1796,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.uscongress.firstcongressmen.1796,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.uscongress.firstcongressmen.1796,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.uscongress.firstcongressmen.1796,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.uscongress.firstcongressmen.1796,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.uscongress.firstcongressmen.1796,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.uscongress.firstcongressmen.1796,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.uscongress.firstcongressmen.1796,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.uscongress.firstcongressmen.1796,Glocester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.uscongress.firstcongressmen.1796,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.uscongress.firstcongressmen.1796,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.uscongress.firstcongressmen.1796,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.uscongress.firstcongressmen.1796,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.uscongress.firstcongressmen.1796,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.uscongress.firstcongressmen.1796,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.uscongress.firstcongressmen.1796,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.uscongress.firstcongressmen.1796,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.uscongress.firstcongressmen.1796,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.uscongress.firstcongressmen.1796,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.uscongress.firstcongressmen.1796,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.uscongress.firstcongressmen.1796,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.uscongress.specialelection.1796,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
ri.uscongress.specialelection.1796,Bristol,Bristol,Rhode Island,5989,41.6842,-71.268669,ME-RI0002
ri.uscongress.specialelection.1796,Warren,Bristol,Rhode Island,6003,41.731108,-71.282694,ME-RI0028
ri.uscongress.specialelection.1796,Coventry,Kent,Rhode Island,8468,41.70166,-71.59208,ME-RI0005
ri.uscongress.specialelection.1796,East Greenwich,Kent,Rhode Island,5994,41.646685,-71.477652,ME-RI0008
ri.uscongress.specialelection.1796,Warwick,Kent,Rhode Island,6004,41.7007569,-71.4203343,ME-RI0029
ri.uscongress.specialelection.1796,West Greenwich,Kent,Rhode Island,NA,41.6285498,-71.6638132,ME-RI0030
ri.uscongress.specialelection.1796,Jamestown,Newport,Rhode Island,NA,41.4963134,-71.3711656,ME-RI0013
ri.uscongress.specialelection.1796,Little Compton,Newport,Rhode Island,NA,41.5101032,-71.1711563,ME-RI0015
ri.uscongress.specialelection.1796,Middletown,Newport,Rhode Island,8469,41.51607,-71.29991,ME-RI0016
ri.uscongress.specialelection.1796,Newport,Newport,Rhode Island,5999,41.4763348,-71.3216354,ME-RI0018
ri.uscongress.specialelection.1796,New Shoreham,Newport,Rhode Island,NA,41.172137,-71.5576045,ME-RI0017
ri.uscongress.specialelection.1796,Portsmouth,Newport,Rhode Island,NA,41.6023245,-71.2503257,ME-RI0021
ri.uscongress.specialelection.1796,Tiverton,Newport,Rhode Island,NA,41.6259211,-71.2134231,ME-RI0027
ri.uscongress.specialelection.1796,Cranston,Providence,Rhode Island,5992,41.7697341,-71.4850489,ME-RI0006
ri.uscongress.specialelection.1796,Cumberland,Providence,Rhode Island,5993,41.970798,-71.459718,ME-RI0007
ri.uscongress.specialelection.1796,Foster,Providence,Rhode Island,NA,41.78872095,-71.71669006,ME-RI0010
ri.uscongress.specialelection.1796,Glocester,Providence,Rhode Island,NA,41.9043113,-71.691066,ME-RI0011
ri.uscongress.specialelection.1796,Johnston,Providence,Rhode Island,5997,41.826667,-71.494722,ME-RI0014
ri.uscongress.specialelection.1796,North Providence,Providence,Rhode Island,6000,41.859982,-71.456312,ME-RI0020
ri.uscongress.specialelection.1796,Providence,Providence,Rhode Island,6002,41.823055600000004,-71.4187795,ME-RI0022
ri.uscongress.specialelection.1796,Scituate,Providence,Rhode Island,NA,41.7964495,-71.6198686,ME-RI0024
ri.uscongress.specialelection.1796,Smithfield,Providence,Rhode Island,8471,41.89279,-71.51767,ME-RI0025
ri.uscongress.specialelection.1796,Charlestown,Washington,Rhode Island,NA,41.3832162,-71.6418744,ME-RI0004
ri.uscongress.specialelection.1796,Exeter,Washington,Rhode Island,NA,41.5750676,-71.5351476,ME-RI0009
ri.uscongress.specialelection.1796,Hopkinton,Washington,Rhode Island,NA,41.4612719,-71.7775501,ME-RI0012
ri.uscongress.specialelection.1796,North Kingstown,Washington,Rhode Island,8470,41.58686,-71.45837,ME-RI0019
ri.uscongress.specialelection.1796,Richmond,Washington,Rhode Island,NA,41.4944764,-71.6708363,ME-RI0023
ri.uscongress.specialelection.1796,South Kingstown,Washington,Rhode Island,8472,41.44221,-71.5023,ME-RI0026
ri.uscongress.specialelection.1796,Westerly,Washington,Rhode Island,6006,41.374807,-71.81873,ME-RI0031
ri.uscongress.1800,Barrington,Bristol,Rhode Island,5988,41.745201,-71.318193,ME-RI0001
