town,state,city_state,lat,lon,administrative_area_level_3,administrative_area_level_2,administrative_area_level_1,checked
Joy,Maine,"Joy, Maine",44.65876331712623,-69.2772102355957,NA,Waldo County,Maine,TRUE
Kingfield,Maine,"Kingfield, Maine",44.9592231,-70.1539542,NA,Franklin County,Maine,TRUE
Kingsfield,Maine,"Kingsfield, Maine",44.9592231,-70.1539542,NA,Franklin County,Maine,TRUE
Kingsville,Maine,"Kingsville, Maine",44.665722809592104,-69.26948547363281,NA,NA,Maine,TRUE
Kingville,Maine,"Kingville, Maine",44.66364725891439,-69.2778968811035,NA,Franklin County,Maine,TRUE
Kittery,Maine,"Kittery, Maine",43.0881256,-70.73613700000001,Kittery,York County,Maine,TRUE
Knox,Maine,"Knox, Maine",44.517294,-69.21337489999999,NA,Waldo County,Maine,TRUE
Lebanon,Maine,"Lebanon, Maine",43.40066969999999,-70.91937899999999,NA,York County,Maine,TRUE
Leeds,Maine,"Leeds, Maine",44.3034024,-70.1194984,NA,Androscoggin County,Maine,TRUE
Levant,Maine,"Levant, Maine",44.8692358,-68.9347611,NA,Penobscot County,Maine,TRUE
Limerick,Maine,"Limerick, Maine",43.6884112,-70.79367189999999,NA,York County,Maine,TRUE
Limington,Maine,"Limington, Maine",43.7317442,-70.71089239999999,NA,York County,Maine,TRUE
Lincolnsville,Maine,"Lincolnsville, Maine",44.2811973,-69.0087018,NA,Waldo County,Maine,TRUE
Lincolnvil,Maine,"Lincolnvil, Maine",44.2811973,-69.0087018,NA,Waldo County,Maine,TRUE
Lincolnville,Maine,"Lincolnville, Maine",44.2811973,-69.0087018,NA,Waldo County,Maine,TRUE
Lisbon,Maine,"Lisbon, Maine",44.0316013,-70.1043704,NA,Androscoggin County,Maine,TRUE
Litchfield,Maine,"Litchfield, Maine",44.1740739,-69.93356,NA,Kennebec County,Maine,TRUE
Little Ossipee,Maine,"Little Ossipee, Maine",43.6659309,-70.6859382,NA,York County,Maine,NA
Little River,Maine,"Little River, Maine",43.421716,-70.4114915,NA,York County,Maine,NA
Littlefalls,Maine,"Littlefalls, Maine",43.732034,-70.42781819999999,Gorham,Cumberland County,Maine,TRUE
Livermore,Maine,"Livermore, Maine",44.4078297,-70.2081176,NA,Androscoggin County,Maine,TRUE
Lovel,Maine,"Lovel, Maine",44.174324837518924,-70.88481903076172,NA,Oxford County,Maine,TRUE
Lovell,Maine,"Lovell, Maine",44.17136989600329,-70.876922607421875,NA,Oxford County,Maine,TRUE
Lowell,Maine,"Lowell, Maine",45.1874242,-68.4667778,NA,Penobscot County,Maine,TRUE
Lubeck,Maine,"Lubeck, Maine",44.85858630000001,-66.9835907,NA,Washington County,Maine,TRUE
Lyman,Maine,"Lyman, Maine",43.5050963,-70.6379682,NA,York County,Maine,TRUE
Machias,Maine,"Machias, Maine",44.71507889999999,-67.461376,NA,Washington County,Maine,TRUE
Malta,Maine,"Malta, Maine",44.31058342934815,-69.569549560546875,NA,Kennebec County,Maine,TRUE
Medencook,Maine,"Medencook, Maine",43.981169,-69.3199375,NA,Knox County,Maine,TRUE
Mercer,Maine,"Mercer, Maine",44.6781171,-69.93644619999999,NA,Somerset County,Maine,TRUE
Mexico,Maine,"Mexico, Maine",44.5571093,-70.5433579,NA,Oxford County,Maine,TRUE
Minot,Maine,"Minot, Maine",44.1563223,-70.3471228,NA,Androscoggin County,Maine,TRUE
Monmouth,Maine,"Monmouth, Maine",44.238682,-70.03560689999999,NA,Kennebec County,Maine,TRUE
Monroe,Maine,"Monroe, Maine",44.6150724,-69.01809399999999,NA,Waldo County,Maine,TRUE
Montville,Maine,"Montville, Maine",44.4372947,-69.28032019999999,NA,Waldo County,Maine,TRUE
Moscow,Maine,"Moscow, Maine",45.0713866,-69.8910751,NA,Somerset County,Maine,TRUE
Mount Desert,Maine,"Mount Desert, Maine",44.3357884,-68.31936139999999,NA,Hancock County,Maine,TRUE
Mount Vernon,Maine,"Mount Vernon, Maine",44.5011761,-69.987555,NA,Kennebec County,Maine,TRUE
New Castle,Maine,"New Castle, Maine",43.0724613,-70.7160762,NA,Rockingham County,New Hampshire,TRUE
New Charleston,Maine,"New Charleston, Maine",45.08506149999999,-69.0405949,NA,Penobscot County,Maine,TRUE
New Charlestown,Maine,"New Charlestown, Maine",45.061881623213004,-69.04083251953125,NA,NA,Maine,TRUE
New Gloucester,Maine,"New Gloucester, Maine",43.962853,-70.2825536,NA,Cumberland County,Maine,TRUE
New Milford,Maine,"New Milford, Maine",44.104351509943406,-69.60285186767578,NA,NA,Connecticut,TRUE
New Portland,Maine,"New Portland, Maine",44.921056574907226,-70.0048828125,NA,Somerset County,Maine,TRUE
New Sharon,Maine,"New Sharon, Maine",44.6393784,-70.0154885,NA,Franklin County,Maine,TRUE
