id,town,county,state,ccd_id,lat,lon,me_town_id
nh.treasurer4.1796,Hollis,Hillsborough,New Hampshire,NA,42.7425166,-71.5895344,ME-NH0025
nh.statesenator6.1796,Dover,Strafford,New Hampshire,4215,43.1864894,-70.8836114,ME-NH0013
nh.statesenator6.1796,Rochester,Strafford,New Hampshire,4228,43.2984927,-70.9770055,ME-NH0037
nh.recorder1.1796,Atkinson,Rockingham,New Hampshire,NA,42.8384221,-71.1470037,ME-NH0003
nh.statesenator7.1796,Hanover,Grafton,New Hampshire,8399,43.70046,-72.2895,ME-NH0024
nh.statesenator1.1796,Portsmouth,Rockingham,New Hampshire,4227,43.0605947,-70.7803481,ME-NH0036
nh.statesenator1.1796,Rye,Rockingham,New Hampshire,NA,43.0019301,-70.7695547,ME-NH0038
nh.statesenator1.1796,Stratham,Rockingham,New Hampshire,NA,43.0228677,-70.9163873,ME-NH0042
nh.treasurer2.1796,Barnstead,Strafford,New Hampshire,NA,43.3389194,-71.2782381,ME-NH0004
nh.treasurer2.1796,Rochester,Strafford,New Hampshire,4228,43.2984927,-70.9770055,ME-NH0037
nh.recorder2.1796,Barnstead,Strafford,New Hampshire,NA,43.3389194,-71.2782381,ME-NH0004
nh.recorder2.1796,Rochester,Strafford,New Hampshire,4228,43.2984927,-70.9770055,ME-NH0037
nh.statesenator3.1796,Atkinson,Rockingham,New Hampshire,NA,42.8384221,-71.1470037,ME-NH0003
nh.statesenator3.1796,Chester,Rockingham,New Hampshire,NA,42.9567525,-71.2572846,ME-NH0009
nh.treasurer1.1796,Atkinson,Rockingham,New Hampshire,NA,42.8384221,-71.1470037,ME-NH0003
nh.treasurer1.1796,Chester,Rockingham,New Hampshire,NA,42.9567525,-71.2572846,ME-NH0009
nh.treasurer1.1796,Hampton,Rockingham,New Hampshire,8398,42.93548,-70.8396,ME-NH0022
nh.treasurer1.1796,Portsmouth,Rockingham,New Hampshire,4227,43.0605947,-70.7803481,ME-NH0036
nh.treasurer1.1796,Rye,Rockingham,New Hampshire,NA,43.0019301,-70.7695547,ME-NH0038
