standardized_town,town,county,state,id,lat,lon,checked,me_town_id
Sutton,Billymead,Caledonia,Vermont,NA,44.6331085,-72.0256525,TRUE,ME-VT0192
Sutton,Sutton,Caledonia,Vermont,NA,44.6331085,-72.0256525,TRUE,ME-VT0192
Swanton,Swanton,Franklin,Vermont,7058,44.91810226,-73.12429047,NA,ME-VT0193
Thetford,Thetford,Orange,Vermont,NA,43.8250578,-72.2434689,TRUE,ME-VT0194
Tinmouth,Tinmouth,Rutland,Vermont,NA,43.448682,-73.0495501,TRUE,ME-VT0195
Tinmouth,Tenmouth,Rutland,Vermont,NA,43.448682,-73.0495501,TRUE,ME-VT0195
Topsham,Topsham,Orange,Vermont,NA,44.1281193,-72.2550956,TRUE,ME-VT0196
Topsham,Topshaw,Orange,Vermont,NA,44.1281193,-72.2550956,TRUE,ME-VT0196
Townshend,Townsend,Windham,Vermont,NA,43.0472267,-72.6678428,TRUE,ME-VT0197
Townshend,Townshend,Windham,Vermont,NA,43.0472267,-72.6678428,TRUE,ME-VT0197
Townshend,Acton,Windham,Vermont,NA,43.0472267,-72.6678428,TRUE,ME-VT0197
Troy,Troy,Orleans,Vermont,NA,44.9042338,-72.4058438,TRUE,ME-VT0198
Tunbridge,Turnbridge,Orange,Vermont,NA,43.9198761,-72.4782827,TRUE,ME-VT0199
Tunbridge,Tunbridge,Orange,Vermont,NA,43.9198761,-72.4782827,TRUE,ME-VT0199
Underhill,Underhill,Chittenden,Vermont,NA,44.5258842,-72.9451267,TRUE,ME-VT0200
Vergennes,Vergennes,Addison,Vermont,7059,44.1676604,-73.2553163,NA,ME-VT0201
Vernon,Hinsdale,Windham,Vermont,NA,42.7620271,-72.5134223,TRUE,ME-VT0202
Vernon,Vernon,Windham,Vermont,NA,42.7620271,-72.5134223,TRUE,ME-VT0202
Vershire,Vershire,Orange,Vermont,NA,43.9729649,-72.3395077,TRUE,ME-VT0203
Vineyard,Isle Motte,Franklin,Vermont,NA,44.87801174,-73.33854675,TRUE,ME-VT0204
Vineyard,Isle of Motte,Chittenden,Vermont,NA,44.87801174,-73.33854675,TRUE,ME-VT0204
Waitsfield,Waitsfield,Chittenden,Vermont,NA,44.1926386,-72.7798479,TRUE,ME-VT0205
Waitsfield,Waitsfield,Jefferson,Vermont,NA,44.1926386,-72.7798479,TRUE,ME-VT0205
Waitsfield,Waitsfield,Washington,Vermont,NA,44.1926386,-72.7798479,TRUE,ME-VT0205
Walden,Walden,Caledonia,Vermont,NA,44.4497781,-72.2231563,TRUE,ME-VT0206
Wallingford,Wallingford,Rutland,Vermont,NA,43.4717467,-72.9773692,TRUE,ME-VT0207
Waltham,Waltham,Addison,Vermont,NA,44.1409284,-73.2425607,TRUE,ME-VT0208
Wardsboro,Wardsboro,Windham,Vermont,NA,43.0409512,-72.7897975,TRUE,ME-VT0209
Wardsboro,Wardsborough,Windham,Vermont,NA,43.0409512,-72.7897975,TRUE,ME-VT0209
Warren,Warren,Addison,Vermont,NA,44.112005,-72.8559474,TRUE,ME-VT0210
Washington,Washington,Orange,Vermont,NA,44.105619,-72.432601,TRUE,ME-VT0211
Waterbury,Waterbury,Chittenden,Vermont,7060,44.33962,-72.750363,NA,ME-VT0212
Waterbury,Waterbury,Jefferson,Vermont,7060,44.33962,-72.750363,NA,ME-VT0212
Waterbury,Waterbury,Washington,Vermont,7060,44.33962,-72.750363,NA,ME-VT0212
Waterford,Waterford,Caledonia,Vermont,NA,44.3729726,-71.9508384,TRUE,ME-VT0213
Weathersfield,Weathersfield,Windsor,Vermont,NA,43.3921862,-72.4494848,TRUE,ME-VT0214
Wells,Wells,Rutland,Vermont,NA,43.4172937,-73.2042744,TRUE,ME-VT0215
Wells,Welles,Rutland,Vermont,NA,43.4172937,-73.2042744,TRUE,ME-VT0215
West Fairlee,West Fairlee,Orange,Vermont,NA,43.9091616,-72.262857,TRUE,ME-VT0216
West Haven,Westhaven,Rutland,Vermont,NA,43.6382658,-73.3826585,TRUE,ME-VT0217
West Haven,West Haven,Rutland,Vermont,NA,43.6382658,-73.3826585,TRUE,ME-VT0217
Westfield,Westfield,Orleans,Vermont,NA,44.8894911,-72.4284431,TRUE,ME-VT0218
Westford,Wellford,Chittenden,Vermont,NA,44.5983349,-72.9977003,TRUE,ME-VT0219
Westford,Westford,Chittenden,Vermont,NA,44.5983349,-72.9977003,TRUE,ME-VT0219
Westminster,Westminster,Windham,Vermont,NA,43.0678307,-72.4587404,TRUE,ME-VT0220
Westmore,Westmore,Essex,Vermont,NA,44.7714384,-72.0548206,TRUE,ME-VT0221
Weston,Weston,Windsor,Vermont,NA,43.2913008,-72.7929085,TRUE,ME-VT0222
Weybridge,Weybridge,Addison,Vermont,NA,44.0498636,-73.2143577,TRUE,ME-VT0223
Wheelock,Wheelock,Caledonia,Vermont,NA,44.5882056,-72.088507,TRUE,ME-VT0224
Whiting,Whiting,Addison,Vermont,NA,43.8639503,-73.2003929,TRUE,ME-VT0225
Whitingham,Whitingham,Windham,Vermont,NA,42.7892488,-72.885098,TRUE,ME-VT0226
Williamstown,Williamstown,Orange,Vermont,NA,44.1217292,-72.5414937,TRUE,ME-VT0227
Williston,Williston,Chittenden,Vermont,NA,44.4454432,-73.099194,TRUE,ME-VT0228
Wilmington,Wilmington,Windham,Vermont,NA,42.8683889,-72.8714468,TRUE,ME-VT0229
Windham,Windham,Windham,Vermont,NA,43.1734338,-72.7234481,TRUE,ME-VT0230
Windsor,Windsor,Windsor,Vermont,7061,43.477535,-72.401154,NA,ME-VT0231
Winhall,Winhall,Bennington,Vermont,NA,43.1558097,-72.9133169,TRUE,ME-VT0232
Wolcott,Wolcott,Orleans,Vermont,NA,44.5464417,-72.4584429,TRUE,ME-VT0233
Woodbury,Woodbury,Caledonia,Vermont,NA,44.4408888,-72.4164957,TRUE,ME-VT0234
Woodford,Woodford,Bennington,Vermont,NA,42.8803576,-73.0795486,TRUE,ME-VT0235
Woodstock,Woodstock,Windsor,Vermont,NA,43.6242442,-72.5185112,TRUE,ME-VT0236
Worcester,Worcester,Jefferson,Vermont,NA,44.37331,-72.5496503,TRUE,ME-VT0237
Worcester,Worcester,Washington,Vermont,NA,44.37331,-72.5496503,TRUE,ME-VT0237
Worcester,Worcester,Chittenden,Vermont,NA,44.37331,-72.5496503,TRUE,ME-VT0237
