standardized_town,town,county,state,id,lat,lon,checked,me_town_id
DeRuyter,De Ruyter,Chenango,New York,NA,42.7584005,-75.8843616,TRUE,ME-NY0116
DeRuyter,De Ruyter,Madison,New York,NA,42.7584005,-75.8843616,TRUE,ME-NY0116
Deerpark,Deer Park,Orange,New York,NA,41.4591459,-74.663464,TRUE,ME-NY0113
Deerpark,Deer Park,Orange County,New York,NA,41.4591459,-74.663464,TRUE,ME-NY0113
Deerfield,Deerfield,Oneida,New York,NA,43.16362013,-75.17841339,TRUE,ME-NY0112
Deerpark,Deerpark,Orange,New York,NA,41.4591459,-74.663464,TRUE,ME-NY0113
De Kalb,DeKalb,St. Lawrence,New York,NA,44.4989499,-75.3427152,TRUE,ME-NY0111
Delhi,Delhi,Delaware,New York,4635,42.2783094,-74.9144211,NA,ME-NY0114
Denmark,Denmark,Lewis,New York,NA,43.8997909,-75.5824117,TRUE,ME-NY0115
Denmark,Denmark,Kings,New York,NA,43.8997909,-75.5824117,TRUE,ME-NY0115
DeRuyter,Dernyter,Madison,New York,NA,42.7584005,-75.8843616,TRUE,ME-NY0116
DeRuyter,DeRuyter,Chenango,New York,NA,42.7584005,-75.8843616,TRUE,ME-NY0116
DeRuyter,DeRuyter,Madison,New York,NA,42.7584005,-75.8843616,TRUE,ME-NY0116
DeRuyter,Deruyter,Madison,New York,NA,42.7584005,-75.8843616,TRUE,ME-NY0116
Dickinson,Dickenson,Franklin,New York,NA,44.7483891,-74.564621,TRUE,ME-NY0117
Dickinson,Dickinson,Franklin,New York,NA,44.7483891,-74.564621,TRUE,ME-NY0117
Sharon,Dorlach,Schoharie,New York,NA,42.7609688,-74.5324165,TRUE,ME-NY0414
Sharon,Dorlach,Otsego,New York,NA,42.7609688,-74.5324165,TRUE,ME-NY0414
Sharon,Dorlack,Ostego,New York,NA,42.7609688,-74.5324165,TRUE,ME-NY0414
Sharon,Dorlack,Otsego,New York,NA,42.7609688,-74.5324165,TRUE,ME-NY0414
Sharon,Dorloch,Shoharie,New York,NA,42.7609688,-74.5324165,TRUE,ME-NY0414
Sharon,Dorloch,Otsego,New York,NA,42.7609688,-74.5324165,TRUE,ME-NY0414
Dover,Dover,Dutchess,New York,NA,41.696244,-73.5829689,TRUE,ME-NY0118
Dover,Dover,Dutchess (Part),New York,NA,41.696244,-73.5829689,TRUE,ME-NY0118
Dryden,Dryden,Cayuga,New York,NA,42.4909053,-76.2971553,TRUE,ME-NY0119
Dryden,Dryden,NA,New York,NA,42.4909053,-76.2971553,TRUE,ME-NY0119
Duanesburg,Duanesborough,Schenectady,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Duanesborough,Albany,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Duanesburg,W. Albany,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Duanesburg,Schenectady,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Duanesburgh,Albany,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Duanesburgh,Schenectady,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Duanesburgh,Schenctady,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Duanesburgh,NA,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Duanesburg,Dunesburgh,Albany,New York,NA,42.76202,-74.1337383,TRUE,ME-NY0120
Durham,Durham,Greene,New York,NA,42.3995257,-74.1723608,TRUE,ME-NY0121
Sharon,Durloch,Schoharie,New York,NA,42.7609688,-74.5324165,TRUE,ME-NY0414
Eastchester,East Chester,Westchester,New York,NA,40.9595605,-73.8095574,TRUE,ME-NY0123
Eastchester,East Chester,Westchester (Lower),New York,NA,40.9595605,-73.8095574,TRUE,ME-NY0123
East Hampton,East Hampton,Suffolk,New York,NA,40.9634335,-72.1848009,TRUE,ME-NY0122
Eastchester,East-Chester,Westchester,New York,NA,40.9595605,-73.8095574,TRUE,ME-NY0123
East Hampton,East-Hampton,Suffolk,New York,NA,40.9634335,-72.1848009,TRUE,ME-NY0122
East Hampton,Eastampton,Suffolk,New York,NA,40.9634335,-72.1848009,TRUE,ME-NY0122
Eastchester,Eastchester,Westchester,New York,NA,40.9595605,-73.8095574,TRUE,ME-NY0123
East Hampton,Easthampton,Suffolk,New York,NA,40.9634335,-72.1848009,TRUE,ME-NY0122
East Hampton,Easthampton,NA,New York,NA,40.9634335,-72.1848009,TRUE,ME-NY0122
East Hampton,Easthamton,Suffolk,New York,NA,40.9634335,-72.1848009,TRUE,ME-NY0122
Easton,Easton,Washington,New York,NA,42.9934104,-73.5523378,TRUE,ME-NY0124
Easton,Easton,E. Albany,New York,NA,42.9934104,-73.5523378,TRUE,ME-NY0124
Easton,Easton,Ontario,New York,NA,42.808889,-77.221667,TRUE,ME-NY0520
Easton,Easton,Ontario and Genesee,New York,NA,42.808889,-77.221667,TRUE,ME-NY0520
Easton,Eastown,Albany,New York,NA,42.9934104,-73.5523378,TRUE,ME-NY0124
Easton,Eastown,Ontario,New York,NA,42.808889,-77.221667,TRUE,ME-NY0520
Easton,Eaton,Washington,New York,NA,42.9934104,-73.5523378,TRUE,ME-NY0124
Easton,Eaton,Madison,New York,NA,42.866667,-75.616667,TRUE,ME-NY0521
Edinburg,Edinburgh,Saratoga,New York,NA,43.2217388,-74.1040191,TRUE,ME-NY0126
Eden,Edon,Niagara,New York,NA,42.652282,-78.8969785,TRUE,ME-NY0125
Elizabethtown,Elizabeth-Town,Essex,New York,NA,44.2163337,-73.5904478,TRUE,ME-NY0127
Elizabethtown,Elizabethtown,Essex,New York,NA,44.2163337,-73.5904478,TRUE,ME-NY0127
Ellisburg,Ellisburg,Jefferson,New York,NA,43.7328451,-76.1360363,TRUE,ME-NY0128
Ellisburg,Ellisburgh,Jefferson and Lewis,New York,NA,43.7328451,-76.1360363,TRUE,ME-NY0128
Ellisburg,Ellisburgh,Jefferson,New York,NA,43.7328451,-76.1360363,TRUE,ME-NY0128
Ellisburg,Ellisburgh,Oneida,New York,NA,43.7328451,-76.1360363,TRUE,ME-NY0128
Erie,Erie,Genesee,New York,NA,43.00050431,-78.53233337,TRUE,ME-NY0129
Erwin,Erwin,Ontario,New York,NA,42.156626,-77.1255055,TRUE,ME-NY0130
Esopus,Esopus,Ulster,New York,NA,41.8278707,-73.9651379,TRUE,ME-NY0131
Essex,Essex,Essex,New York,NA,44.3100511,-73.3526277,TRUE,ME-NY0132
Exeter,Exeter,Otsego,New York,NA,42.7916338,-75.0844757,TRUE,ME-NY0133
Fabius,Fabius,Onondaga,New York,NA,42.835067,-75.9860322,TRUE,ME-NY0134
Fabius,Fabius,Onodaga,New York,NA,42.835067,-75.9860322,TRUE,ME-NY0134
Fabius,Fabuis,Onondaga,New York,NA,42.835067,-75.9860322,TRUE,ME-NY0134
Fairfield,Fairfield,Herkimer,New York,NA,43.1372919,-74.9132097,TRUE,ME-NY0135
Fairfield,Fairfield,Washington,New York,NA,43.319167,-73.825,TRUE,ME-NY0522
Farmington,Farmington,Ontario,New York,NA,42.9864223,-77.3259508,TRUE,ME-NY0136
Farmington,Farmington,Ontario and Genesee,New York,NA,42.9864223,-77.3259508,TRUE,ME-NY0136
Fayette,Fayette,Seneca,New York,NA,42.8142352,-76.8091216,TRUE,ME-NY0137
Fishkill,Fishkill,Dutchess,New York,NA,41.5356492,-73.8990252,TRUE,ME-NY0138
Fishkill,Fishkill,Duchess,New York,NA,41.5356492,-73.8990252,TRUE,ME-NY0138
Fishkill,Fishkill,NA,New York,NA,41.5356492,-73.8990252,TRUE,ME-NY0138
Fishkill,Fishkill,Dutchess (Part),New York,NA,41.5356492,-73.8990252,TRUE,ME-NY0138
Flatlands,Flat Lands,Kings,New York,NA,40.6268432,-73.9330429,TRUE,ME-NY0140
Flatlands,Flat-Lands,Kings,New York,NA,40.6268432,-73.9330429,TRUE,ME-NY0140
Flatbush,Flatbush,Kings,New York,NA,40.6409217,-73.9624327,TRUE,ME-NY0139
Flatbush,Flatbush,NA,New York,NA,40.6409217,-73.9624327,TRUE,ME-NY0139
Flatlands,Flatland,Kings,New York,NA,40.6268432,-73.9330429,TRUE,ME-NY0140
Flatlands,Flatlands,Kings,New York,NA,40.6268432,-73.9330429,TRUE,ME-NY0140
Flatlands,Flatlands,NA,New York,NA,40.6268432,-73.9330429,TRUE,ME-NY0140
Fleming,Fleming,Cayuga,New York,NA,42.8617349,-76.5741088,TRUE,ME-NY0141
Florence,Florence,Oneida,New York,NA,43.4384032,-75.7493533,TRUE,ME-NY0142
Florida,Florida,Montgomery,New York,4657,41.3306407,-74.3542019,NA,ME-NY0143
Florida,Florida,NA,New York,4657,41.3306407,-74.3542019,NA,ME-NY0143
Floyd,Floyd,Herkimer,New York,NA,43.2197918,-75.3343366,TRUE,ME-NY0144
Floyd,Floyd,Oneida,New York,NA,43.2197918,-75.3343366,TRUE,ME-NY0144
Flushing,Flushing,Queens,New York,4659,40.765722,-73.823662,NA,ME-NY0145
Flushing,Flushing,NA,New York,4659,40.765722,-73.823662,NA,ME-NY0145
Fowler,Fowler,St. Lawrence,New York,NA,44.2786725,-75.3863214,TRUE,ME-NY0146
Frankfort,Frankford,Herkimer,New York,4661,43.0377535,-75.0715825,NA,ME-NY0147
Frankfort,Frankfort,Herkimer,New York,4661,43.0377535,-75.0715825,NA,ME-NY0147
Franklin,Franklin,Otsego,New York,NA,42.3406373,-75.1651689,TRUE,ME-NY0148
Franklin,Franklin,Ostego,New York,NA,42.3406373,-75.1651689,TRUE,ME-NY0148
Franklin,Franklin,Delaware,New York,NA,42.3406373,-75.1651689,TRUE,ME-NY0148
Franklin,Franklin,Dutchess,New York,NA,41.513264,-73.6048288,TRUE,ME-NY0334
Franklin,Franklin,Duchess,New York,NA,41.513264,-73.6048288,TRUE,ME-NY0334
Franklin,Franklin,NA,New York,NA,41.513264,-73.6048288,TRUE,ME-NY0334
Kent,Frederick,Dutchess,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Kent,Frederick,NA,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Kent,Frederick,Duchess,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Kent,Frederick Town,Dutchess,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Kent,Fredericks,Dutchess,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Kent,Fredericks,Duchess,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Kent,Fredericks,NA,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Fredericksburgh,Fredericksburgh,Oneida,New York,NA,41.43860847,-73.73199463,TRUE,ME-NY0149
Wayne,Frederickstown,Steuben,New York,NA,42.47918714,-77.12127686,TRUE,ME-NY0491
Kent,Fredericktown,Dutchess,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Wayne,Fredericktown,Steuben,New York,NA,42.47918714,-77.12127686,TRUE,ME-NY0491
Freedom,Freedom,Dutchess,New York,NA,42.49539038,-78.3757782,TRUE,ME-NY0150
Greenville,Freehold,Albany,New York,NA,42.38695144,-73.99978638,TRUE,ME-NY0171
Greenville,Freehold,Greene,New York,NA,42.38695144,-73.99978638,TRUE,ME-NY0171
Greenville,Freehold,NA,New York,NA,42.38695144,-73.99978638,TRUE,ME-NY0171
Galen,Galen,Seneca,New York,NA,43.09947879,-76.87065125,TRUE,ME-NY0151
Gallatin,Gallatin,Columbia,New York,NA,42.0650965,-73.7242486,TRUE,ME-NY0152
Galway,Galloway,Saratoga,New York,NA,43.0186858,-74.0315162,TRUE,ME-NY0153
Galway,Gallway,Saratoga,New York,NA,43.0186858,-74.0315162,TRUE,ME-NY0153
Galway,Galoway,Saratoga,New York,NA,43.0186858,-74.0315162,TRUE,ME-NY0153
Galway,Galway,Saratoga,New York,NA,43.0186858,-74.0315162,TRUE,ME-NY0153
Galway,Galway,NA,New York,NA,43.0186858,-74.0315162,TRUE,ME-NY0153
Gates,Gates,Monroe,New York,NA,43.1480944,-77.7223162,TRUE,ME-NY0154
Geneseo,Genesco,Ontario,New York,4667,42.7989933,-77.8095577,NA,ME-NY0155
Geneseo,Genesco,Ontario and Genesee,New York,4667,42.7989933,-77.8095577,NA,ME-NY0155
Geneseo,Genesee,Ontario,New York,4667,42.7989933,-77.8095577,NA,ME-NY0155
Geneseo,Geneseo,Ontario,New York,4667,42.7989933,-77.8095577,NA,ME-NY0155
Geneseo,Genesoe,Ontario,New York,4667,42.7989933,-77.8095577,NA,ME-NY0155
Genoa,Genoa,Cayuga,New York,NA,42.6678489,-76.5357741,TRUE,ME-NY0156
German Flatts,Ger. Flatts,Herkimer,New York,NA,42.9777988,-74.9793243,TRUE,ME-NY0158
German,German,Chenango,New York,NA,42.5045167,-75.8301537,TRUE,ME-NY0157
German Flatts,German Flats,Herkimer,New York,NA,42.9777988,-74.9793243,TRUE,ME-NY0158
German Flatts,German Flatts,Herkimer,New York,NA,42.9777988,-74.9793243,TRUE,ME-NY0158
German Flatts,German Flatts,Montgomery,New York,NA,42.9777988,-74.9793243,TRUE,ME-NY0158
Germantown,German Town,Columbia,New York,NA,42.1345339,-73.8917982,TRUE,ME-NY0159
German Flatts,German-Flatts,Herkimer,New York,NA,42.9777988,-74.9793243,TRUE,ME-NY0158
German Flatts,Germanflatts,Herkimer,New York,NA,42.9777988,-74.9793243,TRUE,ME-NY0158
Germantown,Germantown,Columbia,New York,NA,42.1345339,-73.8917982,TRUE,ME-NY0159
Glenville,Glenville,Schenectady,New York,NA,42.9292419,-74.0520717,TRUE,ME-NY0160
Goshen,Goshen,Orange,New York,4673,41.4016894,-74.3268127,NA,ME-NY0161
Goshen,Goshen,Orange County,New York,4673,41.4016894,-74.3268127,NA,ME-NY0161
Gouverneur,Gouverneur,St. Lawrence,New York,4674,44.3365729,-75.4660346,NA,ME-NY0162
Grafton,Grafton,Rensselaer,New York,NA,42.768967,-73.4509464,TRUE,ME-NY0163
Granville,Grandville,Washington,New York,4676,43.4134225,-73.270621,NA,ME-NY0164
Taghkanic,Granger,Columbia,New York,NA,42.1423116,-73.6773462,TRUE,ME-NY0448
Granville,Granville,Washington,New York,4676,43.4134225,-73.270621,NA,ME-NY0164
Gravesend,Graves End,Kings,New York,NA,40.5910166,-73.977126,TRUE,ME-NY0165
Gravesend,Gravesend,Kings,New York,NA,40.5910166,-73.977126,TRUE,ME-NY0165
Gravesend,Gravesend,NA,New York,NA,40.5910166,-73.977126,TRUE,ME-NY0165
Great Valley,Great Valley,Cattaraugus,New York,NA,42.2145087,-78.636417,TRUE,ME-NY0166
Greece,Greece,Monroe,New York,NA,43.2097837,-77.6930602,TRUE,ME-NY0167
Greene,Green,Chenango,New York,NA,42.3292408,-75.7699147,TRUE,ME-NY0169
Greenburgh,Greenburgh,Westchester,New York,NA,41.0339576,-73.8654295,TRUE,ME-NY0168
Greenburgh,Greenburgh,Westchester (Lower),New York,NA,41.0339576,-73.8654295,TRUE,ME-NY0168
Rensselaer,Greenbush,Rensselaer,New York,NA,42.6425794,-73.742898,TRUE,ME-NY0372
Rensselaer,Greenbush,Ontario,New York,NA,42.6425794,-73.742898,TRUE,ME-NY0372
Rensselaer,Greenbush,NA,New York,NA,42.6425794,-73.742898,TRUE,ME-NY0372
Rensselaer,Greenbush,Rennselaer,New York,NA,42.6425794,-73.742898,TRUE,ME-NY0372
Rensselaer,Greenbush,Westchester (Lower),New York,NA,42.6425794,-73.742898,TRUE,ME-NY0372
Greene,Greene,Chenango,New York,NA,42.3292408,-75.7699147,TRUE,ME-NY0169
Hunter,Greeneland,Greene,New York,NA,42.2136987,-74.2187541,TRUE,ME-NY0205
Greenville,Greeneville,Greene,New York,NA,42.38695144,-73.99978638,TRUE,ME-NY0171
Greenfield,Greenfield,Saratoga,New York,NA,43.1036852,-73.8640118,TRUE,ME-NY0170
Greenfield,Greenfield,Greene,New York,NA,43.1036852,-73.8640118,TRUE,ME-NY0170
Greenfield,Greenfield,NA,New York,NA,43.1036852,-73.8640118,TRUE,ME-NY0170
Hunter,Greenland,Greene,New York,NA,42.2136987,-74.2187541,TRUE,ME-NY0205
Greenburgh,Greensburgh,Westchester,New York,NA,41.0339576,-73.8654295,TRUE,ME-NY0168
Greenville,Greensville,Greene,New York,NA,42.38695144,-73.99978638,TRUE,ME-NY0171
Greenville,Greenville,Greene,New York,NA,42.38695144,-73.99978638,TRUE,ME-NY0171
Greenwich,Greenwich,Washington,New York,NA,43.0901395,-73.4992824,TRUE,ME-NY0172
Guilderland,Guelderland,NA,New York,NA,42.7043568,-73.9116433,TRUE,ME-NY0173
Guilderland,Guelderland,Albany,New York,NA,42.7043568,-73.9116433,TRUE,ME-NY0173
Guilderland,Guilderland,Albany,New York,NA,42.7043568,-73.9116433,TRUE,ME-NY0173
Guilderland,Guilderland,NA,New York,NA,42.7043568,-73.9116433,TRUE,ME-NY0173
Hadley,Hadley,Saratoga,New York,NA,43.3244284,-73.87207031,TRUE,ME-NY0174
Hadley,Hadley,NA,New York,NA,43.3244284,-73.87207031,TRUE,ME-NY0174
Halfmoon,Half Moon,Saratoga,New York,NA,42.8275844,-73.717849,TRUE,ME-NY0175
Halfmoon,Half Moon,Albany,New York,NA,42.8275844,-73.717849,TRUE,ME-NY0175
Halfmoon,Halfmoom,Saratoga,New York,NA,42.8275844,-73.717849,TRUE,ME-NY0175
Halfmoon,Halfmoon,Saratoga,New York,NA,42.8275844,-73.717849,TRUE,ME-NY0175
Halfmoon,Halfmoon,W. Albany,New York,NA,42.8275844,-73.717849,TRUE,ME-NY0175
Halfmoon,Halfmoon,NA,New York,NA,42.8275844,-73.717849,TRUE,ME-NY0175
Hamburg,Hamburgh,Niagara,New York,4682,42.7233954,-78.8348671,NA,ME-NY0176
Hamilton,Hamilton,Herkimer,New York,4683,42.8284567,-75.553015,NA,ME-NY0177
Hamilton,Hamilton,Chenango,New York,4683,42.8284567,-75.553015,NA,ME-NY0177
Hamilton,Hamilton,Madison,New York,4683,42.8284567,-75.553015,NA,ME-NY0177
Hampton,Hampton,Washington,New York,NA,43.5238461,-73.2528644,TRUE,ME-NY0178
Harrison,Hamson,Westchester,New York,4684,41.0264443,-73.7237065,NA,ME-NY0183
Hancock,Hancock,Delaware,New York,NA,41.9539754,-75.2804502,TRUE,ME-NY0179
Hannibal,Hanibal,Onondaga,New York,NA,43.3211788,-76.5788338,TRUE,ME-NY0180
Hannibal,Hannibal,Onondaga,New York,NA,43.3211788,-76.5788338,TRUE,ME-NY0180
Hartford,Harftord,Ontario,New York,NA,42.911944,-77.746111,TRUE,ME-NY0523
Harpersfield,Harperfield,Delaware,New York,NA,42.4384124,-74.6873749,TRUE,ME-NY0181
Harpersfield,Harpers Field,Otsego,New York,NA,42.4384124,-74.6873749,TRUE,ME-NY0181
Harpersfield,Harpersfield,Otsego,New York,NA,42.4384124,-74.6873749,TRUE,ME-NY0181
Harpersfield,Harpersfield,Ostego,New York,NA,42.4384124,-74.6873749,TRUE,ME-NY0181
Harpersfield,Harpersfield,Delaware,New York,NA,42.4384124,-74.6873749,TRUE,ME-NY0181
Harrisburg,Harrisburg,Jefferson and Lewis,New York,NA,43.8422911,-75.6026888,TRUE,ME-NY0182
Harrisburg,Harrisburgh,Lewis,New York,NA,43.8422911,-75.6026888,TRUE,ME-NY0182
Harrisburg,Harrisburgh,Oneida,New York,NA,43.8422911,-75.6026888,TRUE,ME-NY0182
Harrisburg,Harrisburgh,Kings,New York,NA,43.8422911,-75.6026888,TRUE,ME-NY0182
Harrison,Harrison,Westchester,New York,4684,41.0264443,-73.7237065,NA,ME-NY0183
Harrison,Harrison,Westchester (Lower),New York,4684,41.0264443,-73.7237065,NA,ME-NY0183
Harrison,Harrison,Jefferson and Lewis,New York,NA,43.8512135,-75.9406679,TRUE,ME-NY0382
Harrison,Harrison,Jefferson,New York,NA,43.8512135,-75.9406679,TRUE,ME-NY0382
Hartford,Hartford,Washington,New York,NA,43.3635375,-73.3925589,TRUE,ME-NY0184
Hartford,Hartford,Ontario,New York,NA,42.911944,-77.746111,TRUE,ME-NY0523
Hartford,Hartford,Ontario and Genesee,New York,NA,42.911944,-77.746111,TRUE,ME-NY0523
Hartland,Hartland,Niagara,New York,NA,43.2400574,-78.5761399,TRUE,ME-NY0185
Hartwick,Hartwick,Otsego,New York,NA,42.6597113,-75.049126,TRUE,ME-NY0186
Haverstraw,Harverstraw,Orange,New York,4686,41.1782452,-73.9433312,NA,ME-NY0187
Hartwick,Harwick,Otsego,New York,NA,42.6597113,-75.049126,TRUE,ME-NY0186
Haverstraw,Haverstraw,Orange,New York,4686,41.1782452,-73.9433312,NA,ME-NY0187
Haverstraw,Haverstraw,Rockland,New York,4686,41.1782452,-73.9433312,NA,ME-NY0187
Haverstraw,haverstraw,Rockland,New York,4686,41.1782452,-73.9433312,NA,ME-NY0187
Haverstraw,Haverstraw,NA,New York,4686,41.1782452,-73.9433312,NA,ME-NY0187
Haverstraw,Haverstraw,Richmond,New York,4686,41.1782452,-73.9433312,NA,ME-NY0187
Hebron,Hebron,Washington,New York,NA,43.2672574,-73.3472901,TRUE,ME-NY0188
Hector,Hector,Seneca,New York,NA,42.5006271,-76.8724586,TRUE,ME-NY0189
Hector,Hector,NA,New York,NA,42.5006271,-76.8724586,TRUE,ME-NY0189
Hector,Hector,Cayuga,New York,NA,42.5006271,-76.8724586,TRUE,ME-NY0189
Hempstead,Hempstead,Queens,New York,4687,40.7043737,-73.6194451,NA,ME-NY0190
Hempstead,Hempstead,Rockland,New York,NA,41.121944,-74.083333,TRUE,ME-NY0427
Hempstead,Hempstead,NA,New York,NA,41.121944,-74.083333,TRUE,ME-NY0427
Hempstead,Hempstead,Orange,New York,NA,41.121944,-74.083333,TRUE,ME-NY0427
Hempstead,Hempstead,Richmond,New York,NA,41.121944,-74.083333,TRUE,ME-NY0427
Hempstead,Hempsted,Queens,New York,4687,40.7043737,-73.6194451,NA,ME-NY0190
Henderson,Henderson,Jefferson and Lewis,New York,NA,43.846825,-76.1816012,TRUE,ME-NY0191
Henderson,Henderson,Jefferson,New York,NA,43.846825,-76.1816012,TRUE,ME-NY0191
Henrietta,Henrietta,Monroe,New York,NA,43.0592452,-77.6128039,TRUE,ME-NY0192
Herkimer,Herkemer,Herkimer,New York,4688,43.0280782,-74.9933058,NA,ME-NY0193
Herkimer,Herkimer,Herkimer,New York,4688,43.0280782,-74.9933058,NA,ME-NY0193
Hillsdale,Hillsdale,Columbia,New York,NA,42.1792443,-73.525026,TRUE,ME-NY0194
Homer,Homer,Onodaga,New York,4691,42.6372333,-76.1853767,NA,ME-NY0195
Homer,Homer,Onondaga,New York,4691,42.6372333,-76.1853767,NA,ME-NY0195
Homer,Homer,NA,New York,4691,42.6372333,-76.1853767,NA,ME-NY0195
Homer,Homer,Cortlandt,New York,4691,42.6372333,-76.1853767,NA,ME-NY0195
Homer,Homer,Cortland,New York,4691,42.6372333,-76.1853767,NA,ME-NY0195
Honeoye,Honeoye,Ontario,New York,NA,42.7900604,-77.5166873,TRUE,ME-NY0196
Hoosick,Hoosack,Rensselaer,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hoosick,Rensselaer,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hoosick,NA,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hoosick,Rennselaer,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hoosick,Albany,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hoosick,E. Albany,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hope,Hope,Montgomery,New York,NA,43.3036812,-74.2431907,TRUE,ME-NY0198
Hopeton,Hopeton,Ontario,New York,NA,NA,NA,NA,ME-NY0199
Hopetown,Hopetown,Ontario,New York,NA,NA,NA,NA,ME-NY0200
Hopkinton,Hopkinton,St. Lawrence,New York,NA,44.6903349,-74.7032439,TRUE,ME-NY0201
Hoosick,Hosack,Rensselaer,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hosick,Rensselaer,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hosick,Ontario,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hosick,Albany (East),New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hoosick,Hosicoke,Rensselaer,New York,NA,42.8611368,-73.3286887,TRUE,ME-NY0197
Hounsfield,Houndsfield,Jefferson and Lewis,New York,NA,43.950905,-76.0713089,TRUE,ME-NY0202
Hounsfield,Houndsfield,Jefferson,New York,NA,43.950905,-76.0713089,TRUE,ME-NY0202
Hounsfield,Hounsfield,Jefferson,New York,NA,43.950905,-76.0713089,TRUE,ME-NY0202
Howard,Howard,Steuben,New York,NA,42.364237,-77.5088758,TRUE,ME-NY0203
Hudson,Hudson,Columbia,New York,4696,42.2519047,-73.7860284,NA,ME-NY0204
Hudson,Hudson,NA,New York,4696,42.2519047,-73.7860284,NA,ME-NY0204
Hudson,Hudson City,Columbia,New York,4696,42.2519047,-73.7860284,NA,ME-NY0204
Hurley,Huley,Ulster,New York,NA,41.9245368,-74.0612519,TRUE,ME-NY0207
Hunter,Hunter,Greene,New York,NA,42.2136987,-74.2187541,TRUE,ME-NY0205
Huntington,Huntingdon,Suffolk,New York,NA,40.8681539,-73.425676,TRUE,ME-NY0206
Huntington,Huntington,Suffolk,New York,NA,40.8681539,-73.425676,TRUE,ME-NY0206
Huntington,Huntington,NA,New York,NA,40.8681539,-73.425676,TRUE,ME-NY0206
Hurley,Hurley,Ulster,New York,NA,41.9245368,-74.0612519,TRUE,ME-NY0207
Hurley,Hurley,NA,New York,NA,41.9245368,-74.0612519,TRUE,ME-NY0207
Hurley,Hurly,Ulster,New York,NA,41.9245368,-74.0612519,TRUE,ME-NY0207
Huron,Huron,Columbia,New York,NA,NA,NA,NA,ME-NY0208
Hyde Park,Hyde Park,Dutchess,New York,NA,41.7667602,-73.9015246,TRUE,ME-NY0209
Ira,Ira,Cayuga,New York,NA,43.2214564,-76.5563314,TRUE,ME-NY0210
Ischua,Ischua,Cattaraugus,New York,NA,42.2475662,-78.3997416,TRUE,ME-NY0211
Islip,Islip,Suffolk,New York,NA,40.7298207,-73.2103934,TRUE,ME-NY0212
Islip,Islip,NA,New York,NA,40.7298207,-73.2103934,TRUE,ME-NY0212
Jamaica,Jamaica,Queens,New York,4704,40.705638,-73.799422,NA,ME-NY0213
Jamaica,Jamaica,NA,New York,4704,40.705638,-73.799422,NA,ME-NY0213
Jay,Jay,Essex,New York,NA,44.3750471,-73.728195,TRUE,ME-NY0214
Jay,Jay,Clinton,New York,NA,44.3750471,-73.728195,TRUE,ME-NY0214
Jefferson,Jefferson,Schoharie,New York,NA,42.4813303,-74.6102591,TRUE,ME-NY0215
Jefferson,Jefferson,Schenectady,New York,NA,42.4813303,-74.6102591,TRUE,ME-NY0215
Mentz,Jefferson,Cayuga,New York,NA,43.0335594,-76.6297189,TRUE,ME-NY0265
Mentz,Jefferson,NA,New York,NA,43.0335594,-76.6297189,TRUE,ME-NY0265
Jericho,Jericho,Tioga,New York,NA,40.7920441,-73.5398476,TRUE,ME-NY0216
Jericho,Jericho,Chenango,New York,NA,40.7920441,-73.5398476,TRUE,ME-NY0216
Jericho,Jerico,Tioga,New York,NA,40.7920441,-73.5398476,TRUE,ME-NY0216
Jericho,Jerico,Chenango,New York,NA,40.7920441,-73.5398476,TRUE,ME-NY0216
Orange,Jersey,Steuben,New York,NA,42.34103646,-77.02651978,TRUE,ME-NY0316
