id,town,county,state,ccd_id,lat,lon,me_town_id
ny.assembly.tioga.1796,Chemung,Tioga,New York,NA,42.0084073,-76.6238369,ME-NY0077
ny.assembly.tioga.1796,Chenango,Tioga,New York,NA,42.18299553,-75.8877182,ME-NY0078
ny.assembly.tioga.1796,Jerico,Tioga,New York,NA,40.7920441,-73.5398476,ME-NY0216
ny.assembly.tioga.1796,Newtown,Tioga,New York,NA,42.09618442,-76.79786682,ME-NY0299
ny.assembly.tioga.1796,Norwich,Tioga,New York,4777,42.5333218,-75.5227584,ME-NY0310
ny.assembly.tioga.1796,Owego,Tioga,New York,4788,42.1045599,-76.2622269,ME-NY0325
ny.assembly.tioga.1796,Oxford,Tioga,New York,NA,42.4420181,-75.5976855,ME-NY0326
ny.assembly.tioga.1796,Union,Tioga,New York,4852,42.114722,-76.021667,ME-NY0465
ny.uscongress4.1796,Clarkstown,Orange,New York,NA,41.1259715,-73.959494,ME-NY0087
ny.uscongress4.1796,Goshen,Orange,New York,4673,41.4016894,-74.3268127,ME-NY0161
ny.uscongress4.1796,Haverstraw,Orange,New York,4686,41.1782452,-73.9433312,ME-NY0187
ny.uscongress4.1796,Minisink,Orange,New York,NA,41.3338698,-74.5346103,ME-NY0275
ny.uscongress4.1796,New Cornwall,Orange,New York,4628,41.442589,-74.013898,ME-NY0103
ny.uscongress4.1796,New Hempstead,Orange,New York,4763,41.1457088,-74.0510343,ME-NY0291
ny.uscongress4.1796,Orangetown,Orange,New York,NA,41.0555461,-73.9477384,ME-NY0317
ny.uscongress4.1796,Warwick,Orange,New York,4861,41.2552441,-74.3547216,ME-NY0485
ny.uscongress4.1796,Colchester,Ulster,New York,NA,42.1603635,-75.077389,ME-NY0094
ny.uscongress4.1796,Hurley,Ulster,New York,NA,41.9245368,-74.0612519,ME-NY0207
ny.uscongress4.1796,Kingston,Ulster,New York,4711,41.9301241,-73.9967823,ME-NY0224
ny.uscongress4.1796,Mammakating,Ulster,New York,NA,41.5897024,-74.4760088,ME-NY0254
ny.uscongress4.1796,Marbletown,Ulster,New York,NA,41.86853818,-74.14569855,ME-NY0258
ny.uscongress4.1796,Middletown,Ulster,New York,NA,42.169167,-74.610556,ME-NY0270
ny.uscongress4.1796,Montgomery,Ulster,New York,4755,41.5212657,-74.2386611,ME-NY0278
ny.uscongress4.1796,New Paltz,Ulster,New York,4765,41.749942,-74.0797377,ME-NY0292
ny.uscongress4.1796,New Windsor,Ulster,New York,NA,41.4767605,-74.0237518,ME-NY0295
ny.uscongress4.1796,Newburgh,Ulster,New York,4771,41.5032494,-74.0196402,ME-NY0297
ny.uscongress4.1796,North Marlborough,Ulster,New York,NA,41.629384,-73.9947563,ME-NY0260
ny.uscongress4.1796,Rochester,Ulster,New York,4810,43.1699272,-77.6168907,ME-NY0380
ny.uscongress4.1796,Shawangunk,Ulster,New York,NA,41.6284438,-74.1944529,ME-NY0415
ny.uscongress4.1796,Stamford,Ulster,New York,NA,42.4073024,-74.614318,ME-NY0438
ny.uscongress4.1796,Wallkill,Ulster,New York,NA,41.6056492,-74.1840358,ME-NY0480
ny.uscongress4.1796,Wookstock,Ulster,New York,NA,42.0409247,-74.1181971,ME-NY0514
ny.uscongress6.1796,Canaan,Columbia,New York,NA,42.4116592,-73.447175,ME-NY0054
ny.uscongress6.1796,Chatham,Columbia,New York,4617,42.36207,-73.599686,ME-NY0074
ny.uscongress6.1796,Claverack,Columbia,New York,NA,42.223403,-73.7351586,ME-NY0088
ny.uscongress6.1796,Clermont,Columbia,New York,NA,42.08304739,-73.82838249,ME-NY0089
ny.uscongress6.1796,Germantown,Columbia,New York,NA,42.1345339,-73.8917982,ME-NY0159
ny.uscongress6.1796,Hillsdale,Columbia,New York,NA,42.1792443,-73.525026,ME-NY0194
ny.uscongress6.1796,Hudson,Columbia,New York,4696,42.2519047,-73.7860284,ME-NY0204
ny.uscongress6.1796,Kinderhook,Columbia,New York,NA,42.3953617,-73.6978983,ME-NY0222
ny.uscongress6.1796,Livingston,Columbia,New York,NA,42.1424234,-73.7779162,ME-NY0242
ny.assembly.newyork.1796,New York,New York,New York,4768,40.6642738,-73.9385004,ME-NY0296
ny.assembly.otsego.1796,Burlington,Otsego,New York,NA,42.7228512,-75.1254387,ME-NY0045
ny.assembly.otsego.1796,Butternuts,Otsego,New York,NA,42.4773619,-75.3178952,ME-NY0047
ny.assembly.otsego.1796,Cherry Valley,Otsego,New York,NA,42.7956294,-74.7532018,ME-NY0079
