election_id,election_date,election_year,election_type,election_label,office_name,office_id,candidate,name_id,affiliation,affiliation_id,candidate_num,overview_vote
md.assembly.baltimore.city.1818,1818,1818,General,"Maryland 1818 House of Delegates, Baltimore",House of Delegates,ON063,Thomas Kell,KT0004,Republican,A03,1,3739
md.assembly.baltimore.city.1818,1818,1818,General,"Maryland 1818 House of Delegates, Baltimore",House of Delegates,ON063,Henry M. Breckenridge,BH0034,Republican,A03,2,2986
md.assembly.baltimore.city.1818,1818,1818,General,"Maryland 1818 House of Delegates, Baltimore",House of Delegates,ON063,Ebenezer L. Findley,FE0017,Federalist,A01,3,1845
md.assembly.baltimore.city.1818,1818,1818,General,"Maryland 1818 House of Delegates, Baltimore",House of Delegates,ON063,John Spear Smith,SJ0291,Republican,A03,4,1335
md.assembly.baltimore.city.1818,1818,1818,General,"Maryland 1818 House of Delegates, Baltimore",House of Delegates,ON063,John S. Tyson,TJ0229,Republican,A03,5,1138
md.assembly.baltimore.city.1818,1818,1818,General,"Maryland 1818 House of Delegates, Baltimore",House of Delegates,ON063,Louis Eichelberger,EL0001,Republican,A03,6,753
