election_id,election_year,candidate,name_id,affiliation,affiliation_id,county_vote,district_vote,difference_vote,difference_percentage
vt.uscongress.western.1794,1794,Matthew Lyon,LM0053,null,null,0,1079,1079,1.0
vt.uscongress.western.1794,1794,Israel Smith,SI0092,null,null,0,852,852,1.0
vt.uscongress.western.1794,1794,Isaac Tichenor,TI0032,Federalist,null,0,256,256,1.0
vt.uscongress.western.1794,1794,Gideon Olin,OG0018,null,null,0,224,224,1.0
vt.uscongress.western.1794,1794,Noah Smith,SN0074,null,null,0,38,38,1.0
vt.uscongress.western.1794,1794,Jonathan Robinson,RJ0696,null,null,0,32,32,1.0
vt.uscongress.western.1794,1794,Enoch Woodbridge,WE0152,null,null,0,25,25,1.0
vt.uscongress.western.1794,1794,Samuel Williams,WS0226,null,null,0,24,24,1.0
vt.uscongress.western.1794,1794,Ebenezer Marvin,ME0125,null,null,0,18,18,1.0
vt.uscongress.western.1794,1794,Jonas Galusha,GJ0613,null,null,0,18,18,1.0
vt.uscongress.western.1794,1794,William C. Harrington,HW0348,null,null,0,12,12,1.0
vt.uscongress.western.1794,1794,John Strong,SJ1546,null,null,0,11,11,1.0
vt.uscongress.western.1794,1794,Nathaniel Chipman,CN0042,Federalist,null,0,8,8,1.0
vt.uscongress.western.1794,1794,Jonas Safford,SJ1547,null,null,0,7,7,1.0
vt.uscongress.western.1794,1794,Samuel Hitchcock,HS0250,null,null,0,5,5,1.0
vt.uscongress.western.1794,1794,Samuel Mattocks,MS0245,null,null,0,5,5,1.0
vt.uscongress.western.1794,1794,Ira Allen,AI0025,null,null,0,3,3,1.0
vt.uscongress.western.1794,1794,Samuel Safford,SS0310,null,null,0,3,3,1.0
vt.uscongress.western.1794,1794,Martin Chittenden,CM0084,Federalist,null,0,1,1,1.0
vt.uscongress.western.1794,1794,Nathaniel Chittenden,CN0070,null,null,0,1,1,1.0
vt.uscongress.western.1794,1794,R. Hopkins,HR0214,null,null,0,1,1,1.0
