election_id,election_date,election_year,election_type,election_label,office_name,office_id,candidate,name_id,affiliation,affiliation_id,candidate_num,district,vote
nc.uscongress5.specialelection.1805,1805-08,1805,Special,"North Carolina 1805 U.S. House of Representatives, District 5, Special",U.S. House of Representatives,ON125,Thomas Kenan,KT0049,Republican,A03,1,Five,2320
nc.uscongress5.specialelection.1805,1805-08,1805,Special,"North Carolina 1805 U.S. House of Representatives, District 5, Special",U.S. House of Representatives,ON125,Benjamin Smith,SB0058,Republican,A03,2,Five,1234
