county,election_id,election_year,ahcb_county,Abraham Bloodgood,Arthur Smith,Cadwallader D. Colden,Churchill C. Cambrelleng,Elisha W. King,Henry Eckford,Jacob B. Taylor,James Barker,John C. Hamilton,John I. Morgan,John T. Smith,Joshua Smith,Lynde Catlin,Peter A. Jay,Peter Sharp,Philemon R. Starr,Silas Wood,Sylvanus Miller,Thomas Eckford,Thomas Stratton,William Underhill
New York,ny.uscongress2.1821,1821,NEW YORK,1.0,1.0,5.0,3970.0,2.0,2814.0,1.0,1.0,1.0,6645.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
