county,election_id,election_year,ahcb_county,David Comfort,David M. Wescott,David Strachan,DeWitt Clinton,James Burt,James W. Wilkin,John MacQuod,Selah Strong,Thomas Faulkner,Timothy Pickering,Walter Case,Wheeler Case
Orange,ny.uscongress6.1818,1818,ORANGE,1.0,2.0,1.0,1.0,1.0,1.0,32.0,2.0,2.0,1.0,1289.0,1.0
