county,election_id,election_year,ahcb_county,Anthony J. Blanchard,Asher Right,David Thomas,Ebenezer Clark,Isaac Sergeants,Jacob Holmes,John Broome,John MacDonald,John Thurman,Peter Sallee,Reuben Skinner,Ruben Whallon,William Porter,Zebulon R. Shepherd
Washington,ny.uscongress12.1804,1804,WASHINGTON,2.0,1.0,2367.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1001.0,1.0,1.0,1.0
