county,election_id,election_year,ahcb_county,Amasa Paine,Daniel Crandell,John D. Dickinson,John L. Hogeboom,John P. Cushman,Jonathan Brown,Keating Rawson,Thomas Turner,William Forkinson
Rensselaer,ny.uscongress10.1816,1816,RENSSELAER,1.0,1.0,2.0,1.0,2573.0,1.0,1.0,2107.0,1.0
