county,election_id,election_year,ahcb_county,Henry Cunningham,Henry Markell,Martin Van Beuren,William I. Clase,William L. Dodge
Montgomery,ny.uscongress16.1824,1824,MONTGOMERY,1.0,3115.0,1.0,1.0,2565.0
