county,election_id,election_year,ahcb_county,Chancey Stuart,David Hopkins,David Thomas,Ebenezer Clark,Ebenezer Russell,Edward Savage,John Williams,Starling Waters
Washington,ny.uscongress12.1802,1802,WASHINGTON,1.0,1.0,2218.0,4.0,20.0,1.0,1243.0,1.0
