county,election_id,election_year,ahcb_county,Benedict Brooks,Chauncey L. Sheldon,Ethan B. Allen,Henry Tisdale,Isaac Sutherland,Isaac Wilson,Leicester Stone,Parmenio Adams,Richard Brown,Thaddeus Joy,Whitney Jones Farnsworth
Genesee,ny.uscongress29.1822,1822,GENESEE,2.0,1.0,1.0,2.0,1.0,2071.0,1.0,2072.0,1.0,2.0,5.0
