county,election_id,election_year,ahcb_county,Jacob Morton,Peter H. Wendover,Philip Van Cortlandt,Samuel Bayard,Samuel L. Mitchell,William H. Woolsey
New York,ny.uscongress2.1800,1800,NEW YORK,2091.0,1.0,8.0,2.0,2180.0,1.0
