county,election_id,election_year,ahcb_county,Adam Smith,Alexander Sheldon,Alfred Conkling,Jesse J. De Graaf,John W. Cady
Montgomery,ny.uscongress16.1822,1822,MONTGOMERY,1.0,2148.0,1.0,1.0,2215.0
