county,election_id,election_year,ahcb_county,Alexander MacDooll,Archibald MacIntyre,Daniel L. Van Antwerp,Gaffer Van Wie,Harmanus Bleecker,Lancelot Fidler,Oman Van Rennsselaer,Solomon Van Rensselaer
Albany,ny.uscongress9.1821,1821,ALBANY,2.0,1.0,1.0,1.0,1798.0,2.0,1.0,2393.0
