county,election_id,election_year,ahcb_county,Christopher Bedell,Cornelius Bedell,George Townsend,Henry Crocheron,Isaac Kipp,Jacob Lorillard,John Anthon,John P. Mumford,Luke Kipp,P. H. Dover,Peter H. Wendover,William Irving,William Townsend
New York,ny.uscongress2.1814,1814,NEW YORK,3.0,16.0,14.0,7.0,1.0,4119.0,4119.0,1.0,1.0,1.0,4533.0,4577.0,17.0
