county,election_id,election_year,ahcb_county,Anthony Cronkhite,Asa Mann,Bartholomew Harvey,Benjamin Covill,Benjamin Smith,Eleazer Peck,Hosea Moffit,James Dole,John Moshure,John N.V. Carmerhorn,John Thomas,John W. Schermerhorn,Marcus Williams,Peter Crandell,Simeon Viele,Smith Filkins,Thomas P. Grosvenor
Rensselaer,ny.uscongress10.1812,1812,RENSSELAER,1.0,1.0,1.0,1.0,1.0,1.0,2147.0,2.0,1.0,1.0,21.0,9.0,1.0,14.0,2.0,5.0,5.0
