candidate_num,county,election_id,election_date,election_year,election_type,election_label,office_name,office_id,candidate,name_id,affiliation,affiliation_id,vote
1,Beaver,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Patrick Farrelly,FP0028,Republican,A03,611
2,Beaver,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Robert Moore,MR0144,Republican,A03,1311
3,Beaver,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Beavon Pearson,PB0072,Republican,A03,24
1,Crawford,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Patrick Farrelly,FP0028,Republican,A03,1027
2,Crawford,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Robert Moore,MR0144,Republican,A03,80
3,Crawford,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Beavon Pearson,PB0072,Republican,A03,47
1,Erie,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Patrick Farrelly,FP0028,Republican,A03,645
2,Erie,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Robert Moore,MR0144,Republican,A03,238
3,Erie,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Beavon Pearson,PB0072,Republican,A03,16
1,Mercer,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Patrick Farrelly,FP0028,Republican,A03,301
2,Mercer,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Robert Moore,MR0144,Republican,A03,996
3,Mercer,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Beavon Pearson,PB0072,Republican,A03,168
1,Venango,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Patrick Farrelly,FP0028,Republican,A03,565
2,Venango,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Robert Moore,MR0144,Republican,A03,120
3,Venango,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Beavon Pearson,PB0072,Republican,A03,15
1,Warren,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Patrick Farrelly,FP0028,Republican,A03,252
2,Warren,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Robert Moore,MR0144,Republican,A03,1
3,Warren,pa.congress.15.1820,1820-10,1820,General,"Pennsylvania 1820 U.S. House of Representatives, District 15",U.S. House of Representatives,ON125,Beavon Pearson,PB0072,Republican,A03,16
