election_id,election_year,candidate,name_id,affiliation,affiliation_id,county_vote,district_vote,difference_vote,difference_percentage
pa.uscongress4.1802,1802,John A. Hanna,HJ0754,Republican,A03,6110,293,-5817,0.95
pa.uscongress4.1802,1802,David Bard,BD0120,Republican,A03,5970,374,-5596,0.94
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,65,-4193,0.98
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,99,-4159,0.98
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,100,-4158,0.98
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,114,-4144,0.97
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,121,-4137,0.97
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,130,-4128,0.97
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,136,-4122,0.97
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,140,-4118,0.97
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,150,-4108,0.96
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,152,-4106,0.96
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,189,-4069,0.96
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,210,-4048,0.95
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,211,-4047,0.95
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,232,-4026,0.95
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,337,-3921,0.92
pa.uscongress5.1802,1802,Andrew Gregg,GA0060,Republican,A03,4258,356,-3902,0.92
pa.uscongress1.1802,1802,Joseph Clay,CJ0754,Republican,A03,3274,NA,-3274,1.0
pa.uscongress1.1802,1802,Jacob Richards,RJ0353,Republican,A03,3264,NA,-3264,1.0
pa.uscongress1.1802,1802,Michael Leib,LM0058,Republican,A03,2929,NA,-2929,1.0
pa.uscongress6.1802,1802,John Stewart,SJ0949,Republican,A03,2285,59,-2226,0.97
pa.uscongress6.1802,1802,John Stewart,SJ0949,Republican,A03,2285,90,-2195,0.96
pa.uscongress6.1802,1802,John Stewart,SJ0949,Republican,A03,2285,125,-2160,0.95
pa.uscongress11.1802,1802,John B.C. Lucas,LJ0337,Republican,A03,2169,43,-2126,0.98
pa.uscongress6.1802,1802,John Stewart,SJ0949,Republican,A03,2285,173,-2112,0.92
pa.uscongress6.1802,1802,John Stewart,SJ0949,Republican,A03,2285,194,-2091,0.92
pa.uscongress1.1802,1802,Joseph Clay,CJ0754,Republican,A03,3274,5216,1942,0.37
pa.uscongress1.1802,1802,Jacob Richards,RJ0353,Republican,A03,3264,5165,1901,0.37
pa.uscongress1.1802,1802,Michael Leib,LM0058,Republican,A03,2929,4773,1844,0.39
pa.uscongress7.1802,1802,John Rea,RJ0310,Republican,A03,2173,427,-1746,0.8
pa.uscongress6.1802,1802,John Edie,EJ0174,Federalist,A01,1748,127,-1621,0.93
pa.uscongress11.1802,1802,"John Wilkins, Jr.",WJ0616,Federalist,A01,1625,20,-1605,0.99
pa.uscongress6.1802,1802,John Edie,EJ0174,Federalist,A01,1748,145,-1603,0.92
pa.uscongress1.1802,1802,George Latimer,LG0031,Federalist,A01,1510,3109,1599,0.51
pa.uscongress6.1802,1802,John Edie,EJ0174,Federalist,A01,1748,154,-1594,0.91
pa.uscongress1.1802,1802,Peter Brown,BP0075,Federalist,A01,1517,3082,1565,0.51
pa.uscongress6.1802,1802,John Edie,EJ0174,Federalist,A01,1748,183,-1565,0.9
pa.uscongress1.1802,1802,Jonas Preston,PJ0428,Federalist,A01,1497,3061,1564,0.51
pa.uscongress1.1802,1802,Peter Brown,BP0075,Federalist,A01,1517,NA,-1517,1.0
pa.uscongress1.1802,1802,George Latimer,LG0031,Federalist,A01,1510,NA,-1510,1.0
pa.uscongress1.1802,1802,Jonas Preston,PJ0428,Federalist,A01,1497,NA,-1497,1.0
pa.uscongress6.1802,1802,John Edie,EJ0174,Federalist,A01,1748,337,-1411,0.81
pa.uscongress9.1802,1802,John Smilie,SJ0970,Republican,A03,1873,2718,845,0.31
pa.uscongress7.1802,1802,Henry Woods,WH0059,Federalist,A01,941,157,-784,0.83
