id,state,year,congress,district
ct.special.congress.1790,CT,1790,2,0
ct.congress.1790,CT,1790,2,0
ct.congress.1792,CT,1792,3,0
ct.special2.congress.1793,CT,1793,3,0
ct.special.congress.1793,CT,1793,3,0
ct.congress.1794,CT,1794,4,0
ct.special.congress.1795,CT,1795,4,0
ct.congress.1796,CT,1796,5,0
ct.special.congress.1797,CT,1797,5,0
ct.congress.1798,CT,1798,6,0
ct.special.congress.1799,CT,1799,6,0
ct.special.congress.1800,CT,1800,7,0
ct.congress.1800,CT,1800,7,0
ct.uscongress.special.1801,CT,1801,7,0
ct.nomination.congress.1802,CT,1802,8,0
ct.congress.1802,CT,1802,8,0
ct.uscongress.1803,CT,1803,8,0
ct.congress.1804,CT,1804,9,0
ct.nomination.congress.1804,CT,1804,9,0
ct.nomination.congress.1806,CT,1806,10,0
ct.uscongress.1808,CT,1808,11,0
ct.special.congress.1810,CT,1810,12,0
ct.congress.1810,CT,1810,12,0
ct.nomination.congress.1812,CT,1812,13,0
ct.congress.1812,CT,1812,13,0
ct.nomination.congress.1814,CT,1814,14,0
ct.nomination.congress.1816,CT,1816,15,0
ct.congress.1816,CT,1816,15,0
ct.special.congress.1817,CT,1817,15,0
ct.special.congress.1818,CT,1818,16,0
ct.nomination.congress.1818,CT,1818,16,0
ct.congress.1818,CT,1818,16,0
