id,state,year,congress,district
il.uscongress.1818,IL,1818,16,0
il.uscongress.1819,IL,1819,16,0
il.uscongress.1820,IL,1820,17,0
il.uscongress.1822,IL,1822,18,0
il.uscongress.1824,IL,1824,19,0
