id,state,year,congress,district
ma.uscongress.southern.1.ballot5.1799,MA,1799,6,5
ma.uscongress.southern.3.ballot2.1799,MA,1799,6,7
ma.uscongress.southern.1.ballot3.1799,MA,1799,6,5
ma.uscongress.southern.1.ballot2.1799,MA,1799,6,5
ma.uscongress.southern.1.ballot4.1799,MA,1799,6,5
ma.uscongress.western.4.special.ballot3.1800,MA,1800,6,4
ma.uscongress.eastern.1.1800,MA,1800,7,12
ma.uscongress.western.4.special.1800,MA,1800,6,4
ma.uscongress.western.2.1800,MA,1800,7,2
ma.uscongress.eastern.3.1800,MA,1800,7,14
ma.uscongress.southern.2.1800,MA,1800,7,6
ma.uscongress.southern.1.1800,MA,1800,7,5
ma.uscongress.eastern.2.1800,MA,1800,7,13
ma.uscongress.middle.3.special.ballot2.1800,MA,1800,6,10
ma.uscongress.middle.4.1800,MA,1800,7,11
ma.uscongress.western.1.1800,MA,1800,7,1
ma.uscongress.western.4.special.ballot2.1800,MA,1800,6,4
ma.uscongress.middle.2.1800,MA,1800,7,9
ma.uscongress.middle.3.1800,MA,1800,7,10
ma.uscongress.western.3.special.1800,MA,1800,6,3
ma.uscongress.middle.1.1800,MA,1800,7,8
ma.uscongress.middle.3.special.1800,MA,1800,6,10
ma.uscongress.southern.3.1800,MA,1800,7,7
ma.uscongress.western.4.1800,MA,1800,7,4
ma.uscongress.western.3.1800,MA,1800,7,3
ma.uscongress.eastern.3.special.1801,MA,1801,7,14
ma.uscongress.southern.2.ballot2.1801,MA,1801,7,6
ma.uscongress.eastern.1.special.1801,MA,1801,7,12
ma.uscongress.eastern.1.special.ballot2.1801,MA,1801,7,12
ma.uscongress.western.4.special.ballot2.1801,MA,1801,7,4
ma.uscongress.western.4.special.1801,MA,1801,7,4
ma.uscongress.western.1.ballot2.1801,MA,1801,7,1
ma.uscongress.kennebec.1802,MA,1802,8,17
ma.uscongress.middlesex.1802,MA,1802,8,4
ma.uscongress.norfolk.1802,MA,1802,8,13
ma.uscongress.cumberland.1802,MA,1802,8,15
ma.uscongress.worcestersouth.1802,MA,1802,8,10
ma.uscongress.essexsouth.1802,MA,1802,8,2
ma.uscongress.suffolk.1802,MA,1802,8,1
ma.uscongress.bristol.1802,MA,1802,8,9
ma.uscongress.york.1802,MA,1802,8,14
ma.uscongress.worcesternorth.1802,MA,1802,8,11
ma.uscongress.essexnorth.1802,MA,1802,8,3
ma.uscongress.barnstable.1802,MA,1802,8,8
ma.uscongress.hampshirenorth.1802,MA,1802,8,6
ma.uscongress.eastern.1.special.ballot5.1802,MA,1802,7,1
ma.uscongress.hampshiresouth.1802,MA,1802,8,5
ma.uscongress.berkshire.1802,MA,1802,8,12
ma.uscongress.plymouth.1802,MA,1802,8,7
ma.uscongress.eastern.1.special.ballot4.1802,MA,1802,7,1
ma.uscongress.lincoln.1802,MA,1802,8,16
ma.uscongress.eastern.1.special.ballot3.1802,MA,1802,7,1
ma.uscongress.hampshirenorth.ballot2.1803,MA,1803,8,6
ma.uscongress.hampshirenorth.ballot3.1803,MA,1803,8,6
ma.uscongress.bristol.1804,MA,1804,9,9
ma.uscongress.hampshirenorth.1804,MA,1804,9,6
ma.uscongress.berkshire.1804,MA,1804,9,12
ma.uscongress.berkshire.special.1804,MA,1804,8,12
ma.uscongress.cumberland.1804,MA,1804,9,15
ma.uscongress.lincoln.1804,MA,1804,9,16
ma.uscongress.suffolk.1804,MA,1804,9,1
ma.uscongress.essexsouth.1804,MA,1804,9,2
ma.uscongress.hampshiresouth.1804,MA,1804,9,5
ma.uscongress.middlesex.1804,MA,1804,9,4
ma.uscongress.essexnorth.1804,MA,1804,9,3
ma.uscongress.worcestersouth.1804,MA,1804,9,10
ma.uscongress.kennebec.1804,MA,1804,9,17
ma.uscongress.norfolk.1804,MA,1804,9,13
ma.uscongress.york.1804,MA,1804,9,14
ma.uscongress.worcesternorth.1804,MA,1804,9,11
ma.uscongress.plymouth.1804,MA,1804,9,7
ma.uscongress.barnstable.1804,MA,1804,9,8
ma.uscongress.middlesex.1806,MA,1806,10,4
ma.uscongress.plymouth.1806,MA,1806,10,7
ma.uscongress.bristol.1806,MA,1806,10,9
ma.uscongress.berkshire.1806,MA,1806,10,12
ma.uscongress.barnstable.1806,MA,1806,10,8
ma.uscongress.suffolk.1806,MA,1806,10,1
ma.uscongress.lincoln.1806,MA,1806,10,16
ma.uscongress.hampshiresouth.1806,MA,1806,10,6
ma.uscongress.worcesternorth.1806,MA,1806,10,11
ma.uscongress.essexsouth.1806,MA,1806,10,2
ma.uscongress.essexnorth.1806,MA,1806,10,3
ma.uscongress.cumberland.1806,MA,1806,10,15
ma.uscongress.york.1806,MA,1806,10,14
ma.uscongress.worcestersouth.1806,MA,1806,10,10
ma.uscongress.kennebec.1806,MA,1806,10,17
ma.uscongress.norfolk.1806,MA,1806,10,13
ma.uscongress.hampshirenorth.1806,MA,1806,10,6
ma.uscongress.berkshire.special.1807,MA,1807,10,12
ma.uscongress.berkshire.1808,MA,1808,11,12
ma.uscongress.cumberland.1808,MA,1808,11,15
ma.uscongress.lincoln.1808,MA,1808,11,16
ma.uscongress.kennebec.1808,MA,1808,11,17
ma.uscongress.essexnorth.1808,MA,1808,11,3
ma.uscongress.barnstable.1808,MA,1808,11,8
ma.uscongress.worcesternorth.1808,MA,1808,11,11
ma.uscongress.bristol.1808,MA,1808,11,9
ma.uscongress.plymouth.1808,MA,1808,11,7
ma.uscongress.suffolk.1808,MA,1808,11,1
ma.uscongress.norfolk.1808,MA,1808,11,13
ma.uscongress.hampshirenorth.1808,MA,1808,11,6
ma.uscongress.worcestersouth.1808,MA,1808,11,10
ma.uscongress.hampshiresouth.1808,MA,1808,11,5
ma.uscongress.middlesex.1808,MA,1808,11,4
ma.uscongress.york.1808,MA,1808,11,14
ma.uscongress.essexsouth.special.1808,MA,1808,10,3
ma.uscongress.essexsouth.1808,MA,1808,11,3
ma.uscongress.plymouth.special.1809,MA,1809,11,7
ma.uscongress.berkshire.1810,MA,1810,12,12
ma.uscongress.plymouth.1810,MA,1810,12,7
ma.uscongress.essexsouth.1810,MA,1810,12,2
ma.uscongress.barnstable.1810,MA,1810,12,8
ma.uscongress.essexnorth.1810,MA,1810,12,3
ma.uscongress.york.1810,MA,1810,12,14
ma.uscongress.lincoln.1810,MA,1810,12,16
ma.uscongress.worcestersouth.special.1810,MA,1810,11,10
ma.uscongress.suffolk.1810,MA,1810,12,1
ma.uscongress.worcesternorth.special.1810,MA,1810,11,11
ma.uscongress.hampshiresouth.1810,MA,1810,12,5
ma.uscongress.hampshirenorth.1810,MA,1810,12,6
ma.uscongress.cumberland.1810,MA,1810,12,15
ma.uscongress.worcesternorth.1810,MA,1810,12,11
ma.uscongress.middlesex.1810,MA,1810,12,4
ma.uscongress.worcestersouth.1810,MA,1810,12,10
ma.uscongress.kennebec.1810,MA,1810,12,17
ma.uscongress.bristol.1810,MA,1810,12,9
ma.uscongress.norfolk.1810,MA,1810,12,13
ma.uscongress.middlesex.special.ballot2.1811,MA,1811,12,4
ma.uscongress.middlesex.special.1811,MA,1811,12,4
ma.uscongress.cumberland.ballot2.1811,MA,1811,12,15
ma.uscongress.middlesex.1812,MA,1812,13,4
ma.uscongress.eastern6.1812,MA,1812,13,19
ma.uscongress.bristol.1812,MA,1812,13,9
ma.uscongress.kennebec.special.1812,MA,1812,12,17
ma.uscongress.essexnorth.1812,MA,1812,13,3
ma.uscongress.eastern4.1812,MA,1812,13,17
ma.uscongress.eastern2.1812,MA,1812,13,15
ma.uscongress.berkshire.1812,MA,1812,13,12
ma.uscongress.essexsouth.1812,MA,1812,13,2
ma.uscongress.eastern3.1812,MA,1812,13,16
ma.uscongress.plymouth.1812,MA,1812,13,7
ma.uscongress.hampshirenouth.1812,MA,1812,13,6
ma.uscongress.hampshiresouth.1812,MA,1812,13,5
ma.uscongress.norfolk.1812,MA,1812,13,13
ma.uscongress.worcestersouth.1812,MA,1812,13,10
ma.uscongress.eastern1.1812,MA,1812,13,14
ma.uscongress.barnstable.1812,MA,1812,13,8
ma.uscongress.suffolk.1812,MA,1812,13,1
ma.uscongress.eastern7.1812,MA,1812,13,20
ma.uscongress.worcesternorth.1812,MA,1812,13,11
ma.uscongress.eastern5.1812,MA,1812,13,18
ma.uscongress.eastern6.ballot2.1813,MA,1813,13,19
ma.uscongress.hampshirenorth.1814,MA,1814,14,6
ma.uscongress.worcestersouth.1814,MA,1814,14,11
ma.uscongress.suffolk.1814,MA,1814,14,1
ma.uscongress.eastern6.1814,MA,1814,14,19
ma.uscongress.eastern7.1814,MA,1814,14,20
ma.uscongress.berkshire.special.1814,MA,1814,13,12
ma.uscongress.eastern5.1814,MA,1814,14,18
ma.uscongress.essexsouth.1814,MA,1814,14,2
ma.uscongress.eastern4.1814,MA,1814,14,17
ma.uscongress.plymouth.1814,MA,1814,14,8
ma.uscongress.middlesex.special.1814,MA,1814,13,4
ma.uscongress.essexnorth.1814,MA,1814,14,3
ma.uscongress.norfolk.1814,MA,1814,14,13
ma.uscongress.berkshire.1814,MA,1814,14,7
ma.uscongress.worcesternorth.1814,MA,1814,14,12
ma.uscongress.hampshiresouth.1814,MA,1814,14,5
ma.uscongress.bristol.1814,MA,1814,14,10
ma.uscongress.middlesex.1814,MA,1814,14,4
ma.uscongress.eastern1.1814,MA,1814,14,14
ma.uscongress.eastern3.1814,MA,1814,14,16
ma.uscongress.barnstable.1814,MA,1814,14,9
ma.uscongress.eastern2.1814,MA,1814,14,15
ma.uscongress.eastern4.ballot2.1815,MA,1815,14,17
ma.uscongress.eastern6.ballot2.1815,MA,1815,14,19
ma.uscongress.eastern7.1816,MA,1816,15,20
ma.uscongress.plymouth.1816,MA,1816,15,8
ma.uscongress.bristol.1816,MA,1816,15,10
ma.uscongress.eastern1.1816,MA,1816,15,14
ma.uscongress.berkshire.1816,MA,1816,15,7
ma.uscongress.eastern2.1816,MA,1816,15,15
ma.uscongress.eastern3.1816,MA,1816,15,16
ma.uscongress.suffolk.1816,MA,1816,15,1
ma.uscongress.eastern5.1816,MA,1816,15,18
ma.uscongress.eastern6.1816,MA,1816,15,19
ma.uscongress.essexsouth.1816,MA,1816,15,2
ma.uscongress.hampshiresouth.1816,MA,1816,15,5
ma.uscongress.worcesternorth.1816,MA,1816,15,12
ma.uscongress.norfolk.1816,MA,1816,15,13
ma.uscongress.worcestersouth.special.1816,MA,1816,14,11
ma.uscongress.worcestersouth.1816,MA,1816,15,11
ma.uscongress.hampshirenorth.1816,MA,1816,15,6
ma.uscongress.barnstable.1816,MA,1816,15,9
ma.uscongress.middlesex.1816,MA,1816,15,4
ma.uscongress.essexnorth.1816,MA,1816,15,3
ma.uscongress.eastern4.1816,MA,1816,15,17
ma.uscongress.eastern6.ballot6.1817,MA,1817,15,19
ma.uscongress.eastern6.ballot3.1817,MA,1817,15,19
ma.uscongress.eastern5.ballot5.1817,MA,1817,15,18
ma.uscongress.eastern5.ballot2.1817,MA,1817,15,18
ma.uscongress.essexnorth.ballot3.1817,MA,1817,15,3
ma.uscongress.eastern5.ballot4.1817,MA,1817,15,18
ma.uscongress.eastern6.ballot4.1817,MA,1817,15,19
ma.uscongress.barnstable.ballot3.1817,MA,1817,15,9
ma.uscongress.plymouth.ballot2.1817,MA,1817,15,8
ma.uscongress.eastern6.ballot5.1817,MA,1817,15,19
ma.uscongress.barnstable.ballot2.1817,MA,1817,15,9
ma.uscongress.eastern6.ballot2.1817,MA,1817,15,19
ma.uscongress.suffolk.special.1817,MA,1817,15,1
ma.uscongress.essexnorth.ballot2.1817,MA,1817,15,3
ma.uscongress.eastern5.ballot3.1817,MA,1817,15,18
ma.uscongress.plymouth.1818,MA,1818,16,8
ma.uscongress.suffolk.1818,MA,1818,16,1
ma.uscongress.eastern4.1818,MA,1818,16,17
ma.uscongress.bristol.1818,MA,1818,16,10
ma.uscongress.eastern5.1818,MA,1818,16,18
ma.uscongress.worcestersouth.1818,MA,1818,16,11
ma.uscongress.essexsouth.1818,MA,1818,16,2
ma.uscongress.hampshiresouth.1818,MA,1818,16,5
ma.uscongress.berkshire.1818,MA,1818,16,7
ma.uscongress.eastern7.special.1818,MA,1818,15,20
ma.uscongress.eastern2.1818,MA,1818,16,15
ma.uscongress.norfolk.1818,MA,1818,16,13
ma.uscongress.middlesex.1818,MA,1818,16,4
ma.uscongress.essexnorth.1818,MA,1818,16,3
ma.uscongress.eastern7.1818,MA,1818,16,20
ma.uscongress.eastern3.1818,MA,1818,16,16
ma.uscongress.eastern6.1818,MA,1818,16,19
ma.uscongress.worcesternorth.1818,MA,1818,16,12
ma.uscongress.eastern1.1818,MA,1818,16,14
ma.uscongress.barnstable.1818,MA,1818,16,9
ma.uscongress.hampshirenorth.1818,MA,1818,16,6
ma.uscongress.eastern4.ballot2.1819,MA,1819,16,17
ma.uscongress.eastern5.ballot2.1819,MA,1819,16,18
ma.uscongress.hampshiresouth.ballot2.1819,MA,1819,16,5
ma.uscongress.eastern4.ballot3.1819,MA,1819,16,17
ma.uscongress.eastern3.ballot2.1819,MA,1819,16,16
ma.uscongress.eastern3.ballot3.1819,MA,1819,16,16
ma.uscongress.berkshire.ballot2.1819,MA,1819,16,7
ma.uscongress.barnstable.1820,MA,1820,17,9
ma.uscongress.essexnorth.1820,MA,1820,17,3
ma.uscongress.suffolk.special.ballot2.1820,MA,1820,16,1
ma.uscongress.essexsouth.1820,MA,1820,17,2
ma.uscongress.bristol.1820,MA,1820,17,12
ma.uscongress.worcesternorth.1820,MA,1820,17,10
ma.uscongress.hampshirenorth.1820,MA,1820,17,6
ma.uscongress.hampshiresouth.1820,MA,1820,17,5
ma.uscongress.berkshire.1820,MA,1820,17,7
ma.uscongress.norfolk.special.1820,MA,1820,16,13
ma.uscongress.suffolk.special.1820,MA,1820,16,1
ma.uscongress.plymouth.special.ballot2.1820,MA,1820,16,8
ma.uscongress.plymouth.special.1820,MA,1820,16,8
ma.uscongress.worcestersouth.1820,MA,1820,17,11
ma.uscongress.plymouth.1820,MA,1820,17,8
ma.uscongress.norfolk.1820,MA,1820,17,13
ma.uscongress.suffolk.1820,MA,1820,17,1
ma.uscongress.middlesex.1820,MA,1820,17,4
ma.uscongress.essexsouth.ballot3.1821,MA,1821,17,2
ma.uscongress.essexsouth.ballot2.1821,MA,1821,17,2
ma.uscongress.worcesternorth.1822,MA,1822,18,6
ma.uscongress.bristol.1822,MA,1822,18,12
ma.uscongress.barnstable.1822,MA,1822,18,13
ma.uscongress.essexsouth.1822,MA,1822,18,2
ma.uscongress.suffolk.1822,MA,1822,18,1
ma.uscongress.essexnorth.1822,MA,1822,18,3
ma.uscongress.hampden.1822,MA,1822,18,8
ma.uscongress.middlesex.1822,MA,1822,18,4
ma.uscongress.worcestersouth.1822,MA,1822,18,5
ma.uscongress.franklin.1822,MA,1822,18,7
ma.uscongress.norfolk.1822,MA,1822,18,10
ma.uscongress.plymouth.1822,MA,1822,18,11
ma.uscongress.berkshire.1822,MA,1822,18,9
ma.uscongress.worcesternorth.ballot2.1823,MA,1823,18,6
ma.uscongress.worcesternorth.ballot3.1823,MA,1823,18,6
ma.uscongress.essexsouth.ballot2.1823,MA,1823,18,2
ma.uscongress.norfolk.special.1823,MA,1823,18,10
ma.uscongress.worcestersouth.ballot2.1823,MA,1823,18,5
ma.uscongress.norfolk.ballot2.1824,MA,1824,19,10
ma.uscongress.worcesternorth.1824,MA,1824,19,6
ma.uscongress.hampden.1824,MA,1824,19,8
ma.uscongress.worcestersouth.1824,MA,1824,19,5
ma.uscongress.essexsouth.1824,MA,1824,19,2
ma.uscongress.plymouth.1824,MA,1824,19,11
ma.uscongress.barnstable.1824,MA,1824,19,13
ma.uscongress.middlesex.1824,MA,1824,19,4
ma.uscongress.berkshire.1824,MA,1824,19,9
ma.uscongress.norfolk.special.1824,MA,1824,18,10
ma.uscongress.norfolk.1824,MA,1824,19,10
ma.uscongress.norfolk.special.ballot2.1824,MA,1824,18,10
ma.uscongress.franklin.1824,MA,1824,19,7
ma.uscongress.suffolk.1824,MA,1824,19,1
ma.uscongress.norfolk.special.ballot3.1824,MA,1824,18,10
ma.uscongress.essexnorth.1824,MA,1824,19,3
ma.uscongress.bristol.1824,MA,1824,19,12
ma.uscongress.essexnorth.ballot2.1825,MA,1825,19,3
ma.uscongress.franklin.ballot2.1825,MA,1825,19,7
ma.uscongress.bristol.ballot2.1825,MA,1825,19,12
ma.uscongress.norfolk.ballot3.1825,MA,1825,19,10
ma.uscongress.hampden.ballot3.1825,MA,1825,19,8
ma.uscongress.worcestersouth.ballot2.1825,MA,1825,19,5
ma.uscongress.worcestersouth.ballot3.1825,MA,1825,19,5
ma.uscongress.hampden.ballot2.1825,MA,1825,19,8
ma.uscongress.worcestersouth.ballot4.1825,MA,1825,19,5
