id,state,year,congress,district
ma.uscongress.3.1788,MA,1788,1,3
ma.uscongress.5.1788,MA,1788,1,5
ma.uscongress.1.1788,MA,1788,1,1
ma.uscongress.7.1788,MA,1788,1,7
ma.uscongress.8.1788,MA,1788,1,8
ma.uscongress.2.1788,MA,1788,1,2
ma.uscongress.4.1788,MA,1788,1,4
ma.uscongress.6.1788,MA,1788,1,6
ma.uscongress.4.ballot4.1789,MA,1789,1,4
ma.uscongress.8.ballot2.1789,MA,1789,1,8
ma.uscongress.4.ballot2.1789,MA,1789,1,4
ma.uscongress.4.ballot5.1789,MA,1789,1,4
ma.uscongress.3.ballot2.1789,MA,1789,1,3
ma.uscongress.2.ballot2.1789,MA,1789,1,2
ma.uscongress.8.ballot3.1789,MA,1789,1,8
ma.uscongress.4.ballot3.1789,MA,1789,1,4
ma.uscongress.7.1790,MA,1790,2,7
ma.uscongress.4.1790,MA,1790,2,4
ma.uscongress.5.ballot2.1790,MA,1790,2,5
ma.uscongress.6.ballot2.1790,MA,1790,2,6
ma.uscongress.5.1790,MA,1790,2,5
ma.uscongress.6.1790,MA,1790,2,6
ma.uscongress.7.ballot2.1790,MA,1790,2,7
ma.uscongress.8.1790,MA,1790,2,8
ma.uscongress.8.ballot2.1790,MA,1790,2,8
ma.uscongress.2.1790,MA,1790,2,2
ma.uscongress.1.1790,MA,1790,2,1
ma.uscongress.3.1790,MA,1790,2,3
ma.uscongress.6.ballot4.1791,MA,1791,2,6
ma.uscongress.8.ballot4.1791,MA,1791,2,8
ma.uscongress.6.ballot3.1791,MA,1791,2,6
ma.uscongress.8.ballot3.1791,MA,1791,2,8
ma.uscongress.6.ballot6.1791,MA,1791,2,6
ma.uscongress.6.ballot5.1791,MA,1791,2,6
ma.uscongress.6.ballot7.1791,MA,1791,2,6
ma.uscongress.6.ballot8.1791,MA,1791,2,6
ma.uscongress.1.essex.1792,MA,1792,3,1
ma.uscongress.4.york.1792,MA,1792,3,4
ma.uscongress.2.hampshire.1792,MA,1792,3,2
ma.uscongress.4.lincolnhancockwashington.1792,MA,1792,3,4
ma.uscongress.2.worcester.1792,MA,1792,3,2
ma.uscongress.2.berkshire.1792,MA,1792,3,2
ma.uscongress.1.1792,MA,1792,3,1
ma.uscongress.1.suffolk.1792,MA,1792,3,1
ma.uscongress.4.cumberland.1792,MA,1792,3,4
ma.uscongress.6.ballot9.1792,MA,1792,3,6
ma.uscongress.3.barnstableplymouth.1792,MA,1792,3,3
ma.uscongress.2.1792,MA,1792,3,2
ma.uscongress.atlarge.1792,MA,1792,3,0
ma.uscongress.3.bristoldukesnantucket.1792,MA,1792,3,3
ma.uscongress.1.middlesex.1792,MA,1792,3,1
ma.uscongress.4.cumberland.ballot3.1793,MA,1793,3,4
ma.uscongress.2.hampshire.ballot2.1793,MA,1793,3,2
ma.uscongress.1.ballot2.1793,MA,1793,3,1
ma.uscongress.2.hampshire.ballot3.1793,MA,1793,3,2
ma.uscongress.4.cumberland.ballot2.1793,MA,1793,3,4
ma.uscongress.2.ballot3.1793,MA,1793,3,2
ma.uscongress.2.ballot2.1793,MA,1793,3,2
ma.uscongress.3.barnstableplymouth.ballot2.1793,MA,1793,3,3
ma.uscongress.1.ballot3.1793,MA,1793,3,1
ma.uscongress.4.lincolnhancockwashington.ballot2.1793,MA,1793,3,4
ma.uscongress.western.2.1794,MA,1794,4,2
ma.uscongress.western.3.1794,MA,1794,4,3
ma.uscongress.southern.1.1794,MA,1794,4,5
ma.uscongress.eastern.1.1794,MA,1794,4,12
ma.uscongress.eastern.3.1794,MA,1794,4,14
ma.uscongress.middle.4.1794,MA,1794,4,11
ma.uscongress.middle.3.1794,MA,1794,4,10
ma.uscongress.western.4.1794,MA,1794,4,4
ma.uscongress.southern.3.1794,MA,1794,4,7
ma.uscongress.middle.2.1794,MA,1794,4,9
ma.uscongress.middle.1.1794,MA,1794,4,8
ma.uscongress.western.1.1794,MA,1794,4,1
ma.uscongress.eastern.2.1794,MA,1794,4,13
ma.uscongress.southern.2.1794,MA,1794,4,6
ma.uscongress.eastern.3.ballot2.1795,MA,1795,4,14
ma.uscongress.middle.2.ballot2.1795,MA,1795,4,9
ma.uscongress.middle.2.ballot3.1795,MA,1795,4,9
ma.uscongress.southern.3.ballot4.1795,MA,1795,4,7
ma.uscongress.middle.4.ballot3.1795,MA,1795,4,11
ma.uscongress.southern.3.ballot3.1795,MA,1795,4,7
ma.uscongress.southern.3.ballot2.1795,MA,1795,4,7
ma.uscongress.middle.4.ballot2.1795,MA,1795,4,11
ma.uscongress.eastern.2.ballot2.1795,MA,1795,4,13
ma.uscongress.western.1.special.1796,MA,1796,4,1
ma.uscongress.western.4.1796,MA,1796,5,4
ma.uscongress.middle.2.1796,MA,1796,5,9
ma.uscongress.western.1.special2.1796,MA,1796,4,1
ma.uscongress.middle.3.special.1796,MA,1796,4,10
ma.uscongress.southern.2.1796,MA,1796,5,6
ma.uscongress.middle.3.special2.1796,MA,1796,4,10
ma.uscongress.middle.4.1796,MA,1796,5,11
ma.uscongress.eastern.3.1796,MA,1796,5,14
ma.uscongress.middle.3.1796,MA,1796,5,10
ma.uscongress.western.2.1796,MA,1796,5,2
ma.uscongress.southern.3.1796,MA,1796,5,7
ma.uscongress.middle.1.1796,MA,1796,5,8
ma.uscongress.western.1.1796,MA,1796,5,1
ma.uscongress.eastern.1.1796,MA,1796,5,12
ma.uscongress.western.3.1796,MA,1796,5,3
ma.uscongress.eastern.2.1796,MA,1796,5,13
ma.uscongress.southern.1.1796,MA,1796,5,5
ma.uscongress.eastern.1.ballot2.1797,MA,1797,5,12
ma.uscongress.eastern.1.ballot3.1797,MA,1797,5,12
ma.uscongress.southern.3.ballot2.1797,MA,1797,5,7
ma.uscongress.middle.4.special.1797,MA,1797,5,11
ma.uscongress.western.2.ballot2.1797,MA,1797,5,2
ma.uscongress.southern.3.ballot3.1797,MA,1797,5,7
ma.uscongress.western.2.1798,MA,1798,6,2
ma.uscongress.middle.3.1798,MA,1798,6,10
ma.uscongress.eastern.2.1798,MA,1798,6,13
ma.uscongress.southern.1.1798,MA,1798,6,5
ma.uscongress.middle.1.1798,MA,1798,6,8
ma.uscongress.southern.2.1798,MA,1798,6,6
ma.uscongress.middle.4.1798,MA,1798,6,11
ma.uscongress.eastern.1.1798,MA,1798,6,12
ma.uscongress.middle.2.1798,MA,1798,6,9
ma.uscongress.western.3.1798,MA,1798,6,3
ma.uscongress.southern.3.1798,MA,1798,6,7
ma.uscongress.western.1.1798,MA,1798,6,1
ma.uscongress.eastern.3.1798,MA,1798,6,14
ma.uscongress.western.4.1798,MA,1798,6,4
ma.uscongress.southern.3.ballot4.1799,MA,1799,6,7
ma.uscongress.southern.3.ballot3.1799,MA,1799,6,7
