id,state,year,congress,district
ny.uscongress1.1789,NY,1789,1,1
ny.uscongress2.1789,NY,1789,1,2
ny.uscongress3.1789,NY,1789,1,3
ny.uscongress4.1789,NY,1789,1,4
ny.uscongress5.1789,NY,1789,1,5
ny.uscongress6.1789,NY,1789,1,6
ny.uscongress1.1790,NY,1790,2,1
ny.uscongress2.1790,NY,1790,2,2
ny.uscongress3.1790,NY,1790,2,3
ny.uscongress4.1790,NY,1790,2,4
ny.uscongress5.1790,NY,1790,2,5
ny.uscongress6.1790,NY,1790,2,6
ny.uscongressspecial.1791,NY,1791,2,1
ny.uscongress1.1793,NY,1793,3,1
ny.uscongress10.1793,NY,1793,3,10
ny.uscongress2.1793,NY,1793,3,2
ny.uscongress3.1793,NY,1793,3,3
ny.uscongress4.1793,NY,1793,3,4
ny.uscongress5.1793,NY,1793,3,5
ny.uscongress6.1793,NY,1793,3,6
ny.uscongress7.1793,NY,1793,3,7
ny.uscongress8.1793,NY,1793,3,8
ny.uscongress9.1793,NY,1793,3,9
ny.uscongress1.1794,NY,1794,4,1
ny.uscongress10.1794,NY,1794,4,10
ny.uscongress2.1794,NY,1794,4,2
ny.uscongress3.1794,NY,1794,4,3
ny.uscongress4.1794,NY,1794,4,4
ny.uscongress5.1794,NY,1794,4,5
ny.uscongress6.1794,NY,1794,4,6
ny.uscongress7.1794,NY,1794,4,7
ny.uscongress8.1794,NY,1794,4,8
ny.uscongress9.1794,NY,1794,4,9
ny.uscongress1.1796,NY,1796,5,1
ny.uscongress10.1796,NY,1796,5,10
ny.uscongress2.1796,NY,1796,5,2
ny.uscongress3.1796,NY,1796,5,3
ny.uscongress4.1796,NY,1796,5,4
ny.uscongress5.1796,NY,1796,5,5
ny.uscongress6.1796,NY,1796,5,6
ny.uscongress7.1796,NY,1796,5,7
ny.uscongress8.1796,NY,1796,5,8
ny.uscongress9.1796,NY,1796,5,9
ny.uscongress1.1798,NY,1798,6,1
ny.uscongress10.1798,NY,1798,6,10
ny.uscongress2.1798,NY,1798,6,2
ny.uscongress3.1798,NY,1798,6,3
ny.uscongress4.1798,NY,1798,6,4
ny.uscongress5.1798,NY,1798,6,5
ny.uscongress6.1798,NY,1798,6,6
ny.uscongress7.1798,NY,1798,6,7
ny.uscongress8.1798,NY,1798,6,8
ny.uscongress9.1798,NY,1798,6,9
ny.specialuscongress1.1799,NY,1799,6,1
ny.uscongress1.1800,NY,1800,7,1
ny.uscongress10.1800,NY,1800,7,10
ny.uscongress2.1800,NY,1800,7,2
ny.uscongress3.1800,NY,1800,7,3
ny.uscongress4.1800,NY,1800,7,4
ny.uscongress7.1800,NY,1800,7,7
ny.uscongress8.1800,NY,1800,7,8
ny.uscongress9.1800,NY,1800,7,9
ny.specialuscongress.1801,NY,1801,7,6
ny.uscongress1.1802,NY,1802,8,1
ny.uscongress10.1802,NY,1802,8,10
ny.uscongress11.1802,NY,1802,8,11
