id,state,year,congress,district
la.uscongress13th.1812,LA,1812,13,0
la.uscongress12thspecial.1812,LA,1812,12,0
la.uscongress.1814,LA,1814,14,0
la.uscongress.1816,LA,1816,15,0
la.uscongress.1818,LA,1818,16,0
la.uscongress.1820,LA,1820,17,0
la.uscongress2.1822,LA,1822,18,2
la.uscongress1.1822,LA,1822,18,1
la.uscongress3.1822,LA,1822,18,3
la.uscongress2.1824,LA,1824,19,2
la.uscongress3.1824,LA,1824,19,3
la.uscongress1.1824,LA,1824,19,1
