id,state,year,congress,district
sc.uscongress.district5.1788,SC,1788,1,5
sc.uscongress.district2.1788,SC,1788,1,2
sc.uscongress.district4.1788,SC,1788,1,4
sc.uscongress.district3.1788,SC,1788,1,3
sc.uscongress.district1.1788,SC,1788,1,1
sc.uscongress.district4.1790,SC,1790,2,4
sc.uscongress.district1.1790,SC,1790,2,1
sc.uscongress.district3.1790,SC,1790,2,3
sc.uscongress.district5.1790,SC,1790,2,5
sc.uscongress.district2.1790,SC,1790,2,2
sc.uscongress.district2.1793,SC,1793,3,2
sc.uscongress.district3.1793,SC,1793,3,3
sc.uscongress.district5.1793,SC,1793,3,5
sc.uscongress.district1.1793,SC,1793,3,1
sc.uscongress.district4.1793,SC,1793,3,4
sc.uscongress.district6.1793,SC,1793,3,6
sc.uscongress.district3.1794,SC,1794,4,3
sc.uscongress.district1.1794,SC,1794,4,1
sc.uscongress.district2.1794,SC,1794,4,2
sc.uscongress.specialelection.1795,SC,1795,4,2
sc.uscongress.ninety-six.1796,SC,1796,5,5
sc.uscongress.washington.1796,SC,1796,5,6
sc.uscongress.georgetown.1796,SC,1796,5,3
sc.uscongress.camden.1796,SC,1796,5,4
sc.uscongress.charleston.1796,SC,1796,5,1
sc.uscongress.beaufort.1796,SC,1796,5,2
sc.uscongress.specialelection.1797,SC,1797,5,1
sc.uscongress.georgetown.1798,SC,1798,6,3
sc.uscongress.washington.1798,SC,1798,6,6
sc.uscongress.camden.1798,SC,1798,6,4
sc.uscongress.charleston.1798,SC,1798,6,1
sc.uscongress.beaufort.1798,SC,1798,6,2
sc.uscongress.ninety-six.1798,SC,1798,6,5
sc.uscongress.georgetown.1800,SC,1800,7,3
sc.uscongress.washington.1800,SC,1800,7,6
sc.uscongress.beaufort.1800,SC,1800,7,2
sc.uscongress.charleston.1800,SC,1800,7,1
sc.uscongress.ninety-six.1800,SC,1800,7,5
sc.uscongress.camden.1800,SC,1800,7,4
sc.uscongress.camden.special.1802,SC,1802,7,4
sc.uscongress.edgefield.1803,SC,1803,8,2
sc.uscongress.orangeburg.1803,SC,1803,8,4
sc.uscongress.abbeville.1803,SC,1803,8,6
sc.uscongress.sumter.1803,SC,1803,8,5
sc.uscongress.pendleton.1803,SC,1803,8,8
sc.uscongress.chester.1803,SC,1803,8,7
sc.uscongress.georgetown.1803,SC,1803,8,3
sc.uscongress.charleston.1803,SC,1803,8,1
sc.uscongress.abbeville.1804,SC,1804,9,6
sc.uscongress.pendleton.1804,SC,1804,9,8
sc.uscongress.sumter.1804,SC,1804,9,5
sc.uscongress.orangeburg.1804,SC,1804,9,4
sc.uscongress.charleston.1804,SC,1804,9,1
sc.uscongress.edgefield.1804,SC,1804,9,2
sc.uscongress.georgetown.1804,SC,1804,9,3
sc.uscongress.spartanburg.1804,SC,1804,9,7
sc.uscongress.pendleton.1805,SC,1805,9,8
sc.uscongress.georgetown.1806,SC,1806,10,3
sc.uscongress.charleston.1806,SC,1806,10,2
sc.uscongress.orangeburgh.1806,SC,1806,10,4
sc.uscongress.sumter.1806,SC,1806,10,5
sc.uscongress.spartanburg.1806,SC,1806,10,7
sc.uscongress.pendleton.1806,SC,1806,10,8
sc.uscongress.beaufort.1806,SC,1806,10,2
sc.uscongress.abbeville.1806,SC,1806,10,6
sc.uscongress.newberry.specialelection.1807,SC,1807,10,6
sc.uscongress.district4.1808,SC,1808,11,4
sc.uscongress.district2.1808,SC,1808,11,2
sc.uscongress.district1.1808,SC,1808,11,1
sc.uscongress.district7.1808,SC,1808,11,7
sc.uscongress.district8.1808,SC,1808,11,8
sc.uscongress.district5.1808,SC,1808,11,5
sc.uscongress.district3.1808,SC,1808,11,3
sc.uscongress.district6.1808,SC,1808,11,6
sc.uscongress.edgefield.1810,SC,1810,12,2
sc.uscongress.pendleton.1810,SC,1810,12,8
sc.uscongress.charleston.1810,SC,1810,12,1
sc.uscongress.sumter.1810,SC,1810,12,5
sc.uscongress.orangeburgh.1810,SC,1810,12,4
sc.uscongress.newberry.1810,SC,1810,12,6
sc.uscongress.chester.1810,SC,1810,12,7
sc.uscongress.georgetown.1810,SC,1810,12,3
sc.uscongress.charleston.specialelection.1811,SC,1811,12,1
sc.uscongress.orangeburg.1812,SC,1812,13,4
sc.uscongress.pendleton.1812,SC,1812,13,7
sc.uscongress.chester.1812,SC,1812,13,8
sc.uscongress.sumter.1812,SC,1812,13,9
sc.uscongress.charleston.1812,SC,1812,13,1
sc.uscongress.edgefield.1812,SC,1812,13,6
sc.uscongress.georgetown.1812,SC,1812,13,3
sc.uscongress.beaufort.1812,SC,1812,13,2
sc.uscongress.newberry.1812,SC,1812,13,5
sc.uscongress.pendleton.1814,SC,1814,14,7
sc.uscongress.sumpter.1814,SC,1814,14,9
sc.uscongress.beaufort.1814,SC,1814,14,2
sc.uscongress.georgetown.1814,SC,1814,14,3
sc.uscongress.edgefield.1814,SC,1814,14,6
sc.uscongress.chester.1814,SC,1814,14,8
sc.uscongress.charleston.1814,SC,1814,14,1
sc.uscongress.newberry.1814,SC,1814,14,5
sc.uscongress.orangeburg.1814,SC,1814,14,4
sc.uscongress.edgefield.1816,SC,1816,15,6
sc.uscongress.sumpter.1816,SC,1816,15,9
sc.uscongress.camden.special.1816,SC,1816,14,9
sc.uscongress.georgetown.1816,SC,1816,15,3
sc.uscongress.chester.1816,SC,1816,15,8
sc.uscongress.newberry.1816,SC,1816,15,5
sc.uscongress.charleston.1816,SC,1816,15,1
sc.uscongress.pendleton.1816,SC,1816,15,7
sc.uscongress.orangeburg.1816,SC,1816,15,4
sc.uscongress.beaufort.1816,SC,1816,15,2
sc.uscongress.newberry.1818,SC,1818,16,5
sc.uscongress.beaufort.1818,SC,1818,16,2
sc.uscongress.edgefield.special.1818,SC,1818,15,6
sc.uscongress.chester.1818,SC,1818,16,8
sc.uscongress.edgefield.1818,SC,1818,16,6
sc.uscongress.orangeburg.1818,SC,1818,16,4
sc.uscongress.georgetown.1818,SC,1818,16,3
sc.uscongress.sumpter.1818,SC,1818,16,9
sc.uscongress.charleston.1818,SC,1818,16,1
sc.uscongress.pendleton.1818,SC,1818,16,7
sc.uscongress.kershaw.1820,SC,1820,17,9
sc.uscongress.fairfield.1820,SC,1820,17,5
sc.uscongress.charleston.1820,SC,1820,17,1
sc.uscongress.beaufort.1820,SC,1820,17,2
sc.uscongress.orangeburgh.1820,SC,1820,17,4
sc.uscongress.pendleton.1820,SC,1820,17,7
sc.uscongress.edgefield.1820,SC,1820,17,6
sc.uscongress.chester.1820,SC,1820,17,8
sc.uscongress.georgetown.1820,SC,1820,17,3
sc.uscongress.kershaw.specialelection.1821,SC,1821,17,9
sc.uscongress.kershaw.specialelection.1822,SC,1822,17,9
sc.uscongress.beaufort.specialelection.1822,SC,1822,17,2
sc.uscongress.orangeburg.specialelection.1822,SC,1822,17,4
sc.uscongress.edgefield.1823,SC,1823,18,
sc.uscongress.georgetown.1823,SC,1823,18,3
sc.uscongress.chester.1823,SC,1823,18,
sc.uscongress.newberry.1823,SC,1823,18,
sc.uscongress.orange.1823,SC,1823,18,4
sc.uscongress.charleston.1823,SC,1823,18,1
sc.uscongress.beaufort.1823,SC,1823,18,2
sc.uscongress.kershaw.1823,SC,1823,18,
sc.uscongress.pendleton.1823,SC,1823,18,
sc.uscongress.beaufort.1824,SC,1824,19,2
sc.uscongress.chester.1824,SC,1824,19,7
sc.uscongress.orangeburgh.1824,SC,1824,19,4
sc.uscongress.georgetown.1824,SC,1824,19,3
sc.uscongress.abbeville.1824,SC,1824,19,5
sc.uscongress.pendleton.1824,SC,1824,19,6
sc.uscongress.charleston.1824,SC,1824,19,1
sc.uscongress.kershaw.1824,SC,1824,19,8
sc.uscongress.newberry.1824,SC,1824,19,9
sc.uscongress.special.charleston.1825,SC,1825,19,1
