id,state,year,congress,district
al.congress.1819,AL,1819,16,0
al.congress.1821,AL,1821,17,0
al.1.U.S.congress.1823,AL,1823,18,1
al.3.U.S.congress.1823,AL,1823,18,3
al.2.U.S.congress.1823,AL,1823,18,2
al.2.U.S.congress.1825,AL,1825,19,2
al.3.U.S.congress.1825,AL,1825,19,3
al.1.U.S.congress.1825,AL,1825,19,1
