id,state,year,congress,district
md.uscongress1.1812,MD,1812,13,1
md.uscongress6.1812,MD,1812,13,6
md.uscongress8.1812,MD,1812,13,8
md.uscongress8.1814,MD,1814,14,8
md.uscongress4.1814,MD,1814,14,4
md.uscongress6.1814,MD,1814,14,6
md.uscongress2.1814,MD,1814,14,2
md.uscongress3.1814,MD,1814,14,3
md.uscongress5.1814,MD,1814,14,5
md.uscongress7.1814,MD,1814,14,7
md.uscongress1.1814,MD,1814,14,1
md.uscongress3.specialelection.1816,MD,1816,14,3
md.uscongress6.1816,MD,1816,15,6
md.uscongress5.specialelection2.1816,MD,1816,15,5
md.uscongress1.1816,MD,1816,15,1
md.uscongress3.1816,MD,1816,15,3
md.uscongress4.1816,MD,1816,15,4
md.uscongress2.1816,MD,1816,15,2
md.uscongress8.1816,MD,1816,15,8
md.uscongress5.1816,MD,1816,15,5
md.uscongress5.specialelection1.1816,MD,1816,14,5
md.uscongress7.1816,MD,1816,15,7
md.uscongress8.1818,MD,1818,16,8
md.uscongress2.1818,MD,1818,16,2
md.uscongress4.1818,MD,1818,16,4
md.uscongress6.1818,MD,1818,16,6
md.uscongress3.1818,MD,1818,16,3
md.uscongress7.1818,MD,1818,16,7
md.uscongress5.1818,MD,1818,16,5
md.uscongress1.1818,MD,1818,16,1
md.uscongress1.1820,MD,1820,17,1
md.uscongress5.1820,MD,1820,17,5
md.uscongress3.1820,MD,1820,17,3
md.uscongress7.1820,MD,1820,17,7
md.uscongress8.1820,MD,1820,17,8
md.uscongress2.1820,MD,1820,17,2
md.uscongress4.1820,MD,1820,17,4
md.uscongress6.1820,MD,1820,17,6
md.uscongress5.1822,MD,1822,18,5
md.uscongress4.1822,MD,1822,18,4
md.uscongress2.1822,MD,1822,18,2
md.uscongress7.1822,MD,1822,18,7
md.uscongress6.1822,MD,1822,18,6
md.uscongress1.1822,MD,1822,18,1
md.uscongress3.1822,MD,1822,18,3
md.uscongress8.1822,MD,1822,18,8
md.uscongress5.special.17thcongress.1823,MD,1823,17,5
md.uscongress5.special.18thcongress.1823,MD,1823,18,5
md.uscongress5.1824,MD,1824,19,5
md.uscongress1.1824,MD,1824,19,1
md.uscongress2.1824,MD,1824,19,2
md.uscongress4.1824,MD,1824,19,4
md.uscongress7.1824,MD,1824,19,7
md.uscongress6.1824,MD,1824,19,6
md.uscongress3.1824,MD,1824,19,3
md.uscongress8.1824,MD,1824,19,8
