id,state,year,congress,district
de.uscongress.1789,DE,1789,1,0
de.uscongress.1790,DE,1790,2,0
de.uscongress.1792,DE,1792,3,0
de.uscongress.1794,DE,1794,4,0
de.uscongress.1796,DE,1796,5,0
de.uscongress.1798,DE,1798,6,0
de.uscongress.1800,DE,1800,7,0
de.uscongress.1802,DE,1802,8,0
de.uscongress.1804,DE,1804,9,0
de.uscongress.1805,DE,1805,9,0
de.uscongress.1806,DE,1806,10,0
de.uscongress.1807,DE,1807,10,0
de.uscongress.1808,DE,1808,11,0
de.uscongress.1810,DE,1810,12,0
de.uscongress.1812,DE,1812,13,0
de.uscongress.1814,DE,1814,14,0
de.uscongress.1816,DE,1816,15,0
de.uscongress.1818,DE,1818,16,0
de.uscongress.1820,DE,1820,17,0
de.uscongressspecial.1822,DE,1822,17,0
de.uscongress.1822,DE,1822,18,0
de.uscongress.1824,DE,1824,19,0
