id,state,year,congress,district
nh.congress.runoff.1796,NH,1796,5,0
nh.uscongress.1796,NH,1796,5,0
nh.uscongress.1798,NH,1798,6,0
nh.uscongress.1802,NH,1802,8,0
nh.uscongress.1804,NH,1804,9,0
nh.uscongress.1806,NH,1806,10,0
nh.uscongress.1808,NH,1808,11,0
nh.uscongress.1810,NH,1810,12,0
nh.uscongress.1812,NH,1812,13,0
nh.uscongress.1814,NH,1814,14,0
nh.uscongress.1816,NH,1816,15,0
