election_id,election_date,election_year,election_type,election_label,office_name,office_id,candidate,name_id,affiliation,affiliation_id,candidate_num,district,vote
ky.uscongress8.1821,1821,1821,Special,"Kentucky 1821 U.S. House of Representatives, District 8, Special",U.S. House of Representatives,ON125,James D. Breckenridge,BJ0216,null,null,1,NA,NA
ky.uscongress8.1821,1821,1821,Special,"Kentucky 1821 U.S. House of Representatives, District 8, Special",U.S. House of Representatives,ON125,Norborne B. Beall,BN0023,null,null,2,NA,NA
ky.uscongress8.1821,1821,1821,Special,"Kentucky 1821 U.S. House of Representatives, District 8, Special",U.S. House of Representatives,ON125,George B. Knight,KG0003,null,null,3,NA,NA
