election_id,election_date,election_year,election_type,election_label,office_name,office_id,candidate,name_id,affiliation,affiliation_id,candidate_num,overview_vote
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Nathan Smith,SN0016,Federalist,A01,1,5483
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Sylvanus Backus,BS0014,Federalist,A01,2,5335
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,James Gould,GJ0008,Federalist,A01,3,5141
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Lyman Law,LL0001,Federalist,A01,4,5127
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Samuel B. Sherwood,SS0000,Federalist,A01,5,5114
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,"Timothy Pitkin, Jr.",PT0001,Federalist,A01,6,5065
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Charles Dennison,DC0000,Federalist,A01,7,5046
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Nathaniel Terry,TN0001,Federalist,A01,8,4789
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Jonathan Moseley,MJ0022,Federalist,A01,9,4775
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Epaphroditus Champion,CE0020,Federalist,A01,10,4763
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Lewis B. Sturges,SL0001,Federalist,A01,11,4759
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,"Uriel Holmes, Jr.",HU0000,Federalist,A01,12,4750
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Benjamin Talmadge,TB0015,Federalist,A01,13,4732
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Ebenezer Huntingdon,HE0008,Federalist,A01,14,4612
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Thomas S. Williams,WT0003,Federalist,A01,15,4547
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,"Asa Bacon, Jr.",BA0002,Federalist,A01,16,4422
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,"John Davenport, Jr.",DJ0022,Federalist,A01,17,3705
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Sylvester Gilbert,GS0003,Federalist,A01,18,3525
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Elisha Sterling,SE0001,Federalist,A01,19,NA
ct.nomination.congress.1816,1816-04,1816,General,"Connecticut 1816 U.S. House of Representatives, Nomination",U.S. House of Representatives,ON125,Seth P. Staples,SS0021,Federalist,A01,20,NA
